id,original_id,type,name,followers,num_artists,num_albums,collaborative
79,pl_116480,playlist,happy ,1,44,70,false
80,pl_117322,playlist,Ashley,1,190,203,false
81,pl_117369,playlist,Fall '16,1,64,68,false
82,pl_117753,playlist,Cyberpunk,1,75,92,false
83,pl_117869,playlist,tranquil,1,6,6,false
84,pl_118056,playlist,REVERIE,2,28,36,false
85,pl_118394,playlist,party,1,88,98,false
86,pl_118827,playlist,otra,2,6,7,false
87,pl_119005,playlist,Piola,1,120,150,false
88,pl_119682,playlist,Rock,1,8,11,false
89,pl_119839,playlist,Lake ,1,39,40,false
90,pl_12302,playlist,Classics,1,22,35,false
91,pl_12813,playlist,Rockin',2,22,27,false
92,pl_120611,playlist,Mixx,1,30,30,false
93,pl_120755,playlist,r&b,1,30,39,false
94,pl_120990,playlist,90s Dance,1,51,60,false
95,pl_121225,playlist,Max's Playlist,1,25,25,false
96,pl_121240,playlist,Be Still,2,4,5,false
97,pl_121925,playlist,AIR,7,114,130,false
98,pl_122032,playlist,Ray,1,11,11,false
99,pl_122121,playlist,alternate,1,21,39,false
100,pl_122172,playlist,wedding!,1,17,17,false
101,pl_122529,playlist,jammin,1,26,30,false
102,pl_122537,playlist,country ,3,42,87,false
103,pl_122560,playlist,March '16,2,18,21,false
104,pl_122824,playlist,music,1,24,32,false
105,pl_122941,playlist,june,1,28,29,false
106,pl_122965,playlist,the ladies,1,29,46,false
107,pl_123127,playlist,Air,1,66,107,false
108,pl_123223,playlist,🇪🇸🇪🇸🇪🇸,3,23,28,false
109,pl_123276,playlist,Songs I like,1,31,40,false
110,pl_123418,playlist,current,1,21,23,false
111,pl_123941,playlist,New Country ,1,56,67,false
112,pl_124556,playlist,ayo ,4,55,77,false
113,pl_124751,playlist,vibez,1,33,39,false
114,pl_125094,playlist,playlist,1,9,10,false
115,pl_125271,playlist,country,1,44,80,false
116,pl_125353,playlist,feels,7,47,65,false
117,pl_125359,playlist,memory lane,1,52,74,false
118,pl_125434,playlist,Wedding Playlist,1,27,30,false
119,pl_125610,playlist,*90s Hip Hop,1,10,11,false
120,pl_126064,playlist,Love,1,14,17,false
121,pl_126244,playlist,Random,1,21,29,false
122,pl_126757,playlist,For Dad,1,35,35,false
123,pl_127146,playlist,Italian ,1,10,28,false
124,pl_127359,playlist,Dancehall,1,26,42,false
125,pl_127537,playlist,Rainy Days ,1,87,96,false
126,pl_127653,playlist,Black Metal,2,28,50,false
127,pl_127663,playlist,pregame ,2,57,68,false
128,pl_127938,playlist,Beach Vibes,2,56,80,false
129,pl_128104,playlist,90's,3,39,48,false
130,pl_128223,playlist,Oldies ,1,21,29,false
131,pl_128276,playlist,jams,2,57,77,false
132,pl_128326,playlist,life,1,28,31,false
133,pl_128659,playlist,chill rap,1,50,74,false
134,pl_128782,playlist,Clean,1,17,39,false
135,pl_128796,playlist,ellie,3,35,59,false
136,pl_128958,playlist,Boo,1,15,17,false
137,pl_129225,playlist,drivin,1,114,157,false
138,pl_129283,playlist,country,1,28,42,false
139,pl_129305,playlist,Denver,1,61,66,false
140,pl_129500,playlist,Yellow,15,10,10,false
141,pl_129985,playlist,Run,1,61,76,false
142,pl_13207,playlist,At home,1,12,16,false
143,pl_13466,playlist,Poolside,2,132,142,false
144,pl_130489,playlist,hippie,5,3,7,false
145,pl_131642,playlist,Amore,1,63,104,true
146,pl_131778,playlist,sappy,1,26,26,false
147,pl_132105,playlist,r and b ,1,16,17,false
148,pl_132399,playlist,car,1,39,40,false
149,pl_132479,playlist,Cool songs,1,44,54,false
150,pl_132551,playlist,G-Eazy,2,9,14,false
151,pl_132780,playlist,Upbeat/Chill,1,62,76,false
152,pl_132817,playlist,1960s,1,48,51,false
153,pl_133019,playlist,acl 2016,2,48,74,false
154,pl_133110,playlist,My songs,1,15,19,false
155,pl_133286,playlist,Summer16,2,123,150,false
156,pl_133434,playlist,Let's Get Weird,3,20,24,false
157,pl_133581,playlist,old,1,22,29,false
158,pl_134115,playlist,david,1,18,21,false
159,pl_134163,playlist,crusin,1,53,104,false
160,pl_134605,playlist,Rap,1,21,30,false
161,pl_134804,playlist,Intoxicated,4,31,39,false
162,pl_135043,playlist,XXX,3,52,69,false
163,pl_135337,playlist,Monstercat,1,29,38,false
164,pl_135468,playlist,co,1,31,42,false
165,pl_135672,playlist,Hip Hop,1,17,44,false
166,pl_135797,playlist,Her,1,24,26,false
167,pl_135832,playlist,september,1,102,113,false
168,pl_136185,playlist,Easy,1,16,23,false
169,pl_136210,playlist,strength,1,14,16,false
170,pl_136213,playlist,Best Of,1,32,41,false
171,pl_137015,playlist,Random songs,1,5,5,false
172,pl_137064,playlist,chill,1,9,9,false
173,pl_137195,playlist,Country,1,5,15,false
174,pl_137631,playlist,Random,1,21,26,false
175,pl_137860,playlist,Bassline,1,6,6,false
176,pl_137941,playlist,Ol skool,2,47,58,false
177,pl_138109,playlist,Girls,3,13,22,false
178,pl_138357,playlist,YES!!,1,30,33,false
179,pl_138412,playlist,Old school rap,1,24,34,false
180,pl_138618,playlist,Acoustic Covers,1,19,21,false
181,pl_139471,playlist,Main,1,39,44,false
182,pl_139561,playlist,Summer vibes,1,51,53,false
183,pl_139649,playlist,empty,1,49,111,false
184,pl_139767,playlist,My Classics,1,57,81,false
185,pl_139814,playlist,Riding Music,2,76,118,false
186,pl_139934,playlist,car jams,3,114,143,false
187,pl_14228,playlist,Lets get it,1,11,13,false
188,pl_14385,playlist,Lista oficial Sense8,1,20,20,false
189,pl_14448,playlist,old people music,1,3,7,false
190,pl_14489,playlist,Chill,1,99,118,false
191,pl_14542,playlist,run,1,21,30,false
192,pl_14853,playlist,Recents,3,50,69,false
193,pl_140440,playlist,Rap,2,26,44,false
194,pl_140489,playlist,Various Artists – Frozen,1,10,3,false
195,pl_140504,playlist,wedding songs,1,23,26,false
196,pl_140549,playlist,SPRING BREAK ,2,76,85,true
197,pl_140623,playlist,chill,1,33,49,false
198,pl_140670,playlist,Reggae,1,5,12,false
199,pl_140726,playlist,football,1,46,51,false
200,pl_140936,playlist,getting ready,1,5,7,false
201,pl_141050,playlist,good vibes,1,15,19,false
202,pl_141174,playlist,Jazz and Blues,2,13,14,false
203,pl_141225,playlist,BS,1,22,23,false
204,pl_141458,playlist,november,1,30,27,false
205,pl_141823,playlist,spring break,29,127,170,false
206,pl_142161,playlist,SUMMER 2K15,5,64,69,false
207,pl_142405,playlist,Happy Hour,1,71,111,false
208,pl_143068,playlist,Slow Dance,1,30,38,false
209,pl_143126,playlist,summer 2016,1,44,47,false
210,pl_143760,playlist,The 90s,1,61,79,false
211,pl_143871,playlist,bag,8,27,32,false
212,pl_144021,playlist,my music,1,28,29,false
213,pl_144040,playlist,Inspirational,1,36,47,false
214,pl_144426,playlist,guardians of the galaxy ,2,25,25,false
215,pl_145179,playlist,Cage,1,4,15,false
216,pl_145578,playlist,Country,1,37,74,false
217,pl_145657,playlist,Back in the day,1,36,51,false
218,pl_145727,playlist, Country ,1,67,99,false
219,pl_145995,playlist,compilation,1,71,79,false
220,pl_146035,playlist,gameday,3,35,43,false
221,pl_146045,playlist,Summer Sixteen,1,23,23,false
222,pl_146063,playlist,Christian ,1,30,33,false
223,pl_146231,playlist,Sweet Sixteen,2,29,31,false
224,pl_146266,playlist,Spanish Songs,1,26,34,false
225,pl_146642,playlist,classic rock,2,28,37,false
226,pl_146849,playlist,Spring Break,1,97,122,false
227,pl_146872,playlist,Winter 2014,1,25,25,false
228,pl_146945,playlist,ridin,2,34,38,false
229,pl_147040,playlist,Oldies but Goodies,2,36,41,false
230,pl_147118,playlist,Shower,1,19,25,false
231,pl_147302,playlist,island jams,2,39,55,false
232,pl_147615,playlist,ashley,1,19,20,false
233,pl_147714,playlist,lets get weird,1,56,88,false
234,pl_147909,playlist,Get Lucky,1,17,17,false
235,pl_147944,playlist,Shower,1,53,66,false
236,pl_148040,playlist,Princess ,1,45,66,false
237,pl_148164,playlist,Winter,2,28,31,false
238,pl_148843,playlist,RAP,1,46,73,false
239,pl_149213,playlist,CHRISTMAS,2,10,13,false
240,pl_149215,playlist,Kevin Gates,3,8,16,false
241,pl_149304,playlist,September 2017,1,12,12,false
242,pl_149802,playlist,jams,3,99,153,false
243,pl_149837,playlist,Dance,1,105,182,false
244,pl_15174,playlist,🔥🔥,4,13,15,false
245,pl_15219,playlist,Chill EDM,1,23,28,false
246,pl_15443,playlist,Am I Wrong,1,22,23,false
247,pl_150104,playlist,chill,1,17,25,false
248,pl_150338,playlist,Maroon,1,40,43,false
249,pl_150655,playlist,😈😈,1,15,18,false
250,pl_150840,playlist,Screamo,1,36,51,false
251,pl_150845,playlist,Music,1,9,14,false
252,pl_150900,playlist,country,1,63,114,false
253,pl_151185,playlist,Setlist,1,7,7,false
254,pl_151642,playlist,Gym list,1,87,100,false
255,pl_151653,playlist,VaporWave,5,21,33,false
256,pl_151942,playlist,Halloween,2,63,85,false
257,pl_152144,playlist,Teen Angst,1,32,68,false
258,pl_152423,playlist,A Tribe Called Quest,1,3,14,false
259,pl_152541,playlist,Christmas Lights,1,3,4,false
260,pl_152738,playlist,country,1,10,29,false
261,pl_153324,playlist,Bachata,1,6,9,false
262,pl_153483,playlist,chill r&b,2,28,32,false
263,pl_153585,playlist,Lovely Day,1,32,34,false
264,pl_153733,playlist,Eminem ,1,3,15,false
265,pl_154036,playlist,jams!,1,46,61,false
266,pl_154165,playlist,Good Jams,1,20,24,false
267,pl_154241,playlist,Summer,1,33,39,false
268,pl_154535,playlist,jams ,1,14,25,false
269,pl_154823,playlist,feeling it,1,31,31,false
270,pl_154894,playlist,Orange,1,45,48,false
271,pl_155156,playlist,ease,1,16,27,false
272,pl_155182,playlist,rap,1,55,80,false
273,pl_155386,playlist,Vibes,1,84,107,false
274,pl_155491,playlist,spring,1,22,27,false
275,pl_155556,playlist,indie/alternative,1,40,59,false
276,pl_155780,playlist,Club,1,22,22,false
277,pl_155918,playlist,My Disney,1,26,21,false
278,pl_156758,playlist,Summer,1,16,16,false
279,pl_156879,playlist,Hello,1,21,22,false
280,pl_157142,playlist,French,1,12,18,false
281,pl_157290,playlist,xx,1,42,67,false
282,pl_157306,playlist,Tu playlist del mapa musical,1,20,20,false
283,pl_157602,playlist,Megan,1,13,24,false
284,pl_157858,playlist,smooth,1,24,28,false
285,pl_158165,playlist,Truth,1,17,21,false
286,pl_158287,playlist,Japanese,1,7,14,false
287,pl_158340,playlist,Rap,1,11,14,false
288,pl_158407,playlist,car songs,1,73,81,false
289,pl_158613,playlist,awesome,1,35,49,false
290,pl_158645,playlist,Study Buddy,1,25,28,false
291,pl_158857,playlist,alt,2,93,120,false
292,pl_159136,playlist,Aubrey,1,10,32,false
293,pl_159348,playlist,throwin it back,2,19,20,false
294,pl_16093,playlist,Basketball,1,13,15,false
295,pl_16517,playlist,plane,1,18,20,false
296,pl_16872,playlist,90s,1,10,10,false
297,pl_16941,playlist,cruise,1,4,7,false
298,pl_160113,playlist,workout,1,117,128,false
299,pl_160403,playlist,Listen,1,53,56,false
300,pl_161394,playlist,Chill beats,1,34,37,false
301,pl_161437,playlist,💯💯,2,64,110,false
302,pl_161499,playlist,Hey,1,17,17,false
303,pl_161559,playlist,chicken fried,2,70,119,false
304,pl_161674,playlist,Rap,1,10,15,false
305,pl_161841,playlist,Indie,5,57,81,false
306,pl_161966,playlist,old school,1,16,20,false
307,pl_162262,playlist,New,1,123,126,false
308,pl_162269,playlist,Listen to This:,1,76,139,false
309,pl_162603,playlist,You're Welcome,1,52,55,false
310,pl_162734,playlist,sad vibes,3,21,31,false
311,pl_162744,playlist,Christmas,3,6,6,false
312,pl_162849,playlist,country,1,61,101,false
313,pl_162942,playlist,Disney Hits,1,50,24,false
314,pl_162951,playlist,Beat,1,22,23,false
315,pl_163132,playlist,trash,5,42,51,false
316,pl_163306,playlist,Good Vibes,1,44,48,false
317,pl_163371,playlist,Slow Jamz,1,24,32,false
318,pl_163518,playlist,Mix,1,74,102,false
319,pl_163574,playlist,Memories,4,79,114,false
320,pl_163792,playlist,Workout,1,17,23,false
321,pl_163933,playlist,Slow,2,48,74,false
322,pl_163965,playlist,these days,1,15,19,false
323,pl_164201,playlist,80s rock,2,51,70,false
324,pl_164372,playlist,Showtunes ,1,77,59,false
325,pl_165268,playlist,Newest,2,18,18,false
326,pl_165299,playlist,new workout,1,21,21,false
327,pl_165441,playlist,Poolside,1,113,130,false
328,pl_165461,playlist,chill,1,14,15,false
329,pl_165637,playlist,Beats,1,15,16,false
330,pl_165870,playlist,coffeehouse ,1,127,161,false
331,pl_165878,playlist,Spanish Songs,26,70,149,false
332,pl_166576,playlist,Workout,1,84,113,false
333,pl_167066,playlist,90's 2000's,1,24,32,false
334,pl_167319,playlist,my,1,25,37,false
335,pl_167365,playlist,for rachel ,1,46,53,false
336,pl_167517,playlist,rap,1,15,16,false
337,pl_167577,playlist,Throwback Thursday ,1,37,44,false
338,pl_167819,playlist,new country,1,57,65,false
339,pl_168060,playlist,🍁🍁,3,14,20,false
340,pl_168077,playlist,Drives,1,48,57,false
341,pl_168103,playlist,more stuff,1,48,64,false
342,pl_168333,playlist,good vibes,1,11,11,false
343,pl_168449,playlist,Shower,1,16,16,false
344,pl_168558,playlist,Worship,1,80,118,false
345,pl_168649,playlist,Metal!,1,24,26,false
346,pl_168680,playlist,rock,4,35,74,false
347,pl_168767,playlist,Becky G,1,18,25,false
348,pl_168794,playlist,You,1,34,37,false
349,pl_168941,playlist,classic,3,78,128,true
350,pl_168959,playlist,julia,3,36,38,false
351,pl_169463,playlist,Gym,1,25,31,false
352,pl_169686,playlist,rUN 2016,1,128,154,false
353,pl_169711,playlist,10.17,1,18,18,false
354,pl_169898,playlist,Football ,1,69,92,false
355,pl_169957,playlist,Heat,2,25,30,false
356,pl_17013,playlist,Gary :} ,1,40,64,false
357,pl_17046,playlist,Hey! ,6,10,18,false
358,pl_17184,playlist,Study,1,20,31,false
359,pl_17688,playlist,Jams,1,49,89,false
360,pl_17710,playlist,Hype,2,40,43,false
361,pl_170089,playlist,Old New,1,69,75,false
362,pl_170458,playlist,spring mix,1,54,56,false
363,pl_170620,playlist,Revival,1,45,50,false
364,pl_170657,playlist,Chill Jams,1,4,6,false
365,pl_170674,playlist,past,1,70,72,false
366,pl_170913,playlist,Reggae,1,13,37,false
367,pl_171247,playlist,Recently Added,1,107,118,false
368,pl_171644,playlist,bae,1,7,14,false
369,pl_171724,playlist,workout,1,16,29,false
370,pl_171896,playlist,💥💥,4,102,133,false
371,pl_172237,playlist,Newest,1,7,9,false
372,pl_172467,playlist,Chill,1,20,31,false
373,pl_172582,playlist,Chill Vibes,1,69,79,false
374,pl_172627,playlist,Electro music,2,72,96,false
375,pl_172690,playlist,80's,1,89,115,false
376,pl_172760,playlist,Tunes,2,40,43,false
377,pl_172804,playlist,rap,1,43,71,false
378,pl_172857,playlist,mixed,1,9,27,false
379,pl_172868,playlist,Prayer,3,9,13,false
380,pl_172911,playlist,bloom.,1,47,59,false
381,pl_173074,playlist,Newww,1,43,49,false
382,pl_173667,playlist,R&B,3,50,81,false
383,pl_173958,playlist,Outside Lands 2015,1,25,48,false
384,pl_174002,playlist,Tommy,1,21,24,false
385,pl_174148,playlist,Hard rock,1,24,30,false
386,pl_174216,playlist,Hype,2,103,172,false
387,pl_174349,playlist,80s,1,28,28,false
388,pl_174491,playlist,Christmas,1,4,5,true
389,pl_174532,playlist,Bootylicious,1,73,106,false
390,pl_174714,playlist,daze,1,13,13,false
391,pl_175131,playlist,fnaf,1,4,6,false
392,pl_175168,playlist,bb ,7,38,40,false
393,pl_175461,playlist,xmas,1,23,26,false
394,pl_175544,playlist,feels,1,17,20,false
395,pl_175569,playlist,WORK,1,26,49,false
396,pl_175847,playlist,GO FOR IT!,1,86,105,false
397,pl_175884,playlist,Bars,1,24,32,false
398,pl_175965,playlist,jams,1,37,45,false
399,pl_176023,playlist,lala,1,72,98,false
400,pl_176424,playlist,partay,1,45,47,false
401,pl_176624,playlist,Wolves,1,42,47,false
402,pl_176686,playlist,blue eyed soul,1,20,42,false
403,pl_176702,playlist,90's/00's,1,87,93,false
404,pl_177949,playlist,pump up ,2,20,28,false
405,pl_178025,playlist,vibe,1,43,51,false
406,pl_178341,playlist,school,2,24,28,false
407,pl_178425,playlist,bangers,1,16,22,false
408,pl_178813,playlist,Car Trip,1,54,85,false
409,pl_178834,playlist,Sunrise,1,49,50,false
410,pl_178868,playlist,pump up,1,27,33,false
411,pl_178914,playlist,Road Trip Playlist,1,28,39,false
412,pl_179083,playlist,Smoove,2,10,10,false
413,pl_179110,playlist,good for the soul,1,29,37,false
414,pl_179318,playlist,bangers,2,64,114,false
415,pl_179511,playlist,November 17,1,8,8,false
416,pl_179771,playlist,Antonio Aguilar,1,4,25,false
417,pl_179772,playlist,Country,1,23,34,false
418,pl_179814,playlist,gr8,1,41,55,false
419,pl_179856,playlist,reggaeton,3,23,36,false
420,pl_18025,playlist,Christian music,1,38,51,false
421,pl_18403,playlist,oldies,10,104,138,false
422,pl_18872,playlist,Road TRIPPIN,2,41,45,false
423,pl_18898,playlist,Christmas music,2,20,27,false
424,pl_18951,playlist,girls weekend,1,11,16,false
425,pl_180161,playlist,Awesome Mix Vol. 1,1,12,12,false
426,pl_180208,playlist,Bus Rides ,1,26,28,false
427,pl_180537,playlist,throw🔙,2,15,31,false
428,pl_181055,playlist,Old School,1,63,122,false
429,pl_181337,playlist,october,1,67,72,false
430,pl_181410,playlist,Treasure,5,12,12,false
431,pl_182670,playlist,chill edm ,1,8,10,false
432,pl_182806,playlist,Peaceful,1,15,27,false
433,pl_182972,playlist,summer 17,2,22,24,false
434,pl_183423,playlist,woah,4,29,30,false
435,pl_183511,playlist,chillin,2,32,37,false
436,pl_183682,playlist,chill ,1,9,24,false
437,pl_183689,playlist,ok,1,16,18,false
438,pl_183769,playlist,Workout 2.0,1,16,20,false
439,pl_184325,playlist,faith,1,6,9,false
440,pl_184359,playlist,Chill,1,36,45,false
441,pl_184629,playlist,summer,3,78,88,false
442,pl_184656,playlist,Rock and roll,1,22,38,false
443,pl_184674,playlist,80s,1,30,58,false
444,pl_184763,playlist,summer driving ,1,68,93,false
445,pl_184966,playlist,Chill,1,128,143,false
446,pl_185126,playlist,<3,1,14,16,false
447,pl_185168,playlist,Old Music,2,21,35,false
448,pl_185214,playlist,Awesome,1,7,7,false
449,pl_185781,playlist,2017 Summer,1,26,29,false
450,pl_185955,playlist,Best of the Best,2,20,29,false
451,pl_186251,playlist,Christmas,1,21,25,false
452,pl_186573,playlist,Snoop,2,8,12,false
453,pl_186584,playlist,Country ,1,35,45,false
454,pl_186616,playlist,Angel,1,53,104,false
455,pl_186666,playlist,for the soul,1,41,59,false
456,pl_186736,playlist,Classic Rock,1,25,33,false
457,pl_186758,playlist,90's alternative ,1,17,22,false
458,pl_186793,playlist,Mmm.,1,7,8,false
459,pl_186874,playlist,Jam,1,36,40,false
460,pl_186923,playlist,Star Wars,1,11,13,false
461,pl_186966,playlist,Fun,1,16,17,false
462,pl_186992,playlist,R&B,2,47,78,false
463,pl_187042,playlist,Beach ,3,24,31,false
464,pl_187246,playlist,Attention,1,24,27,false
465,pl_187907,playlist,Red dirt,1,54,90,false
466,pl_188096,playlist,christmas,3,26,27,false
467,pl_188704,playlist,Throwback,1,17,23,false
468,pl_188807,playlist,oldies,1,27,31,false
469,pl_188850,playlist,pick me up,1,11,11,false
470,pl_188994,playlist,april showers,1,21,21,false
471,pl_189018,playlist,Baby Makin',1,12,15,false
472,pl_189992,playlist,Vibes,1,60,64,false
473,pl_19255,playlist,90's kid,1,36,67,false
474,pl_19377,playlist,Morning vibes ,1,24,30,false
475,pl_19414,playlist,Old Soul,3,114,194,false
476,pl_19514,playlist,feels,1,10,10,false
477,pl_19639,playlist,Top Country,1,69,131,false
478,pl_19883,playlist,Oldies,1,26,29,false
479,pl_19913,playlist,Island Vibes,1,26,33,false
480,pl_190365,playlist,Electronic,1,28,38,false
481,pl_190430,playlist,ggggg,1,31,31,false
482,pl_190664,playlist,Background Music,1,42,46,true
483,pl_191198,playlist,Gospel,1,46,69,true
484,pl_191225,playlist,car music,1,31,45,false
485,pl_191396,playlist,Alt nation,1,59,73,false
486,pl_191398,playlist,Halloween,1,8,8,false
487,pl_191831,playlist,country 2,1,28,40,false
488,pl_191896,playlist,Peda!,1,3,13,false
489,pl_191996,playlist,rap,2,43,70,false
490,pl_192053,playlist,fun fun fun,1,13,14,false
491,pl_192180,playlist,feb 16,2,57,61,false
492,pl_192411,playlist,The Feels,3,19,23,false
493,pl_192555,playlist,Christmas ,1,23,27,false
494,pl_192837,playlist,Johnny Boy,1,28,34,false
495,pl_193065,playlist,Heat,1,11,11,false
496,pl_193239,playlist,Corridos,1,12,20,false
497,pl_193345,playlist,Remember When,1,41,41,false
498,pl_193389,playlist,Other,1,68,78,false
499,pl_193409,playlist,sad ,1,35,40,false
500,pl_193428,playlist,Love Songs,2,68,81,false
501,pl_193797,playlist,christmas,1,84,95,false
502,pl_193907,playlist,autumn,1,87,104,false
503,pl_194053,playlist,League,2,85,119,false
504,pl_194694,playlist,hi,1,16,20,false
505,pl_194851,playlist,emo,1,45,53,false
506,pl_195175,playlist,Take Me Out,37,16,16,false
507,pl_195197,playlist,Mexican,1,32,80,false
508,pl_195391,playlist,Motown,1,14,17,false
509,pl_195402,playlist,Hot Damn,1,18,21,true
510,pl_195473,playlist,Party,1,128,162,false
511,pl_195570,playlist,Sculpt,1,53,56,false
512,pl_195573,playlist,Crowd Pleasers,2,94,120,false
513,pl_195581,playlist,Good Mix,2,53,67,false
514,pl_195786,playlist,Miranda Lambert ,1,5,10,false
515,pl_195798,playlist,blah,1,27,34,false
516,pl_196214,playlist,Deep,6,46,47,false
517,pl_196310,playlist,Honky Tonk,2,20,24,false
518,pl_196529,playlist,Opera,6,16,20,false
519,pl_196618,playlist,Skating,1,36,46,false
520,pl_196633,playlist,sp,1,6,7,false
521,pl_196699,playlist,Rap,2,23,35,false
522,pl_197627,playlist,gr,2,25,38,false
523,pl_197680,playlist,Olivia ,1,43,63,false
524,pl_198665,playlist,Worship,2,62,94,false
525,pl_199005,playlist,AUG 17,1,22,22,false
526,pl_199090,playlist,moves,1,13,14,false
527,pl_199341,playlist,DISCO,1,43,55,false
528,pl_199579,playlist,indie,1,28,28,false
529,pl_199726,playlist,West Coast Classics,1,13,14,false
530,pl_199764,playlist,Party,1,56,70,false
531,pl_199834,playlist,floating,2,23,32,false
532,pl_2168,playlist,rock,1,14,18,false
533,pl_2214,playlist,Spring Break 2015,1,37,41,true
534,pl_2235,playlist,Hip Hop,1,33,53,false
535,pl_2512,playlist,Classic rock,1,32,40,false
536,pl_2718,playlist,work out,2,22,22,false
537,pl_20206,playlist,Cruz,1,8,12,false
538,pl_20346,playlist,Party,1,109,127,false
539,pl_20349,playlist,rock,1,14,19,false
540,pl_20475,playlist,Dan,1,12,12,false
541,pl_20609,playlist,Spring 2017,2,26,27,false
542,pl_20668,playlist,feels,1,14,16,false
543,pl_200351,playlist,Road Trip,1,74,84,false
544,pl_200532,playlist,Road Trip,1,49,69,false
545,pl_200576,playlist,hello,1,16,19,false
546,pl_200675,playlist,Electro,1,26,48,false
547,pl_200682,playlist,peachy,2,15,18,false
548,pl_200928,playlist,focus,1,13,16,false
549,pl_200975,playlist,chill out,1,35,35,false
550,pl_201233,playlist,Rock Classics,1,34,46,false
551,pl_201266,playlist,creme de la creme,1,43,77,false
552,pl_202242,playlist,Enjoy!!!,1,40,40,false
553,pl_202276,playlist,tops,1,13,14,false
554,pl_202587,playlist,sleep,1,37,42,false
555,pl_202739,playlist,indie,2,37,38,false
556,pl_202970,playlist,July 2017,1,31,33,false
557,pl_203301,playlist,PARTY,2,97,139,false
558,pl_203308,playlist,Tory Lanez ,1,8,20,false
