vertex,louvain,id,original_id,type,name,followers,num_artists,num_albums,collaborative
3151,1,3151,pl_667894,playlist,fun,1,47,73,False
1888,188,1888,pl_446649,playlist,February 2015,1,14,17,False
1889,1,1889,pl_446814,playlist,jammers,1,46,55,False
1890,3,1890,pl_446831,playlist,Drive time,1,105,140,False
1891,0,1891,pl_446945,playlist,Good stuff,1,6,7,False
1892,2,1892,pl_446999,playlist,❤️,1,53,64,False
1893,2,1893,pl_447151,playlist,share,1,28,32,False
1894,4,1894,pl_447477,playlist,My songs,1,39,45,False
1895,6,1895,pl_448028,playlist,90s Jams,1,105,114,False
1896,189,1896,pl_448162,playlist,M2,1,14,14,False
1897,3,1897,pl_448528,playlist,Halloween Party Playlist,1,28,28,False
1898,1,1898,pl_448539,playlist,CB,1,5,13,False
1899,2,1899,pl_448571,playlist,🌸🌸🌸,1,32,32,False
1900,0,1900,pl_448712,playlist,Crave You,2,14,15,False
1901,0,1901,pl_448984,playlist,SUMMER '17,1,17,18,False
1902,4,1902,pl_449033,playlist,In My Feelings,2,13,16,False
1903,2,1903,pl_449102,playlist,Karma,2,28,30,False
4672,1,4672,pl_934477,playlist,jam,1,7,8,False
4673,3,4673,pl_934818,playlist,Wedding Dance Music,3,46,60,False
4674,411,4674,pl_935181,playlist,Christmas Music,1,5,5,False
4675,4,4675,pl_936358,playlist,plane ride,1,49,67,False
4676,2,4676,pl_936546,playlist,rainy day music,1,49,49,False
4677,412,4677,pl_936668,playlist,Happy Music,1,32,36,False
4678,2,4678,pl_936927,playlist,ost,1,12,12,False
4679,2,4679,pl_937230,playlist,uh huh,3,23,25,False
4680,1,4680,pl_937895,playlist,BT,1,67,83,False
4681,2,4681,pl_938180,playlist,Mix Up,2,97,129,False
4682,2,4682,pl_938227,playlist,October,1,4,6,False
4683,413,4683,pl_938456,playlist,TW,1,20,25,False
4684,4,4684,pl_938566,playlist,Kanye,1,55,89,False
4685,4,4685,pl_938627,playlist,Troy,1,39,68,False
4686,6,4686,pl_938694,playlist,Time Machine ,1,20,29,False
4687,4,4687,pl_938931,playlist,rap,1,27,33,False
3776,6,3776,pl_773979,playlist,Workout,1,14,15,False
3777,355,3777,pl_774800,playlist,YOGA 3,1,12,13,False
3778,11,3778,pl_774827,playlist,kpop,1,31,63,False
3779,4,3779,pl_774981,playlist,Summer 16,1,27,27,False
3780,0,3780,pl_775413,playlist,october 2014,1,55,68,False
3781,2,3781,pl_775742,playlist,june 17,1,98,104,False
3782,0,3782,pl_775759,playlist,EDM/Trap,1,28,33,False
3783,5,3783,pl_776204,playlist,despecho,2,25,57,False
3784,2,3784,pl_776470,playlist,eclectic,2,84,93,False
3785,6,3785,pl_776524,playlist,GTA,1,12,18,False
3786,0,3786,pl_776787,playlist,Trap Music,2,33,47,False
3787,3,3787,pl_777240,playlist,1960s,2,55,61,False
3788,0,3788,pl_777252,playlist,2k16,4,56,73,False
3789,2,3789,pl_777258,playlist,Pop Rock,2,34,63,False
3790,9,3790,pl_777305,playlist,Disney,5,25,13,False
3791,356,3791,pl_777448,playlist,Old School Mix,1,17,18,False
3376,6,3376,pl_707234,playlist,90's,1,34,47,False
3377,3,3377,pl_707364,playlist,Alternative,1,38,49,False
3378,1,3378,pl_707502,playlist,Baby shower,1,27,39,False
3379,0,3379,pl_707604,playlist,Car,1,38,41,False
3380,6,3380,pl_707796,playlist,90s rock,1,33,80,False
3381,323,3381,pl_707856,playlist,i miss you,1,25,27,False
3382,1,3382,pl_708255,playlist,jams,2,54,67,False
3383,0,3383,pl_708273,playlist,Workout,1,48,51,False
3384,324,3384,pl_708278,playlist,euphoria ,1,11,11,False
3385,17,3385,pl_708406,playlist,Christmas,1,11,13,False
3386,7,3386,pl_708513,playlist,jesus.,11,51,88,False
3387,6,3387,pl_708558,playlist,Oldies But Goodies,2,76,109,False
3388,4,3388,pl_708568,playlist,Marmalade,3,7,10,False
3389,2,3389,pl_708737,playlist,run,2,46,65,False
3390,33,3390,pl_709120,playlist,Praise,4,41,53,False
3391,325,3391,pl_709159,playlist,Cool songs,1,7,8,False
3392,4,3392,pl_709324,playlist,current faves,1,14,18,False
3393,1,3393,pl_709428,playlist,throw it back,1,51,70,False
3394,3,3394,pl_709748,playlist,chillen,2,38,42,False
3395,0,3395,pl_709998,playlist,2016,1,28,29,False
3396,2,3396,pl_71094,playlist,gn,1,9,9,False
3397,2,3397,pl_71112,playlist,🌞🌞,1,68,76,False
3398,2,3398,pl_71172,playlist,¯\_(ツ)_/¯,1,23,25,False
3399,8,3399,pl_71445,playlist,County,9,31,40,False
3400,6,3400,pl_71514,playlist,rock,1,42,75,False
3401,2,3401,pl_71776,playlist,spring 2015,2,33,36,False
3402,1,3402,pl_710233,playlist,fun,1,11,11,False
3403,0,3403,pl_710432,playlist,⚡️,7,60,90,False
3404,1,3404,pl_710776,playlist,Dance Mix,1,52,59,True
3405,1,3405,pl_711113,playlist,Wedding,1,41,46,False
3406,3,3406,pl_711403,playlist,snowboarding,2,93,141,False
3407,4,3407,pl_711446,playlist,car jams,1,12,12,False
3200,0,3200,pl_675967,playlist,Inspired ,1,28,30,False
3201,1,3201,pl_676003,playlist,Silk,1,7,8,False
3202,2,3202,pl_676181,playlist,plane ride,1,11,13,False
3203,2,3203,pl_676390,playlist,easy listening,2,43,44,False
3204,307,3204,pl_676599,playlist,Bluegrass,4,34,43,False
3205,4,3205,pl_676674,playlist,spring 2017,1,70,79,False
3206,2,3206,pl_677412,playlist,Feel Good,1,32,41,False
3207,3,3207,pl_677439,playlist,wedding,1,15,15,False
3208,4,3208,pl_677848,playlist,sex,1,38,40,False
3209,4,3209,pl_678378,playlist,island,3,20,20,False
3210,2,3210,pl_678684,playlist,Shake,3,20,22,False
3211,4,3211,pl_678937,playlist,summer 2017,2,56,63,False
3212,3,3212,pl_679274,playlist,Morning Mix,1,11,12,False
3213,4,3213,pl_679333,playlist,FEELS,2,20,27,False
3214,2,3214,pl_679481,playlist,Work,1,32,43,False
3215,0,3215,pl_679674,playlist,chill.,1,50,57,False
1024,0,1024,pl_293881,playlist,my jams,1,22,22,False
1025,9,1025,pl_293916,playlist,classical ,3,20,22,False
1026,2,1026,pl_293995,playlist,Superman,1,49,49,False
1027,3,1027,pl_294220,playlist,Karaoke,1,25,28,True
1028,0,1028,pl_294221,playlist,Clean,2,29,34,False
1029,4,1029,pl_294346,playlist,House Warming,2,35,35,False
1030,4,1030,pl_294413,playlist,Go Hard,1,10,13,False
1031,0,1031,pl_294881,playlist,Guilty Pleasures,1,43,63,False
1032,3,1032,pl_296036,playlist,oldies,1,37,43,False
1033,6,1033,pl_296684,playlist,lovesick,1,18,33,False
1034,4,1034,pl_296832,playlist,Ryan,1,60,99,False
1035,1,1035,pl_297073,playlist,December,1,36,38,False
1036,1,1036,pl_297281,playlist,GET UP,1,20,21,False
1037,4,1037,pl_297392,playlist,Workout,1,31,47,False
1038,23,1038,pl_297861,playlist,indian,1,47,51,True
1039,0,1039,pl_298048,playlist,cheap thrills,1,20,26,False
1936,8,1936,pl_454490,playlist,❤️❤️❤️,1,22,28,False
1937,4,1937,pl_454533,playlist,feels,1,24,26,False
1938,4,1938,pl_454833,playlist,oops,1,51,65,False
1939,2,1939,pl_455922,playlist,drive,1,81,97,False
1940,2,1940,pl_456382,playlist,Rap beats,1,23,23,False
1941,2,1941,pl_456399,playlist,HoneyMoon,1,21,21,True
1942,3,1942,pl_456519,playlist,the goods,1,28,41,False
1943,2,1943,pl_456542,playlist,Car,1,55,59,False
1944,3,1944,pl_456562,playlist,Oldies,1,66,83,False
1945,191,1945,pl_456687,playlist,new,1,15,23,False
1946,0,1946,pl_456700,playlist,Trabajo,1,49,88,False
1947,1,1947,pl_456887,playlist,feels ,1,58,68,False
1948,4,1948,pl_457138,playlist,Bang Bang,1,17,21,False
1949,4,1949,pl_457290,playlist,volleyball,1,22,33,False
1950,17,1950,pl_457343,playlist,tis the season,1,24,33,False
1951,0,1951,pl_457382,playlist,My jams,1,141,161,False
3808,4,3808,pl_779917,playlist,Vibin,2,21,33,False
