playlist_id,name,followers,num_tracks,num_artists,num_albums,collaborative,duration_ms,avg_duration_per_track,degree,artist_popularity_mean,artist_popularity_median,artist_popularity_std,artist_popularity_max,artist_popularity_min,artist_popularity_range,artist_diversity_hhi,num_similar_playlists,avg_jaccard_similarity,max_jaccard_similarity,connectivity
p_10228,Simp,1,38,18,26,False,8886656,233859.36842105264,18,662.6666666666666,545.0,426.3610884892966,2003,137,1866,0.07855367730640495,4492,0.04663401441740613,0.28,11910
p_1244,Current,1,20,17,18,False,4871526,243576.3,17,535.0,368.0,493.1916463201704,2003,98,1905,0.10881258573828693,4701,0.033541190858997184,0.16666666666666666,9078
p_1350,Country Roads,1,50,16,29,False,11287369,225747.38,16,76.0625,33.5,86.24055654823896,332,2,330,0.14284556836219836,796,0.025529217372032544,0.1346153846153846,1201
p_1149,Alternative,1,29,23,26,False,6536353,225391.4827586207,23,320.9130434782609,246.0,356.11855781631493,1510,3,1507,0.09701928045477794,3992,0.028074384634069544,0.1111111111111111,7358
p_1494,2015,1,50,17,27,False,12487630,249752.6,17,683.7058823529412,631.0,500.1833504656517,2003,27,1976,0.09030615238653339,3516,0.060239167894053695,0.3333333333333333,11606
p_100742,😍😍😍,1,75,18,20,False,17462324,232830.98666666666,18,387.94444444444446,272.5,375.3131244148341,1275,4,1271,0.10755227261788305,3348,0.03443934707288908,0.18181818181818182,6965
p_105544,Christmas Mix,1,15,14,15,False,2431968,162131.2,14,58.285714285714285,40.0,61.193403672791604,224,1,223,0.15016159650134564,402,0.0461405281308144,0.25,802
p_104562,Classic Rock,1,55,43,54,False,13772785,250414.27272727274,43,126.32558139534883,94.0,109.71712484898197,496,3,493,0.040798567806333924,1970,0.03083919050526386,0.16901408450704225,5389
p_105612,summer music,1,14,13,14,False,3013906,215279.0,13,247.92307692307693,148.0,292.3489646976081,1110,16,1094,0.18388417718637057,2243,0.025584549004022156,0.14285714285714285,3210
p_101853,sxsw ,2,14,8,13,False,3409820,243558.57142857142,8,156.375,136.0,90.85556876163398,285,27,258,0.16719669827687011,1072,0.022084490543757645,0.17647058823529413,1243
p_100426,Christian,1,81,17,30,False,19145491,236364.0864197531,17,27.176470588235293,9.0,34.744843534676264,128,1,127,0.1549727328948108,315,0.028585979163128612,0.12,445
p_100408,Book,1,130,57,86,False,31725258,244040.44615384616,57,313.9122807017544,215.0,332.03034530003663,2003,1,2002,0.037171318969879914,5927,0.029677232092826876,0.19540229885057472,17836
p_105801,Throwbacks,3,57,38,45,False,13144565,230606.40350877194,38,507.1842105263158,387.0,420.0978492072856,2003,96,1907,0.0443703062827313,4681,0.051256669628605075,0.4067796610169492,19235
p_102108,Turnt,1,38,26,30,False,8881694,233728.7894736842,26,605.9615384615385,590.5,292.2693016287482,1231,14,1217,0.04740906379330193,3661,0.06767294893348894,0.375,15729
p_105701,MD,1,235,35,88,False,86471850,367965.3191489362,35,4.4,1.0,7.211894936244466,36,1,35,0.10532973519986506,70,0.024730123984247582,0.10526315789473684,119
p_1808,Holiday Party,1,57,29,42,False,13776479,241692.61403508772,29,347.6896551724138,315.0,305.03940994094927,993,6,987,0.06102455834957239,2907,0.048461215393281847,0.28,10054
p_105685,Twenty One Pilots ,1,67,45,57,False,15002641,223920.01492537314,45,382.5777777777778,313.0,276.7186689191661,1110,24,1086,0.03384807785573375,5452,0.03488762389677406,0.23076923076923078,17171
p_103313,Slappers,1,28,18,26,False,6297220,224900.7142857143,18,460.3888888888889,308.0,481.1683857363228,2003,21,1982,0.11623924786261962,3269,0.04414165368927526,0.2,8269
p_101007,Baby Shower,1,20,15,19,False,4668169,233408.45,15,219.4,196.0,157.27292625666166,538,26,512,0.10092320141272743,1983,0.029825309364384222,0.17647058823529413,3276
p_10448,Girls,1,18,16,18,True,4104608,228033.77777777778,16,248.0,162.5,221.64385847570873,709,4,705,0.11242154981789802,2540,0.025422965431186623,0.13636363636363635,3952
p_100759,Jazz,1,44,39,41,False,14132085,321183.75,39,3.7435897435897436,2.0,5.99451864459588,29,1,28,0.09138675173578531,75,0.018121275677233973,0.072,107
p_106858,John Mayer,1,109,4,17,False,26426832,242448.0,4,349.5,412.5,203.47051383431457,544,29,515,0.33473222527174523,1176,0.030141670327876225,0.4,1394
p_105656,Yes,1,16,12,15,False,3414515,213407.1875,12,175.25,27.5,248.66179340622475,764,2,762,0.2511058517721101,1602,0.02337490578192022,0.1111111111111111,2091
p_104163,Great Tunes,1,78,62,72,False,16347802,209587.20512820513,62,107.90322580645162,53.5,125.89315870590035,533,1,532,0.03808455160302171,3218,0.018496295244797567,0.11650485436893204,6628
p_100437,Hippity Hop,1,106,20,59,False,26979974,254528.05660377358,20,509.25,354.5,570.3002608275749,2003,1,2002,0.11270686217591155,3887,0.04367626708688828,0.23529411764705882,10165
p_105917,Study,2,11,6,7,False,2704050,245822.72727272726,6,22.666666666666668,22.5,14.83988619303471,49,3,46,0.23810553633217993,108,0.041753942869025944,0.21428571428571427,130
p_102554,C1,1,11,10,11,False,4963383,451216.63636363635,10,114.8,30.5,168.28535289798694,570,1,569,0.31488636501596473,1036,0.02172623730521788,0.09523809523809523,1138
p_101976,❤️❤️,1,60,48,57,False,13967148,232785.8,48,356.5,191.5,436.6247435346131,2003,1,2002,0.05208379095149827,5566,0.03313529129610599,0.15841584158415842,17064
p_102031,🇪🇸,3,74,35,51,False,16762687,226522.7972972973,35,14.428571428571429,2.0,33.62761256067122,173,1,172,0.1837662974218214,396,0.014590642706723602,0.07547169811320754,470
p_106163,Electric,1,91,62,71,False,21528985,236582.25274725276,62,156.25806451612902,104.5,143.96156918672955,531,2,529,0.029819445988158368,3400,0.025751727664009308,0.2608695652173913,9626
p_104790,STELLA,1,236,22,25,True,58752669,248951.9872881356,22,24.09090909090909,7.5,36.899013402564634,131,1,130,0.15208971164115342,451,0.016675158296518014,0.0625,508
p_101226,SF,1,103,91,98,False,21874966,212378.31067961166,91,103.92307692307692,58.0,114.03972999313078,509,1,508,0.02422166553889972,3913,0.0167174058306787,0.09248554913294797,9366
p_1956,♡♡♡,1,43,30,37,False,9780055,227443.13953488372,30,41.43333333333333,20.5,69.10218681215683,342,1,341,0.12605101844666414,860,0.01890905284911057,0.12280701754385964,1213
p_51,Kevin,1,54,25,36,False,12833397,237655.5,25,403.6,307.0,372.23111100497766,1510,5,1505,0.07402381539386355,4487,0.03292258487639257,0.20408163265306123,10065
p_38,tb,1,53,42,51,False,12636678,238427.88679245283,42,416.64285714285717,320.5,323.227018954655,1510,14,1496,0.038139258239670626,4880,0.04172690151084166,0.3157894736842105,17457
p_105784,french ,3,10,6,6,False,2294305,229430.5,6,3.8333333333333335,2.0,3.337497399083464,9,1,8,0.29300567107750475,15,0.03836467255232158,0.1,17
p_100288,downtempo,1,41,8,13,False,9360785,228311.82926829267,8,169.75,163.5,111.05713619574385,355,24,331,0.17850364718105333,1003,0.028174436157861082,0.2,1350
p_105959,j chillin ,1,101,62,83,False,22027928,218098.29702970298,62,182.61290322580646,107.0,202.38890659056912,1110,1,1109,0.035940597850258375,4651,0.02239517477045557,0.11458333333333333,11260
p_519,hitS,2,55,50,53,False,12628932,229616.94545454546,50,122.26,14.5,267.566575640531,1231,1,1230,0.11579105000756114,3518,0.017536979024524245,0.08571428571428572,6063
p_10241,CAR,1,91,49,71,False,21724119,238726.58241758242,49,605.204081632653,544.0,422.26077538923727,2003,45,1958,0.030343022201503998,5652,0.05880958108698467,0.2808988764044944,29606
p_104502,goodies ,1,30,26,28,False,6534749,217824.96666666667,26,170.46153846153845,65.5,196.69269877521964,622,4,618,0.0896710134043191,2711,0.02281294824713128,0.11428571428571428,4406
p_10366,ZUMBA,1,27,23,25,False,5612837,207882.85185185185,23,338.5217391304348,345.0,273.3298484416756,930,2,928,0.07182304529545776,3484,0.03325608632155001,0.1836734693877551,7763
p_100461,chill,1,34,29,31,False,7936742,233433.58823529413,29,80.27586206896552,26.0,115.16761294970345,496,1,495,0.10545569549249537,1538,0.019810336791778627,0.0851063829787234,2299
p_106513,alternative,2,30,20,24,False,7069675,235655.83333333334,20,282.35,249.5,164.97068679010826,764,42,722,0.06706899633031971,2802,0.032093283774948626,0.24242424242424243,5627
p_104077,whats good,1,6,6,6,False,1307315,217885.83333333334,6,217.5,18.0,297.714488506466,715,1,714,0.4789365981121827,942,0.030501990782765324,0.16666666666666666,1299
p_102367,Nice and slow,1,19,5,15,False,6020418,316864.1052631579,5,30.0,17.0,40.10984916451319,109,2,107,0.5575111111111111,124,0.024845040764357097,0.1,145
p_751,xmas party,2,150,115,136,False,34151580,227677.2,115,368.4086956521739,261.0,335.30447929818814,2003,5,1998,0.015898780055366376,6458,0.041227087408856083,0.2568306010928962,42252
p_10758,Pat,1,62,39,52,False,14256729,229947.24193548388,39,423.5128205128205,387.0,366.0647884225058,2003,27,1976,0.044797614661759834,5459,0.03681417735311676,0.15,16478
p_104856,Soft rock,1,104,62,91,False,28810377,277022.85576923075,62,158.91935483870967,155.0,113.04513777149954,496,1,495,0.024290316407920266,2805,0.03278249284376574,0.2336448598130841,9791
p_1753,classico,1,16,14,14,False,6329175,395573.4375,14,15.357142857142858,10.5,14.90736703233454,49,1,48,0.13873445105462412,100,0.05617623718223597,0.2727272727272727,201
p_1866,In the Name of Love,1,142,76,95,False,32870213,231480.37323943662,76,95.5,36.5,162.90766677703306,930,1,929,0.051445897424235026,4075,0.014182055536536143,0.07547169811320754,7182
p_10803,Road trip,1,109,56,76,False,24759504,227151.4128440367,56,465.75,385.5,437.8258072567217,2003,2,2001,0.03363721411594952,5426,0.048577170830916415,0.23376623376623376,26026
p_103338,trap,1,141,56,89,False,29314838,207906.6524822695,56,414.98214285714283,296.0,411.3577471127703,2003,2,2001,0.03540372430779567,3944,0.06338838228487471,0.34444444444444444,23183
p_101630,Good Morning,1,8,8,8,False,1687257,210907.125,8,206.5,214.5,141.57241963037856,406,1,405,0.18375261624327985,1352,0.024984211279990075,0.16,1644
p_105565,Random Crap,2,189,81,120,False,42300518,223812.26455026455,81,365.81481481481484,299.0,371.2091391193197,2003,1,2002,0.02505814259477155,6363,0.03730577485292741,0.17105263157894737,29550
p_101554,walking,1,6,6,6,False,1267802,211300.33333333334,6,149.5,126.0,130.18288417965448,392,11,381,0.29304544194757953,768,0.02172833374163415,0.11764705882352941,891
p_1695,essentials,1,43,38,42,False,10549563,245338.67441860464,38,199.6578947368421,149.0,153.26898891814,506,2,504,0.04182365453494614,3091,0.02917128909145925,0.4146341463414634,7549
p_100194,Slow Jamz,4,213,127,192,False,59208885,277975.9859154929,127,132.61417322834646,27.0,261.9394666875696,1510,1,1509,0.03859380788984105,5343,0.01785599014597207,0.19170984455958548,16715
p_104347,gaming,3,65,32,50,False,13523375,208051.92307692306,32,21.09375,2.0,54.06093747741987,259,1,258,0.2365124828532236,552,0.014915862881394966,0.08108108108108109,643
p_106460,Jams ,1,214,153,175,False,48330711,225844.44392523365,153,406.8235294117647,333.0,352.5739549296471,2003,1,2002,0.011444991402476207,7125,0.04557161292267782,0.2571428571428571,62091
p_10377,42,1,21,14,17,False,4524017,215429.38095238095,14,176.42857142857142,128.0,178.17155227705777,506,1,505,0.1442754347719189,1798,0.024601629627450935,0.12903225806451613,2456
p_103304,Vibes,8,79,46,60,False,19354052,244988.0,46,450.2173913043478,329.0,441.2113716577931,2003,8,1995,0.04261723308310646,4581,0.052352528186443904,0.3625,20664
p_104826,Dope,1,177,106,145,False,40312448,227753.94350282487,106,371.6792452830189,302.0,337.57770725740505,2003,3,2000,0.01721620964581369,5408,0.050746089172308904,0.32061068702290074,39292
p_104754,New Likes,4,68,55,57,False,14217287,209077.75,55,152.3272727272727,26.0,278.8638021782125,1275,1,1274,0.07911674114262474,3767,0.021315659323306993,0.11267605633802817,8323
p_126,XXXMas,1,50,48,47,False,9768248,195364.96,48,107.83333333333333,83.5,99.9304619333976,365,2,363,0.03872490498293157,2508,0.02185784034160002,0.16,5128
p_100877,September '15,1,36,17,27,False,8984518,249569.94444444444,17,274.0,88.0,474.33978885828,2003,11,1992,0.23511409246012485,3264,0.02474352666727919,0.15789473684210525,4641
p_105547,POP,1,108,35,61,False,24200571,224079.36111111112,35,319.14285714285717,224.0,330.03291116035626,1510,11,1499,0.05912600014907561,3753,0.03732430324002753,0.24444444444444444,11135
p_10189,moving on,1,59,40,48,False,13868039,235051.50847457626,40,52.05,5.5,123.22863912256763,622,1,621,0.16512700693285198,1564,0.015094377341167036,0.078125,2042
p_104408,Love,1,25,18,21,False,5371436,214857.44,18,279.8333333333333,107.0,367.00715251885765,1110,3,1107,0.15111588972593476,2952,0.02872550728701492,0.15,5019
p_10957,Classics,5,74,59,74,False,18309349,247423.63513513515,59,133.79661016949152,87.0,128.8538496312013,496,3,493,0.03266915333514905,2426,0.03091077213561466,0.224,7835
p_914,dance,1,71,60,70,False,16432020,231436.9014084507,60,235.96666666666667,100.5,328.98839729625047,1510,1,1509,0.04906395026317023,5127,0.025908489764553497,0.13095238095238096,14098
p_102655,R&B,1,38,35,35,False,9622790,253231.31578947368,35,46.02857142857143,6.0,118.25891345790768,570,1,569,0.2171727504998418,1376,0.014182123696069061,0.08695652173913043,1576
p_104922,2017 summer,1,25,21,23,False,5565258,222610.32,21,210.47619047619048,59.0,297.80540451260464,1072,4,1068,0.14295131139821052,3336,0.02004901619968185,0.08333333333333333,4399
p_106759,workout ,1,72,50,63,False,16464261,228670.29166666666,50,370.26,183.0,426.05421298233864,2003,1,2002,0.04648171640321397,4641,0.043049691627334685,0.20270270270270271,18463
p_1316,Hotel California,1,54,35,50,False,15002275,277819.9074074074,35,181.11428571428573,178.0,116.59055865440793,496,1,495,0.040411472326762905,1792,0.04562317280460826,0.3584905660377358,6304
p_100213,everything,1,33,20,28,False,7159651,216959.12121212122,20,154.0,92.5,147.89320471204888,533,1,532,0.09611317254174397,1931,0.024132687576979797,0.13953488372093023,3060
p_100350,happy,1,27,13,20,False,6167634,228430.88888888888,13,291.61538461538464,239.0,273.4738177487615,1110,15,1095,0.14457299741067173,2673,0.026505334432089037,0.14285714285714285,3778
p_839,Camp,1,69,53,61,False,14518491,210412.91304347827,53,448.7169811320755,386.0,409.939773641846,2003,2,2001,0.0346157007218619,6026,0.04066383443250505,0.2361111111111111,23729
p_105052,Jams,1,57,42,53,False,14475924,253963.57894736843,42,296.7142857142857,241.0,245.6955419207436,1110,5,1105,0.04013509365695273,4617,0.03109437082352353,0.18571428571428572,12420
p_104654,Vivir Mi Vida,1,20,14,19,False,4166250,208312.5,14,119.5,100.5,84.88626845037172,309,7,302,0.10747075041917818,721,0.04659840966793397,0.3333333333333333,1659
p_103213,Chill��,1,157,108,122,False,37513080,238936.81528662422,108,119.17592592592592,66.0,154.144522656121,836,1,835,0.024749400198201595,4340,0.018537536031231577,0.11258278145695365,12763
p_101437,10.16,1,61,41,46,False,13194557,216304.2131147541,41,24.853658536585368,9.0,44.452529339328834,232,1,231,0.1024142855904642,825,0.012797106516567638,0.0425531914893617,978
p_105739,SUMMER17,1,78,59,68,False,16701379,214120.2435897436,59,390.1525423728813,338.0,311.49278706230325,1435,4,1431,0.027752916695661746,5669,0.039950585621095616,0.21794871794871795,22960
p_1879,Zzzzzzzz......,4,33,28,31,False,7554888,228936.0,28,177.03571428571428,39.5,260.845668950443,1110,1,1109,0.11324744019060186,2822,0.024539629606079427,0.14814814814814814,4929
p_101310,👌🏼👌🏼,1,22,15,18,False,5132329,233287.68181818182,15,761.4666666666667,544.0,551.2947023950883,2003,178,1825,0.10161082510379031,4365,0.04865512796016134,0.2702702702702703,11407
p_104061,Country ,1,177,80,127,False,40175232,226978.71186440677,80,64.5375,30.0,80.61528139099931,435,1,434,0.03200385616018326,1331,0.03182822082861842,0.22,5083
p_100452,Clean music,1,57,6,8,False,13568663,238046.71929824562,6,742.0,879.5,484.147360487142,1275,68,1207,0.23762380233925778,2607,0.040318085350807546,0.25,4446
p_101116,Do it,1,16,16,16,False,4102949,256434.3125,16,216.0,107.5,265.97274296438724,1110,1,1109,0.15726474086934158,2112,0.029293316308137977,0.18181818181818182,3440
p_1382,winter 2015,1,13,13,13,True,2813835,216448.84615384616,13,251.30769230769232,176.0,273.5269314866832,879,4,875,0.16804969864490693,2423,0.025837971806444506,0.15,3254
p_101564,UBER,1,12,11,11,True,2588331,215694.25,11,310.72727272727275,214.0,315.88176467817567,957,1,956,0.18485928452987505,1804,0.03701631708486719,0.16666666666666666,3407
p_103107,Mellow Mix,2,230,135,159,False,55817467,242684.63913043478,135,121.7925925925926,34.0,220.93451673713423,1435,1,1434,0.03178280022882646,5973,0.014751932291859218,0.07407407407407407,16307
p_102111,I See Stars ,1,65,27,35,False,15728440,241976.0,27,86.77777777777777,58.0,93.55779886463266,384,1,383,0.08008763401813121,1625,0.019627683674062184,0.12195121951219512,2316
p_106803,Country ,1,69,38,55,False,14262955,206709.4927536232,38,82.89473684210526,49.5,98.21721080653307,435,6,429,0.06325925925925927,867,0.04679809684123908,0.391304347826087,3112
p_101457,2015 ,1,61,30,44,False,14221681,233142.31147540984,30,339.6666666666667,212.5,381.4112682598084,1510,1,1509,0.07536338518106901,4641,0.02907477760984001,0.1702127659574468,10160
p_693,chill time,2,74,51,64,False,15706786,212253.86486486485,51,411.29411764705884,333.0,365.4051361089629,1435,1,1434,0.03508439196937723,4781,0.047218523239048696,0.23214285714285715,20925
p_1482,jamzzz,2,246,97,162,False,56278678,228775.11382113822,97,397.2783505154639,329.0,370.8170622490437,2003,3,2000,0.01929096471224651,7086,0.03873837443372261,0.18125,38439
p_102545,edit ,4,139,97,131,False,29279874,210646.57553956835,97,174.31958762886597,92.0,238.65104345918928,1101,1,1100,0.02963174476758648,4695,0.024406253720445182,0.17346938775510204,16812
p_100030,Car Rides,1,81,37,49,False,18599715,229626.11111111112,37,281.13513513513516,171.0,308.1766045246347,1275,2,1273,0.05950338776863234,4586,0.027121970685643603,0.15217391304347827,10365
p_101566,African music ,2,43,32,39,False,9801407,227939.6976744186,32,32.0625,3.0,147.8552792217782,854,1,853,0.695801937158252,899,0.013606345679539564,0.16666666666666666,994
p_103519,Best of 2013,5,56,55,55,False,13647793,243710.5892857143,55,129.16363636363636,43.0,243.24135142142737,1435,1,1434,0.08266279370586803,3862,0.01747499161314301,0.096,7049
p_122,HALLOWEEN,1,20,20,18,False,4496055,224802.75,20,104.15,18.5,137.42462479483072,456,1,455,0.13705236524833891,1247,0.025044417158947157,0.15384615384615385,2063
p_102295,80's,1,24,21,24,False,6050269,252094.54166666666,21,103.04761904761905,69.0,92.61002526749117,372,10,362,0.08608006669377241,1030,0.0307772814166099,0.1702127659574468,2143
p_102629,Worship,1,38,14,32,False,12248558,322330.4736842105,14,64.64285714285714,52.0,47.805569225557726,176,9,167,0.11049357467720766,290,0.07891519974913436,0.2692307692307692,891
p_351,Cali,1,59,49,54,False,13840477,234584.35593220338,49,229.83673469387756,124.0,245.8787943432803,1101,5,1096,0.04376463207689654,3900,0.02924290533413785,0.15789473684210525,11213
p_103393,Be Happy,1,21,19,19,False,4498789,214228.04761904763,19,264.7368421052632,161.0,263.93237612876345,1072,16,1056,0.10494377670359552,3016,0.026298141708551253,0.15384615384615385,5011
p_106165,drake,1,98,42,63,False,23980078,244694.67346938775,42,606.2857142857143,595.0,447.9815199055322,2003,5,1998,0.03680871217448886,5308,0.05782129415732346,0.30357142857142855,25422
p_100031,Boy Band,1,64,34,51,False,13438271,209972.984375,34,190.94117647058823,132.0,207.73667454630416,1021,12,1009,0.06422530939069424,2993,0.026921874673728096,0.23404255319148937,6458
p_105384,summer 17,1,25,24,25,False,5921160,236846.4,24,82.20833333333333,25.0,161.25160959575632,783,1,782,0.20197835503062248,1611,0.017146689656183354,0.075,1949
p_101759,Reggae,2,19,7,14,False,4525663,238192.7894736842,7,97.42857142857143,16.0,133.7191696299772,337,1,336,0.4119589614812394,589,0.02478328877422122,0.25,675
p_101385,oldies ,6,97,82,92,False,22303281,229930.7319587629,82,217.3170731707317,186.0,146.71615852359778,836,2,834,0.017753580196528194,4809,0.028872223367759287,0.41,17738
p_101895,writing,2,152,41,74,False,32817959,215907.625,41,275.9512195121951,92.0,415.09234654116347,2003,2,2001,0.07957777425782027,4604,0.028401261176405495,0.11666666666666667,11273
p_103073,Ellie Goulding,1,37,3,10,False,8832889,238726.72972972973,3,172.33333333333334,3.0,240.88909389085168,513,1,512,0.9846233851748483,514,0.023228152586809315,0.2,514
p_100502,JEWEL,1,26,17,23,False,6087248,234124.92307692306,17,51.529411764705884,39.0,34.75987823551885,114,11,103,0.085590375513438,601,0.022581773219847417,0.15625,859
p_10961,#boostyourrun,1,22,19,20,False,4733942,215179.18181818182,19,249.26315789473685,227.0,247.04417719259146,783,2,781,0.10433025931336741,2887,0.026362656706266897,0.13953488372093023,4717
p_104093,driving 2,1,19,14,17,False,4433430,233338.42105263157,14,133.42857142857142,152.5,65.09412337499587,231,22,209,0.08842892122023578,1022,0.03027137495511456,0.1956521739130435,1854
p_1619,Party Country,1,19,11,16,False,4160592,218978.52631578947,11,197.1818181818182,184.0,126.15705808945104,435,19,416,0.12812226262981818,769,0.05908439769859688,0.22727272727272727,2158
p_100296,sat,2,28,27,28,False,6093191,217613.9642857143,27,350.4074074074074,345.0,264.3254530504308,841,13,828,0.058112040259490835,3905,0.033309637191034185,0.14285714285714285,9434
p_101248,Christmas,2,53,22,24,True,9382809,177034.1320754717,22,176.6818181818182,109.5,194.34350712161847,930,4,926,0.10045087061692451,2378,0.02654048026325605,0.22448979591836735,3865
p_101737,Chunes,2,109,76,97,False,28249559,259170.26605504588,76,162.05263157894737,20.0,327.0646119466483,2003,1,2002,0.06675500127053732,4336,0.022739123606545283,0.15384615384615385,12240
p_103719,Tokyo,1,200,73,106,False,44795063,223975.315,73,288.1095890410959,109.0,350.45456046275984,1510,1,1509,0.03396729517635537,6203,0.028367069175669817,0.13114754098360656,20959
p_104203,OldSchool Rap,8,140,27,86,False,37941954,271013.95714285714,27,152.0,65.0,208.9958355069767,806,1,805,0.10705739467794459,2070,0.028655636829033035,0.275,4077
p_142,Get It!,1,109,47,63,False,26629274,244305.26605504588,47,123.59574468085107,21.0,253.29208264536894,1275,1,1274,0.11063560290051579,3437,0.017617882406744105,0.08139534883720931,5762
p_102854,Rancheras,1,46,15,30,False,9823932,213563.73913043478,15,6.8,5.0,7.511768544535078,24,1,23,0.14801999231064977,57,0.03233592067832349,0.2222222222222222,87
p_101442,retreat,1,33,28,29,False,7442802,225539.45454545456,28,458.2142857142857,392.0,408.1131983323515,1510,6,1504,0.06404555282247801,4891,0.036441406594964657,0.1951219512195122,12802
p_104136,Rock,1,50,23,35,False,11900672,238013.44,23,66.43478260869566,56.0,49.233097816457935,161,1,160,0.0673561237356432,656,0.037191370255752816,0.26666666666666666,1505
p_103654,Chill,1,15,14,14,False,3267346,217823.06666666668,14,366.14285714285717,207.5,331.81575290746974,1110,54,1056,0.13009164756295852,3260,0.028555488182195533,0.17647058823529413,5112
p_104125,turn up,1,80,64,74,False,17193910,214923.875,64,425.625,345.0,389.467525122442,2003,1,2002,0.028708027949741356,5326,0.047523947365306005,0.25688073394495414,27176
p_973,flow,1,17,14,14,False,4045052,237944.23529411765,14,380.0,181.5,459.610238602853,1510,34,1476,0.17592084063542315,3171,0.0318076736744934,0.22727272727272727,5306
p_106860,hhhhh,1,6,6,6,False,1477317,246219.5,6,133.33333333333334,103.0,124.1231467356333,372,2,370,0.31110312500000004,630,0.0252309908851632,0.14285714285714285,794
p_102982,sola,1,126,68,99,False,31090580,246750.6349206349,68,129.7058823529412,89.5,135.13610337724765,854,10,844,0.03066888282145814,3520,0.021142517811776236,0.17218543046357615,8752
p_104516,new,1,17,14,16,False,4084525,240266.17647058822,14,143.64285714285714,102.0,129.38735152515443,355,7,348,0.12938312182053902,1343,0.02659352033232803,0.13333333333333333,1997
p_629,80s,1,20,16,18,False,4904070,245203.5,16,156.0,129.0,120.72800006626466,496,1,495,0.0999323276216305,1198,0.03403984289779948,0.21052631578947367,2480
p_103205,The Hits,1,32,28,30,False,7641488,238796.5,28,361.67857142857144,246.5,371.7412746186547,1510,7,1503,0.07344351891440833,4668,0.029598246714695294,0.1388888888888889,10099
p_1570,study!,2,230,108,149,False,50997790,221729.52173913043,108,232.4537037037037,153.5,247.71071779094422,1510,1,1509,0.019773862742028196,6175,0.02610202061428407,0.15753424657534246,24997
p_105359,Easy Listening,1,55,39,46,False,12642025,229855.0,39,311.7435897435897,224.0,290.5099599288861,1110,5,1105,0.047908060133071056,4918,0.02976818319884762,0.19402985074626866,12119
p_101025,Alt/Indie,1,247,132,164,False,55084328,223013.47368421053,132,131.96212121212122,59.5,178.80031206768197,1110,1,1109,0.02148373694511446,4961,0.019228763186498476,0.15675675675675677,17287
p_1860,100,1,54,46,50,False,12731034,235759.88888888888,46,93.69565217391305,19.0,212.59308647244154,1275,1,1274,0.13365754921646633,2946,0.015311401181704584,0.08108108108108109,4264
p_106578,Classic,1,43,24,39,False,12199960,283720.0,24,200.54166666666666,167.5,126.25997622850332,496,30,466,0.05818289676968702,1683,0.04352390852262097,0.30612244897959184,4789
p_100111,Reggae,1,14,8,9,False,3459393,247099.5,8,50.0,15.0,86.51444966015792,276,5,271,0.4992374999999999,327,0.027289692902224515,0.2222222222222222,392
p_101427,hoe anthems,2,39,31,37,False,8692757,222891.20512820513,31,431.06451612903226,382.0,366.7507666930325,1510,8,1502,0.05560854480357199,4179,0.04293350303831611,0.1951219512195122,13332
p_1855,Music,1,81,46,63,False,18873971,233011.98765432098,46,130.84782608695653,70.0,193.54731669445053,1110,2,1108,0.06930368724105405,2776,0.02388513213517646,0.1643835616438356,5973
