,nodes,buckets
185,pl_989210,0
186,pl_675967,0
187,pl_570902,0
188,pl_654024,0
189,pl_96959,0
190,pl_145727,0
191,pl_17046,0
192,pl_734073,0
193,pl_686483,0
194,pl_414470,0
195,pl_552740,0
196,pl_742198,0
197,pl_355577,0
198,pl_590622,0
199,pl_654889,0
200,pl_910931,0
201,pl_860721,0
202,pl_476093,0
203,pl_859962,0
204,pl_794343,0
205,pl_127938,0
206,pl_226291,0
207,pl_437417,0
208,pl_229095,0
209,pl_318098,0
210,pl_819581,0
211,pl_673551,0
212,pl_73364,0
213,pl_516071,0
214,pl_951837,0
215,pl_682564,0
216,pl_238287,0
217,pl_456562,0
218,pl_848291,0
219,pl_729305,0
220,pl_9921,0
221,pl_531141,0
222,pl_30082,0
223,pl_671059,0
224,pl_173667,0
225,pl_807625,0
226,pl_174002,0
227,pl_49572,0
228,pl_930231,0
229,pl_325572,0
230,pl_35946,0
231,pl_3508,0
232,pl_724205,0
233,pl_565392,0
234,pl_32629,0
235,pl_737570,0
236,pl_329787,0
237,pl_461457,0
238,pl_903905,0
239,pl_53434,0
240,pl_344432,0
241,pl_70061,0
242,pl_232811,0
243,pl_312651,0
244,pl_9545,0
245,pl_97242,0
246,pl_286573,0
247,pl_244060,0
248,pl_985539,0
249,pl_948199,0
250,pl_273851,0
251,pl_823934,0
252,pl_329702,0
253,pl_135672,0
254,pl_487071,0
255,pl_519574,0
256,pl_642201,0
257,pl_193907,0
258,pl_998160,0
259,pl_575959,0
260,pl_972733,0
261,pl_207035,0
262,pl_419778,0
263,pl_218827,0
264,pl_324083,0
265,pl_604275,0
266,pl_692176,0
267,pl_700987,0
268,pl_237739,0
269,pl_757076,0
270,pl_455922,0
271,pl_811495,0
272,pl_366571,0
273,pl_448162,0
274,pl_826577,0
275,pl_977050,0
276,pl_264430,0
277,pl_598634,0
278,pl_381910,0
279,pl_646158,0
280,pl_349361,0
281,pl_584131,0
282,pl_58150,0
283,pl_368607,0
284,pl_56262,0
285,pl_578323,0
286,pl_817207,0
287,pl_487712,0
288,pl_345680,0
289,pl_887467,0
290,pl_693356,0
291,pl_299086,0
292,pl_597306,0
293,pl_701487,0
294,pl_633916,0
295,pl_664038,0
296,pl_356193,0
297,pl_600582,0
298,pl_839157,0
299,pl_397737,0
300,pl_911682,0
301,pl_66939,0
302,pl_899662,0
303,pl_314174,0
304,pl_530547,0
305,pl_51592,0
306,pl_524417,0
307,pl_417508,0
308,pl_167365,0
309,pl_160403,0
310,pl_628508,0
311,pl_948767,0
312,pl_333941,0
313,pl_86687,0
314,pl_159348,0
315,pl_120611,0
316,pl_645040,0
317,pl_87253,0
318,pl_633731,0
319,pl_349082,0
320,pl_411321,0
321,pl_41954,0
322,pl_973524,0
323,pl_418784,0
324,pl_254148,0
325,pl_860305,0
326,pl_621542,0
327,pl_304974,0
328,pl_599,0
329,pl_685332,0
330,pl_102814,0
331,pl_74131,0
332,pl_433528,0
333,pl_888325,0
334,pl_717926,0
335,pl_820784,0
336,pl_428643,0
337,pl_544631,0
338,pl_978031,0
339,pl_548948,0
340,pl_892334,0
341,pl_247080,0
342,pl_111474,0
343,pl_46124,0
344,pl_807352,0
345,pl_23316,0
346,pl_20346,0
347,pl_368105,1
348,pl_698822,0
349,pl_248889,0
350,pl_535100,0
351,pl_135832,0
352,pl_348370,0
353,pl_421536,0
354,pl_20668,0
355,pl_547369,0
356,pl_65982,0
357,pl_10260,0
358,pl_720798,0
359,pl_804309,0
360,pl_39232,0
361,pl_814667,0
362,pl_322565,0
363,pl_141050,0
364,pl_456542,0
365,pl_151942,0
366,pl_864132,0
367,pl_497417,0
368,pl_608847,0
369,pl_886244,0
370,pl_988335,0
371,pl_203301,0
372,pl_284606,0
373,pl_174491,0
374,pl_916959,1
375,pl_360476,0
376,pl_585490,0
377,pl_58277,0
378,pl_157290,0
379,pl_987042,0
380,pl_103814,0
381,pl_131778,0
382,pl_240157,0
383,pl_390308,0
384,pl_873394,0
385,pl_457591,0
386,pl_521405,0
387,pl_526435,0
388,pl_854482,0
389,pl_6116,0
390,pl_846555,0
391,pl_779731,0
392,pl_91393,0
393,pl_447151,0
394,pl_981957,0
395,pl_30345,0
396,pl_191198,0
397,pl_484231,0
398,pl_475373,0
399,pl_972535,1
400,pl_200975,0
401,pl_116422,0
402,pl_715197,0
403,pl_624482,0
404,pl_497374,0
405,pl_575903,0
406,pl_271401,0
407,pl_627080,0
408,pl_621343,0
409,pl_968498,0
410,pl_703097,0
411,pl_280511,0
412,pl_948313,0
413,pl_141458,0
414,pl_68414,0
415,pl_339095,0
416,pl_199764,0
417,pl_786934,0
418,pl_348746,0
419,pl_237511,0
420,pl_575298,0
421,pl_914604,0
422,pl_75378,0
423,pl_648805,0
424,pl_557231,0
425,pl_581004,0
426,pl_223816,0
427,pl_642596,0
428,pl_729005,0
429,pl_348312,0
430,pl_816549,0
431,pl_165299,0
432,pl_801177,0
433,pl_573276,0
434,pl_725503,0
435,pl_41239,0
436,pl_221174,0
437,pl_361004,0
438,pl_696686,0
439,pl_934463,0
440,pl_123276,0
441,pl_319884,0
442,pl_397535,0
443,pl_941021,0
444,pl_853742,0
445,pl_884064,0
446,pl_65451,0
447,pl_286802,0
448,pl_546732,0
449,pl_85794,0
450,pl_245032,0
451,pl_911342,0
452,pl_703642,0
453,pl_482156,0
454,pl_123941,0
455,pl_793476,0
456,pl_304471,0
457,pl_760392,0
458,pl_66398,0
459,pl_396776,0
460,pl_278659,0
461,pl_457382,0
462,pl_28158,0
463,pl_185781,0
464,pl_249753,0
465,pl_821013,1
466,pl_849980,0
467,pl_808295,0
468,pl_158613,0
469,pl_516656,0
470,pl_607427,0
471,pl_624004,0
472,pl_151642,0
473,pl_97096,0
474,pl_290487,0
475,pl_604262,0
476,pl_495552,0
477,pl_425,0
478,pl_19414,0
479,pl_84927,0
480,pl_760343,0
481,pl_54785,0
482,pl_456519,0
483,pl_291181,0
484,pl_178025,0
485,pl_825189,0
486,pl_94727,0
487,pl_914651,0
488,pl_329736,0
489,pl_267330,0
490,pl_671130,0
491,pl_736011,0
492,pl_267241,0
493,pl_332222,0
494,pl_347183,0
495,pl_660834,0
496,pl_862749,0
497,pl_93435,0
498,pl_65024,0
499,pl_84267,0
500,pl_427962,0
501,pl_109038,0
502,pl_928406,0
503,pl_755716,0
504,pl_515246,0
505,pl_395963,0
506,pl_253634,0
507,pl_810937,0
508,pl_976146,0
509,pl_747892,0
510,pl_990957,0
511,pl_828891,0
512,pl_419699,0
513,pl_994967,0
514,pl_750586,0
515,pl_459156,0
516,pl_794246,0
517,pl_442364,0
518,pl_268073,0
519,pl_172627,0
520,pl_199579,0
521,pl_298941,0
522,pl_856204,0
523,pl_200576,0
524,pl_607492,0
525,pl_837391,0
526,pl_646792,0
527,pl_320861,0
528,pl_620097,0
529,pl_821035,0
530,pl_361136,0
531,pl_375419,0
532,pl_424479,0
533,pl_51007,0
534,pl_859151,0
535,pl_207263,0
536,pl_87795,0
537,pl_498555,0
538,pl_395445,0
539,pl_557232,0
540,pl_94953,0
541,pl_576458,0
542,pl_297861,0
543,pl_956273,0
544,pl_992842,0
545,pl_794840,0
546,pl_215889,0
547,pl_841622,0
548,pl_165870,0
549,pl_308238,0
550,pl_949956,0
551,pl_147615,0
552,pl_711446,0
553,pl_946435,0
554,pl_23991,0
555,pl_447477,0
556,pl_347807,0
557,pl_606365,0
558,pl_965037,0
559,pl_1773,0
560,pl_728287,0
561,pl_494589,0
562,pl_116480,0
563,pl_502245,0
564,pl_545171,0
565,pl_952791,0
566,pl_886628,0
567,pl_73474,0
568,pl_328836,0
569,pl_56340,0
570,pl_14228,0
571,pl_279896,0
572,pl_851912,0
573,pl_602086,0
574,pl_881693,0
575,pl_6926,0
576,pl_415457,0
577,pl_805408,0
578,pl_86964,0
579,pl_72993,0
580,pl_738219,0
581,pl_312968,0
582,pl_605750,0
583,pl_335626,0
584,pl_298231,0
585,pl_457858,0
586,pl_19639,0
587,pl_881634,0
588,pl_810952,0
589,pl_212253,0
590,pl_617510,0
591,pl_874722,0
592,pl_515298,0
593,pl_508884,0
594,pl_660377,0
595,pl_578342,0
596,pl_350746,0
597,pl_482833,0
598,pl_724612,0
599,pl_909300,0
600,pl_248931,0
601,pl_125434,0
602,pl_910592,0
603,pl_788990,0
604,pl_999744,0
605,pl_48389,0
606,pl_832451,0
607,pl_941406,0
608,pl_81170,0
609,pl_698095,0
610,pl_146045,0
611,pl_833449,0
612,pl_907348,0
613,pl_202739,0
614,pl_477521,0
615,pl_432507,0
616,pl_81075,0
617,pl_767225,0
618,pl_128326,0
619,pl_43845,0
620,pl_478947,0
621,pl_858170,0
622,pl_187907,0
623,pl_333650,0
624,pl_605054,0
625,pl_972342,0
626,pl_676390,0
627,pl_477651,0
628,pl_503664,0
629,pl_494898,0
630,pl_186251,0
631,pl_961972,0
632,pl_522932,0
633,pl_28629,0
634,pl_163933,0
635,pl_612858,0
636,pl_250430,0
637,pl_861272,0
638,pl_970114,0
639,pl_364442,0
640,pl_186793,0
641,pl_8480,0
642,pl_412759,0
643,pl_14542,0
644,pl_528110,0
645,pl_557597,0
646,pl_134115,0
647,pl_776470,0
648,pl_920648,0
649,pl_578496,0
650,pl_336525,0
651,pl_105203,0
652,pl_360704,0
653,pl_982188,0
654,pl_247840,0
655,pl_460630,0
656,pl_537213,0
657,pl_367830,0
658,pl_689674,0
659,pl_947590,0
660,pl_479179,0
661,pl_178914,0
662,pl_206944,0
663,pl_581265,0
664,pl_221235,0
665,pl_976230,0
666,pl_281880,0
667,pl_456382,0
668,pl_410235,0
669,pl_98413,0
670,pl_499151,0
671,pl_287267,0
672,pl_649878,0
673,pl_122824,0
674,pl_488322,0
675,pl_242263,0
676,pl_981110,0
677,pl_12813,0
678,pl_538557,0
679,pl_103182,0
680,pl_860335,0
681,pl_803300,0
682,pl_607158,0
683,pl_910237,0
684,pl_116324,0
685,pl_23413,0
686,pl_153324,0
687,pl_549149,0
688,pl_740328,0
689,pl_613661,0
690,pl_894794,0
691,pl_731204,0
692,pl_933082,0
693,pl_661380,0
694,pl_938931,0
695,pl_807443,0
696,pl_286496,0
697,pl_71514,0
698,pl_805884,0
699,pl_378016,0
