,nodes,buckets
164,pl_627573,0
165,pl_85445,1
166,pl_679510,0
167,pl_391548,0
168,pl_824210,1
169,pl_664766,0
170,pl_29433,1
171,pl_158188,1
172,pl_720692,0
173,pl_83771,0
174,pl_870749,1
175,pl_445763,1
176,pl_274669,0
177,pl_288058,1
178,pl_747642,1
179,pl_808745,0
180,pl_142047,0
181,pl_400649,0
182,pl_330151,1
183,pl_467167,0
184,pl_367088,0
185,pl_678113,0
186,pl_191353,0
187,pl_311936,1
188,pl_355186,1
189,pl_707224,0
190,pl_750407,0
191,pl_421270,0
192,pl_482876,1
193,pl_976381,1
194,pl_867144,1
195,pl_17115,0
196,pl_786676,1
197,pl_390435,0
198,pl_11001,0
199,pl_457162,0
200,pl_854686,1
201,pl_933872,1
202,pl_708226,1
203,pl_286049,1
204,pl_387412,1
205,pl_367807,1
206,pl_26132,0
207,pl_32747,0
208,pl_779163,0
209,pl_829527,0
210,pl_172182,1
211,pl_767786,1
212,pl_325119,1
213,pl_305604,1
214,pl_168477,1
215,pl_946355,1
216,pl_307657,0
217,pl_355245,1
218,pl_837776,1
219,pl_203839,1
220,pl_315515,0
221,pl_589600,1
222,pl_355631,0
223,pl_628720,0
224,pl_93854,0
225,pl_693202,0
226,pl_522649,1
227,pl_37828,0
228,pl_648470,1
229,pl_439507,1
230,pl_640743,1
231,pl_808589,0
232,pl_60645,0
233,pl_253791,0
234,pl_169821,1
235,pl_2349,1
236,pl_951510,0
237,pl_741801,0
238,pl_444936,1
239,pl_3876,0
240,pl_582574,1
241,pl_956038,1
242,pl_151676,0
243,pl_316796,0
244,pl_756570,1
245,pl_279229,0
246,pl_339852,0
247,pl_701196,0
248,pl_603496,0
249,pl_946637,0
250,pl_288269,0
251,pl_949600,0
252,pl_357017,1
253,pl_951302,0
254,pl_312443,0
255,pl_42442,0
256,pl_937086,0
257,pl_539234,0
258,pl_196630,0
259,pl_63798,0
260,pl_237674,0
261,pl_301400,0
262,pl_699253,0
263,pl_509262,0
264,pl_516930,0
265,pl_15415,0
266,pl_150265,1
267,pl_160101,1
268,pl_694121,0
269,pl_406939,0
270,pl_694755,0
271,pl_592290,1
272,pl_642618,1
273,pl_632908,1
274,pl_708342,0
275,pl_722746,0
276,pl_640191,0
277,pl_123274,1
278,pl_961477,1
279,pl_33757,1
280,pl_142747,1
281,pl_665525,1
282,pl_49736,0
283,pl_295735,0
284,pl_127539,0
285,pl_916263,1
286,pl_671371,1
287,pl_646453,0
288,pl_819368,0
289,pl_35052,1
290,pl_945551,1
291,pl_761762,1
292,pl_576495,1
293,pl_759561,0
294,pl_401236,1
295,pl_668519,1
296,pl_976229,1
297,pl_935821,1
298,pl_451919,0
299,pl_974186,1
300,pl_423683,0
301,pl_204905,0
302,pl_619071,1
303,pl_652061,0
304,pl_622477,0
305,pl_169429,0
306,pl_203241,1
307,pl_754468,1
308,pl_467854,1
309,pl_543332,0
310,pl_374228,1
311,pl_191477,1
312,pl_440136,1
313,pl_158181,1
314,pl_918536,0
315,pl_874023,1
316,pl_399987,1
317,pl_174389,1
318,pl_98749,1
319,pl_484828,0
320,pl_817955,1
321,pl_409676,1
322,pl_64599,1
323,pl_81173,1
324,pl_436185,1
325,pl_331056,0
326,pl_161686,1
327,pl_255916,1
328,pl_699098,0
329,pl_451716,1
330,pl_866107,1
331,pl_893015,1
332,pl_400630,1
333,pl_515646,1
334,pl_982618,0
335,pl_3304,0
336,pl_436968,1
337,pl_105485,0
338,pl_746390,1
339,pl_39323,1
340,pl_389429,0
341,pl_671498,0
342,pl_663981,0
343,pl_517081,0
344,pl_153737,1
345,pl_457405,1
346,pl_630220,1
347,pl_597525,0
348,pl_577997,1
349,pl_667312,0
350,pl_381373,1
351,pl_807319,0
352,pl_729272,1
353,pl_92546,1
354,pl_805718,0
355,pl_297962,1
356,pl_751381,1
357,pl_535337,1
358,pl_305177,1
359,pl_156499,0
360,pl_680427,0
361,pl_354891,1
362,pl_633378,0
363,pl_918000,0
364,pl_860624,1
365,pl_51759,1
366,pl_322211,0
367,pl_18222,0
368,pl_51563,1
369,pl_842243,0
370,pl_650071,0
371,pl_270436,0
372,pl_311567,0
373,pl_696173,1
374,pl_840066,0
375,pl_395023,0
376,pl_653126,1
377,pl_545227,0
378,pl_310577,0
379,pl_878999,1
380,pl_807503,0
381,pl_903625,0
382,pl_962157,1
383,pl_310921,1
384,pl_199134,1
385,pl_19967,1
386,pl_747404,1
387,pl_449627,0
388,pl_308074,0
389,pl_810735,0
390,pl_778725,1
391,pl_424660,0
392,pl_251319,1
393,pl_606018,1
394,pl_727349,0
395,pl_599417,1
396,pl_515463,0
397,pl_928800,1
398,pl_107851,1
399,pl_790114,0
400,pl_99010,0
401,pl_783615,1
402,pl_2619,1
403,pl_690499,0
404,pl_988376,1
405,pl_574098,0
406,pl_970432,0
407,pl_336559,1
408,pl_917289,1
409,pl_304651,0
410,pl_749179,1
411,pl_897795,0
412,pl_740214,1
413,pl_294248,1
414,pl_402529,1
415,pl_621143,0
416,pl_890384,1
417,pl_889566,1
418,pl_807065,0
419,pl_403350,1
420,pl_705442,0
421,pl_340453,0
422,pl_350394,0
423,pl_968330,1
424,pl_389257,1
425,pl_743702,0
426,pl_962074,0
427,pl_259238,1
428,pl_516,1
429,pl_857455,0
430,pl_245148,0
431,pl_46744,0
432,pl_210686,1
433,pl_170840,1
434,pl_332715,0
435,pl_440736,0
436,pl_434769,0
437,pl_807489,1
438,pl_534846,0
439,pl_229153,0
440,pl_274703,0
441,pl_418569,0
442,pl_981776,0
443,pl_859130,0
444,pl_496994,1
445,pl_835027,1
446,pl_356881,1
447,pl_128852,1
448,pl_492530,1
449,pl_565883,0
450,pl_839583,1
451,pl_223854,0
452,pl_664381,1
453,pl_917998,0
454,pl_914066,0
455,pl_249928,0
456,pl_713508,0
457,pl_597050,0
458,pl_222847,0
459,pl_870349,1
460,pl_273403,0
461,pl_522302,1
462,pl_564339,0
463,pl_963712,1
464,pl_485630,1
465,pl_915150,1
466,pl_327046,1
467,pl_852064,1
468,pl_886808,0
469,pl_727992,1
470,pl_771206,0
471,pl_973653,0
472,pl_260996,0
473,pl_10241,0
474,pl_562810,1
475,pl_657543,1
476,pl_705301,1
477,pl_449205,0
478,pl_381965,1
479,pl_562619,0
480,pl_583784,1
481,pl_988382,0
482,pl_763828,0
483,pl_769893,1
484,pl_212280,0
485,pl_754646,1
486,pl_629270,1
487,pl_717905,1
488,pl_34380,0
489,pl_570633,1
490,pl_837032,0
491,pl_563982,0
492,pl_526582,0
493,pl_627449,1
494,pl_315365,1
495,pl_320997,1
496,pl_311869,0
497,pl_26519,0
498,pl_428211,0
499,pl_874631,1
500,pl_932142,1
501,pl_476835,0
502,pl_372894,0
503,pl_641613,1
504,pl_367381,1
505,pl_637614,0
506,pl_774802,0
507,pl_289374,1
508,pl_752193,0
509,pl_945904,0
510,pl_263946,0
511,pl_518595,0
512,pl_491481,0
513,pl_969708,1
514,pl_872639,0
515,pl_946646,0
516,pl_835564,0
517,pl_627280,0
518,pl_195133,0
519,pl_330417,1
520,pl_272367,1
521,pl_181049,0
522,pl_156067,1
523,pl_594413,1
524,pl_508425,0
525,pl_892274,0
526,pl_699960,0
527,pl_205144,0
528,pl_655046,1
529,pl_457945,1
530,pl_218852,1
531,pl_488341,0
532,pl_206583,0
533,pl_88793,1
534,pl_414181,1
535,pl_100860,0
536,pl_256686,1
537,pl_986908,0
538,pl_671977,0
539,pl_95594,1
540,pl_748911,0
541,pl_940660,1
542,pl_891992,1
543,pl_605665,1
544,pl_246463,1
545,pl_311993,1
546,pl_96079,1
547,pl_304057,1
548,pl_248041,1
549,pl_621203,1
550,pl_709793,0
551,pl_599484,1
552,pl_122478,1
553,pl_73939,0
554,pl_766508,0
555,pl_627709,1
556,pl_577791,1
557,pl_134813,1
558,pl_339094,1
559,pl_521261,1
560,pl_982582,0
561,pl_510363,0
562,pl_179519,1
563,pl_425218,1
564,pl_842712,0
565,pl_768319,1
566,pl_634008,1
567,pl_103675,1
568,pl_430022,0
569,pl_561650,0
570,pl_232125,1
571,pl_904249,0
572,pl_335999,0
573,pl_784558,0
574,pl_919589,1
575,pl_871562,0
576,pl_859171,0
577,pl_335754,1
578,pl_117703,1
579,pl_254807,0
580,pl_799010,1
581,pl_347189,1
582,pl_124145,0
583,pl_329598,1
584,pl_757605,0
585,pl_498593,0
586,pl_514839,0
587,pl_721407,0
588,pl_637212,0
589,pl_667090,0
590,pl_607963,0
591,pl_725656,0
592,pl_528645,0
593,pl_178014,0
594,pl_933916,1
595,pl_338205,1
596,pl_451454,1
597,pl_720740,1
598,pl_197140,1
599,pl_524662,0
600,pl_933315,1
601,pl_366617,1
602,pl_117710,1
603,pl_843758,0
604,pl_172068,0
605,pl_361763,1
606,pl_307597,1
607,pl_683541,1
608,pl_86462,0
609,pl_824835,0
610,pl_849583,1
611,pl_894012,1
612,pl_550544,1
613,pl_894388,1
614,pl_734875,0
615,pl_261848,0
616,pl_916456,1
617,pl_388513,1
618,pl_602124,0
619,pl_501138,0
620,pl_829000,1
621,pl_250484,0
622,pl_575217,0
623,pl_802434,1
624,pl_999543,1
625,pl_203022,0
626,pl_244970,1
627,pl_669418,1
628,pl_528664,1
629,pl_945850,1
630,pl_99949,0
631,pl_47970,1
632,pl_312730,0
633,pl_946471,0
634,pl_509582,0
635,pl_626296,1
636,pl_667436,1
637,pl_487567,0
638,pl_139167,1
639,pl_529151,0
640,pl_144684,0
641,pl_251278,0
642,pl_23875,0
643,pl_176770,0
644,pl_119462,0
645,pl_363815,1
646,pl_820216,1
647,pl_543934,0
648,pl_562258,0
649,pl_367640,0
650,pl_104593,0
651,pl_919152,1
652,pl_744850,1
653,pl_236109,0
654,pl_556687,1
655,pl_236229,0
656,pl_345178,0
657,pl_158424,0
658,pl_893411,1
659,pl_981729,0
660,pl_121616,1
661,pl_307087,0
662,pl_360546,0
663,pl_553019,1
664,pl_784856,1
665,pl_125360,0
666,pl_966291,0
667,pl_224147,0
668,pl_683369,1
669,pl_906618,1
670,pl_995173,1
671,pl_549472,1
672,pl_739348,1
673,pl_323031,1
674,pl_924391,0
675,pl_689425,1
676,pl_355553,0
677,pl_327607,0
678,pl_955349,0
679,pl_365891,1
680,pl_336547,0
681,pl_808528,1
682,pl_619872,1
683,pl_295685,1
684,pl_250670,1
685,pl_72106,0
686,pl_888597,0
687,pl_403184,1
688,pl_521119,0
689,pl_755773,1
690,pl_367314,1
691,pl_635405,1
692,pl_164595,0
693,pl_905580,0
694,pl_882438,0
695,pl_985716,1
696,pl_817358,0
697,pl_182899,0
698,pl_510605,0
699,pl_553549,0
