pid,name,followers,num_tracks,num_albums,collaborative
505520,party ,1,159,108,False
664524,HEART,1,44,39,False
525167,Spanish jams,1,18,15,False
437774,bab,1,67,52,True
317824,wedding,1,61,57,False
802418,Cantar,1,90,73,False
516082,SOS,1,14,14,False
457423,Christmas!,1,47,18,False
520681,Dubstep,1,87,82,False
6927,Workout motivation,1,19,18,False
968544,hope.,1,228,26,False
991806,Oldies but goodies,1,144,131,False
844218,Hard Rock,1,13,12,False
618617,Gaming,1,21,20,False
148166,Bumpin,1,117,66,False
930242,November 2013,1,13,12,False
613676,turn up,1,26,25,False
768173,Nicki,1,16,12,False
278349,Mmhmm,1,31,28,False
295331,Christian,1,129,84,False
83971,Various Artists – Across The Universe,1,29,3,False
541404,Personal,1,102,72,False
984933,My Favorites,1,76,75,False
370763,Smooth,1,79,70,False
144587,Jazz,1,49,16,False
38313,Football,1,40,29,False
408705,birthday,1,11,11,False
806437,chill,1,44,42,False
378699,advent,1,17,15,False
611540,~Sad~,1,34,33,False
966364,Stephanie,1,12,12,False
940035,Hits,1,110,36,False
355440,Trova,1,52,45,False
977130,disney,1,195,72,False
405422,party ,1,147,123,False
437164,Raggae,1,16,16,False
200877,R&B,1,22,16,False
526806,Early,1,11,6,False
880260,sunday morning,1,18,12,False
300666,Disney,1,14,12,False
964683,Lift,1,23,19,False
956049,R&B/HipHop,1,84,68,False
448205,Yup ,1,41,35,False
641884,reggae,1,56,34,False
103595,Old Bangers ,1,48,48,False
845467,pop/country,1,63,41,False
418622,80s,1,125,118,False
75644,Dev,1,33,30,False
559652,aug,1,117,29,False
879365,December,1,51,30,False
767438,EDM,1,184,173,False
170964,Great Songs,1,96,84,False
540425,Party,1,26,25,False
948921,Jesus Culture,1,50,40,False
964290,Acoustic Covers,1,39,12,False
988667,Play it forward,1,30,29,False
132587,5FDP,1,31,13,False
643883,early morning ,1,34,23,False
397496,Dr,1,23,20,False
614143,Open House,1,57,43,False
322446,grwm,1,59,54,False
286189,love,1,50,50,False
847799,JAM,1,133,101,False
603653,Boy band,1,17,13,False
284257,hype ,1,22,20,False
371697,Sleepy,1,15,14,False
82671,Music I like,1,247,208,False
953572,Future,1,27,24,False
40251,Pre-wedding,1,28,25,False
423212,Live,1,20,13,False
309071,Sexy,1,27,27,False
923516,Christmas,1,46,16,False
888236,liked,1,20,17,False
939574,rap ,1,17,12,False
899782,Haze,1,38,36,False
391328,March,1,23,20,False
837505,Pregame,1,8,8,False
971782,Post Rock,1,49,19,False
204713,dubstep,1,24,18,False
126325,Lord,1,15,14,False
229898,Epics,1,8,8,False
205820,Side B ,1,132,109,False
884724,bangers,1,57,55,False
686205,lit,1,27,25,False
86241,Indie Electronic,1,8,7,False
531574,Party,1,116,81,False
205908,carride,1,25,23,False
408293,Work,1,9,6,False
743816,Good Country,1,29,25,False
287895,Yasssss,1,100,89,False
137666,my music,1,87,59,False
707436,Cuban,1,9,7,False
825543,Sad..,1,60,11,False
877351,ROCKS,1,50,37,False
319953,lit,1,47,18,False
486265,Covers,1,15,14,False
762154,Yay,1,87,55,False
953332,90s,1,21,21,False
230806,Fall 2016,1,96,62,False
846486,Slow jamz,1,43,37,False
307954,Road Trip,1,31,28,False
406170,healing,1,17,12,False
294960,reggae,1,36,13,False
154441,Country,1,130,82,False
840064,🔥🔥🔥🔥,1,174,133,False
130249,chiller,1,165,140,False
566657,june,1,53,50,False
830358,Grad Party,1,77,68,False
67845,Disney,1,23,11,False
461154,90's Rap,1,69,43,False
329193,Suicide Squad,1,5,4,False
1900,Chill,1,67,61,False
297107,BPM,1,52,52,False
893474,Rhythm and Poetry ,1,163,133,False
172474,Chill,1,24,23,False
857903,Oldies,1,44,37,False
88002,classic,1,171,96,False
481686,throwback bops,1,42,28,False
43025,pow,1,62,54,False
563027,Soft,1,191,54,False
680902,Summer 2017,1,154,47,False
378289,New,1,16,15,False
466952,Madison,1,51,42,False
485324,Prog,1,29,13,False
370247,DISNEY,1,35,14,False
762147,throwback af,1,87,74,False
605351,slow music,1,71,61,False
711429,wedding,1,34,28,False
177277,Oldies,1,149,112,False
951703,October,1,134,79,False
434463,Chill Mode,1,96,92,False
258663,Throwback,1,48,47,False
867558,Rap ,1,34,27,False
359870,Studying,1,49,39,False
689664,summer 2013,1,119,102,False
151711,Bangerzzz,1,68,63,False
280043,Camping,1,42,35,False
639485,My Jam,1,6,6,False
610156,ROCK,1,25,21,False
198908,Taylor,1,76,69,False
785575,country,1,60,51,False
43563,COLE,1,18,18,False
434525,sad,1,5,5,False
879573,Country Classics,1,30,29,False
180582,christmas time,1,12,10,False
369596,Happy,1,42,28,False
308370,Roadtrip,1,110,84,False
546999,2015 Top Tracks,1,100,84,False
742101,1977,1,42,40,False
441756,Focus,1,213,185,False
993221,Dance,1,19,19,False
603640,Merica,1,26,26,True
497092,Vibes,1,50,45,False
229618,CHILL,1,82,67,False
403561,Surrender,1,9,5,False
537299,road trip,1,217,183,False
603861,Autumn,1,101,38,False
802431,IDK,1,13,11,False
366714,Hard Rock!!!,1,15,13,False
457791,Restart,1,16,15,False
164352,may,1,23,22,False
16144,Kids,1,18,18,False
69115,vibe,1,36,34,False
422684,sweet dreams ,1,6,4,False
969522,Jam Out!,1,9,9,False
171935,edm,1,33,28,False
311047,choreo,1,12,11,False
526832,90's,1,96,55,False
502789,Snowboarding,1,47,44,False
536892,The Heat,1,37,32,False
504975,2013,1,40,27,False
191498,bops,1,93,38,False
866298,2000's,1,24,23,False
576576,PANORAMA,1,224,59,False
836585,driving,1,110,95,False
824413,christmas🎅🏼,1,61,54,False
629243,lis,1,63,52,False
816015,70s,1,178,121,False
105537,All Music,1,147,73,False
240909,Dance Tunes,1,55,48,False
278218,vibe,1,53,40,False
565015,March 2015,1,23,23,False
730328,ju,1,22,17,False
973983,for jordan,1,66,52,False
811294,Hits,1,169,144,False
587896,Eat sleep rave repeat,1,11,11,False
225065,Metal,1,52,21,False
90648,Disney,1,53,29,False
720219,October 2016,1,12,12,False
745577,Pop Music,1,173,145,False
590,Vibin',1,54,46,False
988029,Fallout,1,19,19,False
933523,mama,1,35,35,False
350049,sx,1,45,39,False
527285,indie,1,26,22,False
902132,Car,1,49,43,False
374234, Air,1,9,8,False
39434,Party Playlist,1,54,53,False
543777,clean,1,8,4,False
128095,classic rock,1,121,95,False
420559,DOPE,1,34,30,False
826401,<3,1,41,39,False
438957,ahora,1,75,68,False
878682,alex,1,28,18,False
789372,christian,1,79,59,False
362638,Untitled Playlist,1,19,18,False
126119,Reign,1,103,93,False
485555,Sway,1,40,23,False
442658,no,1,6,6,False
873292,car ride,1,79,46,False
572064,❤❤,1,135,97,False
110247,rainy dayz,1,29,27,False
810028,Unwind,1,81,70,False
735902,work out ,1,180,146,False
256045,Christian Mix,1,83,68,False
591423,jr,1,136,102,False
208456,feels,1,49,41,False
925563,Road Trip Playlist,1,40,40,False
188457,vibes,1,12,12,False
523958,elite,1,71,65,False
793915,walk,1,55,53,False
913461,AA,1,22,22,False
333863,Baby Makin' Music,1,244,56,False
642331,dancey,1,80,78,False
501029,mixed tape,1,47,39,False
698116,bangers,1,37,30,False
471544,pop,1,64,63,False
353455,road trip,1,42,42,False
399087,rock,1,20,20,True
633937,Bro,1,12,8,False
683984,Summer 2015,1,100,85,False
507372,Relax,1,42,36,False
271329,Tropical House,1,124,110,False
42881,☀️☀️☀️,1,39,33,False
298393,90s Hip Hop,1,23,22,False
394063,Party,1,98,92,False
774962,Piano Covers,1,72,12,False
962286,december,1,27,27,False
275648,Wedding Cocktail,1,56,52,False
379559,High AF,1,32,24,False
211611,rock,1,31,31,False
61961,me gusta,1,123,52,False
841531,Stay High,1,119,111,False
899167,Mi Music,1,124,64,False
168090,Cleaning,1,164,148,False
833005,Vibes,1,104,71,False
184666,Get Schwifty,1,89,83,False
76879,Chillin,1,105,75,False
336461,Panda,1,70,55,False
28482,running,1,36,35,False
371529,eminem,1,147,15,False
965268,Whitney Houston ,1,41,13,False
553956,car jams ,1,112,95,False
885868,Música en español,1,25,21,False
817410,music,1,14,11,False
100178,Fall jams,1,15,15,False
93303,happy music,1,6,6,False
694470,Invierno,1,78,74,False
180569,dec,1,30,23,False
525385,Winter 2016,1,39,39,False
889691,Bops,1,101,71,False
237637,Beth,1,63,33,False
697341,80s Pop,1,23,23,False
433791,cardio ,1,42,38,False
193633,Party,1,120,86,False
308119,Mixed,1,82,75,False
355072,better days,1,102,76,False
744343,hell yeah,1,73,54,False
49157,good vibes,1,7,5,False
214534,turnup,1,150,92,False
770153,IDK,1,211,153,False
997320,2017,1,58,6,False
668186,house/electro.,1,89,85,False
901811,Moments,1,14,11,False
765327,Likes,1,29,29,False
316436,ugh,1,34,31,False
80919,Broadway Baby ,1,129,25,False
3594,Dance,1,25,22,False
576633,Game Time,1,25,25,False
553442,Sad,1,55,18,False
966392,musica,1,34,23,False
80317,amazing,1,25,25,False
853985,guitar,1,185,146,False
960599,Sept 2015,1,12,10,False
658351,dance,1,57,52,False
925275,Sundays,1,30,25,False
710155,Morrissey,1,9,7,False
909915,Magcon,1,85,28,False
402783,lit,1,17,16,False
366265,feels,1,18,16,False
731059,Space Jams,1,106,95,False
63087,Funk,1,24,23,False
921984,CP,1,20,18,True
846462,Kms,1,28,19,False
201943,1979,1,16,14,False
465090,Banda,1,61,58,False
277906,Work,1,83,69,False
343669,Rap,1,115,83,False
295567,Techno,1,67,66,False
70468,college,1,184,22,False
85921,Rockstar,1,67,50,False
880510,Best Day Of My Life,1,35,32,False
162555,Old School ,1,26,22,False
269702,Car,1,94,72,False
230282,Beautiful,1,90,72,False
896485,RoadTrippin,1,156,137,False
709941,one,1,28,28,False
400696,kev,1,10,9,True
559817,KYGO,1,52,49,False
425574,Rand,1,152,121,False
170676,Dinnertime,1,94,67,False
940739,rap 2,1,21,21,False
7592,Wedding Jams,1,64,59,True
766748,Other,1,53,48,False
352977,Good stuff,1,39,33,False
811609,car,1,28,22,False
71962,for the soul,1,11,10,False
941326,NICK DRAKE,1,72,7,False
820676,Bossa Nova,1,15,7,False
122755,Tripp,1,5,5,False
765797,Spanish mix,1,43,39,False
540638,New Year's Eve,1,32,30,False
52587,Wedding,1,138,121,False
419599,Southern Rock,1,61,45,True
203906,Mellow Jams,1,47,43,False
322909,Karaoke ,1,38,32,False
328460,Feels:(,1,69,50,False
110152,2017,1,11,6,False
95273,rap🔥,1,40,33,False
750879,hailey,1,57,51,False
212025,Work out,1,26,20,False
942407,workout,1,14,14,False
899583,Hawaii,1,23,20,False
640456,lit,1,10,10,False
291218,Techno!!!,1,26,22,False
624899,2015 Top Tracks,1,100,65,False
587093,Graduation,1,36,34,False
647643,Chill Music ,1,14,13,False
876065,Showtunes,1,54,16,False
759204,country,1,100,67,False
840024,new ,1,41,41,False
750748,Turn up,1,94,86,False
715715,la musica ,1,102,83,False
812547,Home,1,55,42,False
404800,Ella,1,18,16,False
405619,MARATHON,1,233,203,False
577104,Road Trip,1,38,31,False
36319,Summer,1,134,119,False
668093,alt,1,53,45,False
129372,Vibes,1,147,101,False
66820,Molotov ,1,45,15,False
529747,Wedding Reception,1,44,36,False
693990,Twist and Shout,1,16,16,False
118108,chill out,1,53,48,False
481423,Rock,1,27,25,False
355379,broken,1,11,11,False
261305,Pop,1,44,34,False
605764,slow songs,1,68,59,False
192049,walk up songs,1,83,81,False
702224,Spring Mix,1,39,32,False
815892,alternative,1,38,20,False
65320,Summer Songs,1,29,24,False
953859,my alternative,1,19,18,False
690108,musica,1,61,20,False
363712,drop,1,21,20,False
88120,summer 2017,1,27,26,False
339648,April,1,23,22,False
301782,gone,1,94,79,False
259257,Best Playlist EVER,1,71,56,False
949113,Something,1,69,53,False
622799,for dad,1,25,22,False
304528,( ͡° ͜ʖ ͡°),1,188,86,False
20727,Grease,1,19,5,False
437044,Work Flow ,1,144,61,False
382599,Coffee,1,14,13,False
153770,May 2017,1,20,9,False
720726,Energy,1,92,66,False
897501,Sleep,1,71,52,False
537343,2017,1,28,27,True
800801,Gym,1,187,89,False
654697,Work,1,13,11,False
283722,bumpin,1,16,16,False
858757,lit,1,35,30,False
117531,Country,1,46,42,False
89532,August ,1,28,26,False
537183,Rock,1,122,111,False
403915,Dance,1,14,14,False
27323,Workin Out,1,38,26,False
679732,Summer 2014,1,121,106,False
527580,90s Playlist,1,55,51,False
311349,Life Is Beautiful,1,51,51,False
550350,april,1,28,27,False
705524,twitch,1,62,16,False
490434,oldies,1,58,53,False
135706,Party,1,85,77,False
271803,Guitar songs,1,6,6,False
301187,Christmas,1,100,46,False
981510,Christmas,1,28,25,False
145269,litty,1,60,44,False
131453,Dubstep,1,55,50,False
769264,Chill House,1,30,29,False
835260,Decades,1,45,42,False
332896,shower,1,119,88,False
606255,{coffeehouse},1,80,79,False
460853,Fire,1,16,16,False
731877,Psychedelic,1,100,40,False
962395,2017,1,60,49,False
591529,A$AP,1,62,9,False
377284,alternative rock,1,24,14,False
80150,CHRISTMAS🎄,1,46,36,False
946855,Line Dance,1,10,4,False
456906,Tory Lanez,1,22,21,False
46928,Slow Jamz,1,36,35,False
408181,Throwbacks,1,26,25,False
151361,scream,1,13,13,False
114980,Pop Songs,1,30,29,False
897659,classical,1,12,10,False
711739,New Playlist 5,1,31,28,False
875501,M&A,1,11,11,True
521445,May 17,1,83,71,False
720972,electro,1,88,82,False
776331,Stay Strong,1,16,15,False
479187,Cocktail Hour,1,48,43,False
745505,69,1,120,95,False
65971,half marathon,1,32,32,False
5846,The Feel-Good Flavors Playlist,1,40,40,False
678343,all,1,113,75,False
453934,Summer,1,25,24,False
326256,county,1,38,30,False
575138,Let Go,1,38,37,False
798271,The Feels...,1,31,31,False
276206,jam,1,38,34,False
89278,Covers ,1,100,66,False
850811,Getting Ready,1,25,23,False
203186,1/0,1,84,61,False
874267,road trip,1,16,14,False
902290,Party,1,39,34,False
830223,Chillin Out,1,49,45,False
922047,india ,1,99,17,False
758673,rap,1,33,19,False
561854,Testing,1,112,15,False
809473,Ingles,1,42,36,False
302809,Wedding Day ,1,52,48,False
938042,Krunk!!!,1,62,55,False
884323,Attention,1,68,41,False
623067,bops,1,31,28,False
578975,Mellow,1,6,5,False
549304,Wedding Cocktail Hour,1,84,73,False
117077,beto,1,194,112,False
849990,bump,1,42,38,False
938205,Retrowave,1,34,18,False
290018,Paradise,1,210,180,False
878112,yo,1,18,15,False
797432,Spring 2016,1,22,22,False
32658,Upbeat Christian,1,108,60,False
685959,Rap,1,24,20,False
873570,running,1,85,69,False
639825,musica,1,208,190,False
448267,ridin',1,136,64,False
322300,Feel Good Music,1,34,22,False
978590,Trap,1,185,105,False
332207,Sad,1,90,74,False
559582,covers,1,122,83,False
346220,Fire,1,52,44,False
59512,Work Hard.,1,142,108,False
293626,Alternative,1,173,70,False
259599,No se,1,131,109,False
401574,Bad,1,14,11,False
175773,Shower,1,52,49,False
110451,Nope,1,72,61,False
117109,aye,1,11,10,False
796110,jesus jams ,1,44,38,False
309070,Rock En Español,1,62,44,False
25159,Roadtrip!,1,26,24,False
790570,Rap,1,111,83,False
623807,Car,1,115,108,False
721296,Classic Rock,1,38,26,True
301843,memory lane ,1,10,8,False
220401,car 2.0,1,70,69,False
104309,Country Girl,1,59,41,False
729416,Fallout 4,1,26,24,False
520278,80s dance,1,180,132,False
766842,snooze,1,15,9,False
397432,NS,1,25,19,False
841707,stuff,1,169,156,False
122343,car,1,33,32,False
313765,90's Rock,1,53,35,False
828990,Rock,1,110,58,False
944547,summer 17,1,130,118,False
5708,car,1,39,34,False
878913,sleepy ,1,12,12,False
364227,Work out,1,16,16,False
975660,BK,1,36,21,False
169410,Disney,1,64,27,False
449386,country girl,1,17,17,False
283051,Old Timers,1,39,37,False
756658,Disney Music,1,219,19,False
162477,nicole,1,59,37,False
632826,yes sir,1,71,57,False
3436,Baby makin',1,148,131,False
661450,R&b,1,106,72,False
924994,Workout ,1,31,31,False
920470,The Boys,1,19,18,False
243012,Get it,1,14,14,False
924553,Cool,1,133,75,False
43526,blues,1,82,18,False
424641,christmas,1,29,15,False
432299,workout,1,5,5,False
298577,praise,1,59,40,False
518273,MA,1,22,21,False
658053,Beau,1,74,43,False
362249,<33,1,106,82,False
497430,Tiny Dancer,1,178,158,False
370365,Slow,1,200,181,False
845989,Happy Hardcore,1,45,41,False
305215,1998,1,200,140,False
404200,Austin,1,150,121,False
668935,CLassical,1,85,68,False
734133,High School,1,110,66,False
975732,Movies ,1,20,19,False
185722,New Stuff,1,206,174,False
589827,christian rap,1,69,53,False
962205,ed sheeran,1,46,11,False
979573,Moo,1,20,16,False
89690,~Alex~,1,29,29,False
461686,sleep,1,49,45,False
228322,Español,1,17,11,False
920687,bronco,1,178,33,False
615816,MARATHON,1,135,122,False
72690,drive,1,99,93,False
316689,Dance list,1,16,16,False
300349,Música en español,1,47,39,False
722986,rock jams,1,23,21,False
815547,Oldies Mix,1,64,58,False
809056,summer 16,1,92,79,False
385121,Asia,1,15,13,False
742817,chillax ,1,10,8,False
583994,MoTown,1,30,30,False
85059,workout ,1,15,11,False
956467,East Coast,1,22,22,False
310357,Classic Rap,1,166,103,False
287846,On the Road,1,12,10,False
644799,Car,1,138,130,False
521374,Litttt,1,51,16,False
88654,Drumming,1,12,11,False
931875,mellow,1,21,19,False
957317,Charlie Puth:,1,22,16,False
743415,country hits,1,35,32,False
567246,Hood,1,40,23,False
194722,Exercise,1,90,84,False
161944,Relax,1,228,160,False
982289,Throwbacks,1,45,41,False
605397,Country Mix,1,41,37,False
931605,Calm,1,152,115,True
756623,happy,1,43,40,False
126839,Turnt,1,29,25,False
926819,summer,1,37,33,False
494206,All,1,110,37,False
977153,gab,1,30,30,False
476801,corridos,1,48,36,False
43225,Ass,1,60,45,False
772444,English Pop,1,31,27,False
647662,Ramdom,1,12,12,False
940316,90's Country,1,118,73,False
176871,January 2017,1,21,21,False
8777,AM,1,25,19,False
986410,00,1,30,30,False
815649,enjoy,1,81,75,False
354237,Running,1,40,20,False
62401,Heart Break,1,96,81,False
640935,Church,1,19,15,False
701608,Soul Songs,1,9,8,False
399938,Acoustic,1,28,15,False
81737,feel good,1,28,20,False
819698,Oh Yeah,1,83,78,False
935556,rock,1,74,68,False
817772,Broadway,1,37,28,False
412602,PARTYYYYYY,1,128,66,False
123261,Latino,1,17,16,False
889146,Feel Good,1,131,123,False
737532,pitch perfect,1,18,6,False
864929,EDM,1,97,90,False
395046,winter 2015,1,66,61,False
200847,Good morning,1,190,130,False
761432,Chill,1,100,96,False
909835,Rap,1,66,41,False
894391,litty,1,21,15,False
65286,places.,1,45,41,False
93124,Singing,1,118,104,False
380936,Worship,1,31,19,False
161435,Listen to this :),1,106,89,False
225640,contemporary,1,8,5,False
118023,fire ,1,67,52,False
16767,Country Music ,1,35,25,False
84407,SWEET,1,135,132,False
741222,tj,1,35,34,False
884305,Spring/summer 2016,1,86,83,False
685152,The 80s,1,209,132,False
12591,gym/hype,1,93,70,False
42948,Chill,1,21,20,False
690385,lit,1,89,59,False
411792,music,1,15,13,False
562149,The Weeknd,1,26,11,False
387991,I WORKOUT,1,228,154,False
174808,Cheer Up!,1,42,35,False
74503,Study Playlist,1,21,15,False
10584,Fireside ,1,33,29,False
162980,Sophie,1,19,18,False
834899,morning,1,58,54,False
746841,cleaning,1,21,21,False
232594,Feb 17,1,22,21,False
128680,House Warming,1,68,53,True
391146,Soul Food,1,49,41,False
105528,CHRISTMAS,1,45,7,False
20730,Sing,1,10,9,False
846141,Praise!,1,191,54,False
86294,WORK,1,71,51,False
28374,CD,1,14,14,False
872171,july 4,1,33,27,False
617843,New stuff,1,44,29,False
539647,Christmas ,1,39,20,False
828185,my songs,1,54,34,False
329642,sad,1,119,89,False
921917,spanish music,1,35,21,False
73695,pop,1,31,28,False
428958,Beach,1,73,58,False
40255,HA,1,7,6,False
671980,SNOWBoarding,1,30,23,False
704675,HIP HOP,1,16,10,False
717173,Gospel,1,41,24,False
197180,Baby It's Cold Outside,1,26,17,False
782382,PT. 2 ,1,30,29,False
683614,Coolin,1,10,10,False
555587,Justin Timberlake,1,28,16,False
607218,chicken,1,5,5,False
262476,all,1,122,63,False
923058,???,1,30,28,False
926048,All The Feels,1,39,30,False
260922,ROCK OF AGES,1,89,75,False
736418,Electrónica ,1,30,23,False
793931,Halloween ,1,24,21,False
831835,Eminem ,1,22,15,False
596005,2.0,1,12,10,False
968203,classic rock,1,121,97,False
895907,chill,1,28,24,False
590676,fall,1,52,50,False
160301,Lil Uzi,1,29,6,False
37755,AUG17,1,45,43,False
221601,Cocktail Hour,1,29,28,True
351692,Practice!!,1,46,44,False
252310,Dirty 30,1,144,129,False
26313,Rock,1,207,169,False
52450,Oldies ,1,34,28,False
356530,Dreams,1,13,13,False
127159,April 2015,1,9,8,False
350095,top 20,1,20,20,False
468384,Random,1,11,10,False
314632,Workout,1,142,27,False
465860,NEW,1,53,47,False
596427,gaming,1,23,19,False
119548,Lista oficial Sense8,1,19,19,False
12540,summer 2015,1,32,27,False
650891,Wedding Dinner Music,1,5,5,False
260610,ACL 2016,1,86,50,False
103788,in a sentimental mood,1,14,13,False
97145,Chill,1,45,36,False
541212,Dinner,1,13,11,False
485194,work,1,37,36,False
51569,Rap,1,12,11,False
209025,lit,1,127,82,False
160442,Alternative,1,39,20,False
740906,car,1,17,15,False
932017,Texas Country,1,33,30,False
522367,Français,1,25,14,False
796231,Electronic,1,91,78,False
380157,pre game ,1,177,143,False
370087,studying,1,7,7,False
485777,Road Trip!!!!,1,233,158,False
17380,today,1,17,16,False
622824,car jam,1,62,42,False
899045,mine,1,30,30,False
744810,Disney,1,16,9,False
538891,lit,1,106,87,False
840906,road trip,1,65,52,False
156278,Happiness,1,237,123,False
513752,Instrumental,1,43,36,False
869385,Party Songs,1,94,75,False
552258,Roadtrippin,1,24,23,False
641685,Feels Like Summer,1,17,14,False
136351,Workout ,1,52,47,False
948217,80s,1,35,31,False
412266,Guilty Pleasures,1,34,31,False
433368,Cool tunes,1,39,34,False
284937,my songs,1,19,13,False
83900,Stuff,1,180,145,True
389714,drop,1,215,192,False
776976,Thug life!!,1,17,15,False
770191,peace,1,172,124,False
452899,cool music,1,10,9,False
949051,Jan 2015,1,26,26,False
287579,Melancholia,1,142,103,False
610680,june16,1,37,37,True
718892,rich ,1,17,12,False
748729,Dinner,1,156,145,False
793643,Country,1,87,63,False
955079,Workout,1,98,96,False
417900,magic,1,5,5,True
373112,sammy,1,51,45,False
604854,Beat,1,21,16,False
909909,Party,1,56,49,True
873857,yup,1,50,32,False
881172,beach time,1,77,58,False
357832,Rock,1,55,50,False
427876,Dance with Me,1,12,11,False
29352,Rock,1,41,33,False
750415,old school,1,9,9,False
605557,#Twang,1,22,16,False
337577,Sweet,1,26,23,False
952033,club,1,42,34,False
118455,Christine,1,81,78,True
632247,brad,1,91,67,False
409242,yoo,1,50,35,False
722496,old school,1,16,15,True
966726,Run It!!!!!! ,1,58,55,False
384824,Suits,1,128,116,False
205826,Alive,1,7,7,False
53152,Oldies,1,73,67,False
22682,To Learn,1,23,23,False
586777,PARTY,1,56,47,False
659290,Silent,1,65,44,False
258162,( nat ),1,68,61,False
442123,Dog Days Are Over,1,34,32,False
950427,Rockin,1,39,26,False
687455,Back,1,46,37,False
56616,Sleep,1,10,10,False
751154,best music,1,73,50,False
169935,feel good,1,22,21,False
564430,hebrew ,1,7,6,False
412515,old music,1,30,24,False
502583,Drop the Game,1,45,41,False
625113,MOTIVATION,1,18,18,False
919124,kw,1,14,14,False
496970,Work Flow,1,63,53,False
669129,LUAU,1,121,113,False
256138,Pump,1,70,61,False
741118,Guardians of the Galaxy,1,12,12,False
956028,christian mix,1,117,82,False
816557,Chill,1,159,120,False
741660,go,1,35,32,False
949201,Lindas,1,13,13,False
462628,July 2017,1,17,17,False
959420,PAPA,1,42,41,False
938472,acoustic,1,181,160,False
249683,70s,1,24,24,False
148847,Jamz,1,224,116,False
15532,Mom,1,60,52,True
417190,The Weekend,1,23,21,False
917132,New ,1,17,17,False
97985,easy,1,15,15,False
510844,Kids,1,120,35,False
295374,YEET,1,76,67,True
841650,road trip !!!!!!!!!,1,57,49,False
577887,Christmas,1,8,8,False
54002,love,1,8,8,False
68629,FFF,1,150,74,False
725033,Broccoli,1,18,18,False
850335,Rap,1,47,38,False
501803,Electro Music,1,156,127,False
117700, Christmas Jamz,1,62,27,False
640436,alejandro,1,92,21,False
345294,Salsa,1,140,97,False
255644,Rock,1,183,124,False
833840,My music,1,39,25,False
437533,GET CRUNK,1,93,85,False
324088,rap,1,41,34,False
749188,pop,1,64,58,False
668374,Country ,1,171,100,False
102776,Summer music,1,15,15,False
41987,Study music,1,51,45,False
928771,JAMS,1,34,31,False
407585,Classic Pop,1,102,88,False
93677,mellow,1,85,82,False
136658,mondays ,1,28,26,False
768594,🔥🔥🔥🔥,1,50,43,False
558795,HIP HOP,1,183,59,False
252885,Sleepy,1,27,19,False
779979,pop,1,66,52,False
535009,Instrumental,1,9,9,False
456311,August 2017,1,21,9,False
