id,original_id,type,name,followers,num_artists,num_albums,collaborative
134,pl_128452,playlist,country,3,34,54,false
135,pl_128635,playlist,best of 2016,1,31,31,false
136,pl_128852,playlist,sad,638,58,99,false
137,pl_129476,playlist,summer ,1,30,39,false
138,pl_129780,playlist,Driving,1,60,66,false
139,pl_129844,playlist,Sad,1,6,6,false
140,pl_13197,playlist,liz ,2,45,48,false
141,pl_13312,playlist,vibin',11,29,38,false
142,pl_13410,playlist,Angsty,11,77,119,false
143,pl_13421,playlist,Freestyle,1,17,20,false
144,pl_13479,playlist,May 2014,28,25,28,false
145,pl_13683,playlist,Heart Eyes,25,40,49,false
146,pl_13931,playlist,1990s,2,36,36,false
147,pl_130129,playlist,Sweater weather,15,56,98,true
148,pl_130199,playlist,spring '16 ,15,44,60,false
149,pl_130533,playlist,cycle,1,49,53,false
150,pl_130721,playlist,why don't we.,11,5,11,false
151,pl_130741,playlist,really good songs,15,25,35,false
152,pl_130866,playlist,Soft Rock,20,15,16,false
153,pl_131139,playlist,Nicki,1,76,94,false
154,pl_131277,playlist,spanish,18,16,27,false
155,pl_131384,playlist,rolling,1,75,95,false
156,pl_131707,playlist,te quiero,4,46,72,false
157,pl_131737,playlist,good songs ,16,65,77,false
158,pl_131972,playlist,hits,1,11,19,false
159,pl_132024,playlist,beef ,11,44,55,false
160,pl_132236,playlist,Hype,6,62,87,false
161,pl_132354,playlist,😋😋,10,91,90,false
162,pl_133129,playlist,mmmmm,1,10,12,false
163,pl_133139,playlist,Worship,81,22,35,false
164,pl_133293,playlist,EAST COAST,26,23,23,false
165,pl_133646,playlist,Broadway ,1,76,26,false
166,pl_134004,playlist,Groove,1,36,40,false
167,pl_134597,playlist,atmosphere,18,139,199,false
168,pl_134813,playlist,"rock , metal",10,16,33,true
169,pl_135160,playlist,sum17,1,90,115,false
170,pl_135233,playlist,Heat,11,12,14,false
171,pl_135456,playlist,Tata,3,9,9,false
172,pl_135462,playlist,Workout Playlist,1,68,101,false
173,pl_135534,playlist,Memory,1,11,12,false
174,pl_135682,playlist,💃🏽,1,21,24,false
175,pl_135805,playlist,TU,21,128,161,false
176,pl_136047,playlist,Classic Christmas,629,31,48,false
177,pl_136158,playlist,Renaissance,22,8,9,false
178,pl_136659,playlist,Josh Ritter,41,52,82,false
179,pl_136848,playlist,Gogol Bordello,11,6,18,false
180,pl_137029,playlist,bellaqueo,11,41,67,false
181,pl_137236,playlist,independent,10,76,85,false
182,pl_137267,playlist, bastille,27,65,103,false
183,pl_137642,playlist,gym ,2,19,21,false
184,pl_137704,playlist,grace,11,47,87,false
185,pl_137794,playlist,Christmas Time Is Here,1,12,16,false
186,pl_138004,playlist,"simpin :,)",11,26,35,false
187,pl_138401,playlist,PRE GAME,18,68,77,false
188,pl_138545,playlist,Vibe,11,54,96,false
189,pl_139167,playlist,in my feels,16,119,161,false
190,pl_139189,playlist,work out,23,66,86,false
191,pl_139307,playlist,senior year,23,69,79,false
192,pl_139668,playlist,Rap,26,73,140,false
193,pl_139726,playlist,All I need,1,25,27,false
194,pl_14481,playlist,Stitches ,16,4,16,false
195,pl_14506,playlist,Alternative Rock,119,108,169,false
196,pl_140112,playlist,Christian Jams,1,5,8,false
197,pl_140381,playlist,Spring 2017,1,25,25,false
198,pl_140409,playlist,winter mix,1,18,18,false
199,pl_140894,playlist,For Now,11,72,81,false
200,pl_141007,playlist,Reggaeton,11,24,27,false
201,pl_141341,playlist,Shakira,2,3,44,false
202,pl_141597,playlist,Little Do You Know,29,81,87,false
203,pl_142015,playlist,GYM,11,20,26,false
204,pl_142047,playlist,March,1,66,83,false
205,pl_142101,playlist,RELAXING,26,34,44,false
206,pl_142244,playlist,Christmas instrumental,54,4,4,false
207,pl_142350,playlist,Singing in the car,21,83,115,false
208,pl_142478,playlist,Vibe,11,87,117,false
209,pl_142554,playlist,Pokemon,54,29,40,false
210,pl_142747,playlist,Lo-fi,11,26,30,false
211,pl_142795,playlist,Summa 16 ,10,119,131,false
212,pl_142826,playlist,peaches ,2,17,19,false
213,pl_142830,playlist,2000s.,17,75,115,false
214,pl_142902,playlist,Pre,10,115,170,false
215,pl_143281,playlist,Reggaeton,10,87,165,false
216,pl_143367,playlist,Country,15,54,97,false
217,pl_144159,playlist,Kid friendly ,58,76,114,false
218,pl_144162,playlist,emo,1,33,48,false
219,pl_144361,playlist,Escape The Fate,52,103,162,false
220,pl_144369,playlist,OKTOBER,12,46,45,false
221,pl_144622,playlist,Calm Music,1,31,38,false
222,pl_144684,playlist,Selection,1,129,151,false
223,pl_144778,playlist,hype,1,55,76,false
224,pl_144863,playlist,april showers,2,35,42,false
225,pl_145067,playlist,Best of the Best,15,56,60,false
226,pl_145711,playlist,Merengue ,1,15,21,false
227,pl_146103,playlist,in my feelings ,2,19,30,false
228,pl_146364,playlist,MAY 2017,1,73,81,false
229,pl_147069,playlist,the fray,51,55,66,false
230,pl_147119,playlist,Workout,1,8,11,false
231,pl_147415,playlist,hood,13,56,82,false
232,pl_147741,playlist,Oldies,1,49,65,false
233,pl_147834,playlist,Instrumental,4,86,117,false
234,pl_148156,playlist,f e e l s,11,58,72,false
235,pl_148878,playlist,Country,10,32,60,false
236,pl_149057,playlist,THROWBACK AF,12,97,135,false
237,pl_149479,playlist,race day ,34,38,50,false
238,pl_149949,playlist,Old School,10,51,87,true
239,pl_15121,playlist,tyga,27,79,109,false
240,pl_15415,playlist,throwback,1,23,34,false
241,pl_15650,playlist,march,1,20,21,false
242,pl_15667,playlist,WORSHIP,11,39,59,false
243,pl_150022,playlist,salsa,13,38,95,false
244,pl_150074,playlist,Stevie Nicks,26,6,25,false
245,pl_150204,playlist,pregame/hype,1,16,19,false
246,pl_150265,playlist,Oldies but Goodies,11,47,59,false
247,pl_150671,playlist,Good Vibes,1,31,43,false
248,pl_150687,playlist,Pump It Up,373,32,32,false
249,pl_150702,playlist,Slow worship ,1,14,18,false
250,pl_150950,playlist,Flames,26,108,119,false
251,pl_150956,playlist,Chill,10,131,183,false
252,pl_151423,playlist,Country Hits,10,49,105,false
253,pl_151676,playlist,fob,1,7,13,false
254,pl_151683,playlist,Playlist ,220,86,115,false
255,pl_151944,playlist,guilty pleasures,13,107,136,false
256,pl_151952,playlist,Disney Love,192,44,27,false
257,pl_152071,playlist,Sad,1,13,16,false
258,pl_152120,playlist,Rock en Español,1,11,15,false
259,pl_152124,playlist,Good Vibes,11,51,73,false
260,pl_152776,playlist,country,3,37,82,false
261,pl_153506,playlist,random!!!,11,91,114,false
262,pl_153536,playlist,Hip Hop Mix,18,70,118,false
263,pl_153544,playlist,bool,2,17,17,false
264,pl_153721,playlist,METRO,15,49,52,false
265,pl_153737,playlist,sad,33,16,16,false
266,pl_153757,playlist,Beach country,1,31,71,false
267,pl_154138,playlist,jamzzz,1,61,107,false
268,pl_154176,playlist,chill af ,11,21,30,false
269,pl_154301,playlist,yes,25,6,9,false
270,pl_154429,playlist,running,15,31,33,false
271,pl_154640,playlist,Thankful.,72,57,62,false
272,pl_154666,playlist,Sleep,23,41,49,false
273,pl_154789,playlist,Winter 16/17,22,53,56,false
274,pl_155271,playlist,Work Jams,1,56,73,false
275,pl_155332,playlist,zen,10,129,155,false
276,pl_155425,playlist,Rap/Hip-Hop,2,59,84,false
277,pl_155697,playlist,legendary,23,26,28,false
278,pl_155838,playlist,Ratchet,14,91,141,false
279,pl_156067,playlist,chill,10,105,160,false
280,pl_156363,playlist,Grunge,1,13,27,false
281,pl_156499,playlist,tbt,1,33,35,false
282,pl_156638,playlist,Dub,11,68,94,false
283,pl_157019,playlist,Soft,4,60,106,false
284,pl_157112,playlist,Best of 2013,36,40,41,false
285,pl_157280,playlist,summer vibes,10,38,49,false
286,pl_157291,playlist,Stuff,1,51,56,false
287,pl_158181,playlist,CHRISTMAS,16,41,43,false
288,pl_158186,playlist,the jams,1,31,65,false
289,pl_158188,playlist,reu,10,21,31,false
290,pl_158333,playlist,MOLOTOV,10,114,132,false
291,pl_158424,playlist,Feels,1,15,19,false
292,pl_158633,playlist,BOLLYWOOD,2,28,27,false
293,pl_158686,playlist,Feel Good,10,122,165,false
294,pl_158906,playlist,Chill house ,11,56,66,false
295,pl_159077,playlist,Rock Hits,22102,54,54,false
296,pl_159123,playlist,Pump up,52,75,97,false
297,pl_159283,playlist,Reggae Music,86,63,130,false
298,pl_159354,playlist,pre,1,20,23,false
299,pl_159658,playlist,downtempo,13,36,55,false
300,pl_159783,playlist,Summer 2014,32,58,69,false
301,pl_16404,playlist,party ,1,68,76,false
302,pl_16545,playlist,skiing,1,53,68,false
303,pl_16854,playlist,My Music,1,48,65,false
304,pl_160032,playlist,Fierce,1,7,7,false
305,pl_160101,playlist,Suits,217,171,190,false
306,pl_160405,playlist,Up beat,1,30,43,false
307,pl_161116,playlist,LABOR,1,20,25,false
308,pl_161150,playlist,somber,10,18,21,false
309,pl_161152,playlist,studying,1,13,14,false
310,pl_161281,playlist,Rock Music,11,56,92,false
311,pl_161596,playlist,FALL 2013.,12,94,102,false
312,pl_161686,playlist,Kundalini,12,62,75,false
313,pl_162015,playlist,LIT,1,68,92,false
314,pl_162288,playlist,Minecraft,28,15,18,false
315,pl_162815,playlist,trappin,1,8,12,false
316,pl_162837,playlist,party music,11,89,113,false
317,pl_162872,playlist,Current Favorites,14,22,22,false
318,pl_162916,playlist,Party,1,86,122,false
319,pl_163460,playlist,Summer Songs,1,38,55,false
320,pl_163557,playlist,work list,1,14,14,true
321,pl_163846,playlist,FEB 2016,12,10,10,false
322,pl_163910,playlist,Halo ,1,18,20,false
323,pl_163919,playlist,Old School RnB,1,27,35,false
324,pl_164359,playlist,Old Country,39,46,92,false
325,pl_164595,playlist,Jonathan,6,53,60,false
326,pl_164847,playlist,cleaning ,2,22,33,false
327,pl_165291,playlist,Peace,17,73,90,false
328,pl_165547,playlist,TB's,1,18,19,false
329,pl_165776,playlist,Summer 2k16,43,71,94,false
330,pl_165878,playlist,Spanish Songs,26,70,149,false
331,pl_165966,playlist,random songs,1,5,7,false
332,pl_166186,playlist,Puerto Rico,13,46,58,false
333,pl_166558,playlist,December 2015,11,20,20,true
334,pl_166767,playlist,Chillhop,108,52,72,false
335,pl_167738,playlist,tunes,3,120,169,false
336,pl_167827,playlist,harry styles,47,6,25,false
337,pl_167829,playlist,party songs,6,81,108,false
338,pl_167830,playlist,wedding dinner,2,15,18,false
339,pl_167842,playlist,MIndfulness,10,18,18,false
340,pl_167913,playlist,party,1,53,57,false
341,pl_168051,playlist,Pump Up,1,37,48,false
342,pl_168195,playlist,Sleeping Music,113,15,17,false
343,pl_168281,playlist,Party Playlist,12,63,75,false
344,pl_168477,playlist,dream pop,11,55,57,false
345,pl_169150,playlist,2015 Top Tracks,1,83,93,false
346,pl_169321,playlist,Christian Music,1,80,111,false
347,pl_169328,playlist,Autumn 2017,1,63,72,false
348,pl_169429,playlist,Garage Rock,1,12,12,false
349,pl_169511,playlist,TEXAS,1,45,53,false
350,pl_169821,playlist,kpop,34,17,33,false
351,pl_169847,playlist,fave songs,1,23,35,false
352,pl_169929,playlist,2017,10,108,111,false
353,pl_17115,playlist,Christmas,1,17,18,false
354,pl_17312,playlist,❤️❤️,1,19,19,false
355,pl_17391,playlist,Marvin Gaye,15,27,37,false
356,pl_17411,playlist,The Playlist,14,138,183,false
357,pl_17581,playlist,Salsa/Merengue,1,31,41,false
358,pl_17695,playlist,HAPPY,158,14,19,false
359,pl_170762,playlist,Patriotic,1,9,14,false
360,pl_170840,playlist,thinking about you ,77,95,129,false
361,pl_170889,playlist,ratchet,1,59,70,false
362,pl_171004,playlist,Workout,52,24,24,false
363,pl_171626,playlist,After dark...,1,13,15,false
364,pl_171941,playlist,My Favorite Songs,1,6,7,false
365,pl_172039,playlist,september,15,15,15,false
366,pl_172068,playlist,throwback,2,34,62,false
367,pl_172096,playlist,quiet ,1,18,18,false
368,pl_172134,playlist,old school,1,73,92,false
369,pl_172182,playlist,Skillet,24,11,12,false
370,pl_172393,playlist,Indie,37,42,58,false
371,pl_172512,playlist,Boner Jams,40,132,181,false
372,pl_172618,playlist,starbucks ,1,34,55,false
373,pl_172628,playlist,drive,1,10,22,false
374,pl_172631,playlist,Classic,1,29,35,false
375,pl_172687,playlist,sleepy,1,25,26,false
376,pl_172855,playlist,navidad,12,72,61,false
377,pl_173155,playlist,Hola ,4,29,36,false
378,pl_173164,playlist,Acoustic rock,13,59,79,false
379,pl_173444,playlist,classic rock,1,70,87,false
380,pl_173614,playlist,<3,1,30,32,false
381,pl_173690,playlist,Throwback Jams ,10,52,74,false
382,pl_173820,playlist,Post-Punk,13,29,40,false
383,pl_173832,playlist,music,1,47,68,false
384,pl_174278,playlist,lacrosse,10,25,30,false
385,pl_174292,playlist,girl power,1,6,7,false
386,pl_174358,playlist,Weekends,5,79,107,false
387,pl_174389,playlist,Current favorites,10,141,167,false
388,pl_174593,playlist,Middle School Dance,12,71,80,true
389,pl_175226,playlist,ugh,1,14,17,false
390,pl_175844,playlist,Workout,651,14,16,false
391,pl_176132,playlist,Unknown,1,36,47,false
392,pl_176156,playlist,Chillen,10,109,123,false
393,pl_176276,playlist,chill,1,170,195,false
394,pl_176436,playlist,July 2015,1011,16,18,false
395,pl_176573,playlist,country,1,19,34,false
396,pl_176770,playlist,Musical Theatre,2,96,50,false
397,pl_177118,playlist,vibes,1,12,17,false
398,pl_177145,playlist,Chill,1,38,46,false
399,pl_177149,playlist,~old,11,24,27,false
400,pl_177251,playlist,Power Metal,422,13,45,false
401,pl_177554,playlist,sleepy songs,13,118,155,false
402,pl_177587,playlist,Kawaii ,27,65,97,false
403,pl_177874,playlist,summer 17,10,59,68,false
404,pl_177927,playlist,another playlist,15,154,197,false
405,pl_178014,playlist,Good,1,117,127,false
406,pl_178144,playlist,worship,46,30,46,false
407,pl_178210,playlist,John Coltrane,142,3,14,false
408,pl_178272,playlist,Zydeco,18,24,43,false
409,pl_178286,playlist,Bounce,1,67,136,false
410,pl_178563,playlist,OG,13,71,123,false
411,pl_179337,playlist,Magnolia,1,26,32,false
412,pl_179504,playlist,bangs,11,73,88,false
413,pl_179519,playlist,SpoOky,25,59,70,false
414,pl_179835,playlist,Take it easy,1,55,68,false
415,pl_179873,playlist,Mixed ,1,10,12,false
416,pl_179944,playlist,:)🤙🏻,1,59,82,false
417,pl_18222,playlist,90s,1,122,141,false
418,pl_18659,playlist,Country Christmas,142,14,16,false
419,pl_18673,playlist,New,1,52,54,false
420,pl_180173,playlist,alternative,2,53,77,false
421,pl_180472,playlist,SUMMER IN THE CITY,13,127,136,false
422,pl_180525,playlist,Weekend,13,65,95,false
423,pl_180606,playlist,Eminem,32,4,16,false
424,pl_180831,playlist,My Little Pony,31539,25,9,false
425,pl_180868,playlist,España ,1,45,52,false
426,pl_181049,playlist,MO,2,38,47,false
427,pl_181083,playlist,GET LIT,1,29,33,false
428,pl_181671,playlist,Car Rides,10,24,32,false
429,pl_181891,playlist,Demi Lovato,17,3,6,false
430,pl_181924,playlist,Beans,1,59,70,false
431,pl_182557,playlist,2017,1,54,63,false
432,pl_182787,playlist,Chillllllll,38,45,49,false
433,pl_182899,playlist,Remixed,1,42,55,false
434,pl_182916,playlist,RnB,1,29,43,false
435,pl_183212,playlist,RNR ,11,75,113,false
436,pl_183272,playlist,Reggaeton,14,90,169,false
437,pl_183777,playlist,surf,1,20,31,false
438,pl_183946,playlist,Sex Playlist,65,92,130,false
439,pl_183963,playlist,Chill,14,80,89,false
440,pl_184088,playlist,stoned.,66,33,45,false
441,pl_184121,playlist,WOD,13,64,75,false
442,pl_184372,playlist,Country Lovin',2,30,43,false
443,pl_184398,playlist,yeah,15,3,13,false
444,pl_184596,playlist,rap,11,32,42,false
445,pl_184621,playlist,DubStep,1,46,61,false
446,pl_184655,playlist,Oh Yeah,1,47,60,false
447,pl_184679,playlist,Hype Rap,2,77,97,false
448,pl_184945,playlist,Cha Cha ,22,52,58,false
449,pl_185006,playlist,Feel good friday,19,119,149,false
450,pl_185105,playlist,get down,5,39,45,false
451,pl_185236,playlist,Running,1,38,51,false
452,pl_185282,playlist,Rock Hits ,1,11,13,false
453,pl_185322,playlist,Toro y Moi,10,3,7,false
454,pl_185342,playlist,chill,1,60,79,false
455,pl_185640,playlist,My race day soundtrack,1,14,14,false
456,pl_185794,playlist,Rock Songs ,39,97,162,false
457,pl_185841,playlist,Classic Rock,19,53,74,false
458,pl_185854,playlist,Best of 2016!,20,167,186,false
459,pl_186252,playlist,Sing It!,1,23,31,false
460,pl_186281,playlist,party,1,27,35,false
461,pl_186759,playlist,another playlist,2,46,55,false
462,pl_187214,playlist,Chance The Rapper,1,11,11,false
463,pl_187438,playlist,CLEAN RAP,11,31,47,false
464,pl_187481,playlist,Rap,1,39,56,false
465,pl_187827,playlist,Running ,1,25,35,false
466,pl_188222,playlist,hike!,17,91,109,false
467,pl_188411,playlist,RoadTrip!,1,37,41,false
468,pl_188453,playlist,Folkish,1,39,40,false
469,pl_188546,playlist,HEARTACHE.,6,39,41,false
470,pl_188564,playlist,The Weeknd — Starboy,973,7,15,false
471,pl_188719,playlist,Hip Hop,18,103,170,false
472,pl_189418,playlist,change,2,51,72,false
473,pl_189580,playlist,ragga,2,7,7,false
474,pl_189662,playlist,sounds good feels good,179,18,18,false
475,pl_189743,playlist,Hi!,1220,21,21,false
476,pl_19068,playlist,NYE 2015,2,71,93,false
477,pl_19447,playlist,Hardcore Workout,65,56,79,false
478,pl_19477,playlist,Calm Before the Storm,2,23,24,false
479,pl_19479,playlist,yesh,14,75,100,false
480,pl_19695,playlist,Sleep,1,37,41,false
481,pl_19967,playlist,SunSets,17,49,64,false
482,pl_190038,playlist,HipHop,14,31,48,false
483,pl_190435,playlist,Skiing,11,50,75,false
484,pl_191000,playlist,Country,1,80,112,false
485,pl_191061,playlist,feels,1,14,16,false
486,pl_191133,playlist,xo,18,47,83,false
487,pl_191247,playlist,Regulo Caro ,15,7,12,false
488,pl_191319,playlist,$JAM$ ,1,97,137,false
489,pl_191348,playlist,80's music,1,75,102,false
490,pl_191353,playlist,Kpop,2,32,70,false
491,pl_191366,playlist,hoe anthems,11,47,66,false
492,pl_191477,playlist,new,12,51,54,false
493,pl_192774,playlist,Spring,40,15,23,false
494,pl_193148,playlist,Soft,1,15,15,false
495,pl_193351,playlist,Sleep time,22,11,15,false
496,pl_193811,playlist,afi,1,3,10,false
497,pl_193899,playlist,Laura,1,40,41,false
498,pl_193922,playlist,Underrated,117,18,19,false
499,pl_194116,playlist,new music,15,41,47,false
500,pl_194160,playlist,Cocaine,8,101,121,false
501,pl_194467,playlist,car,2,68,84,false
502,pl_194843,playlist,happiness,1,41,56,false
503,pl_195054,playlist,future,16,27,38,false
504,pl_195133,playlist,Corta venas,2,33,63,false
505,pl_195313,playlist,Eargasms,10,83,131,false
506,pl_195457,playlist,August 2016,24,50,67,false
507,pl_195664,playlist,rap,1,19,30,false
508,pl_195690,playlist,halloweekend,1,28,28,false
509,pl_195754,playlist,Dance Classics,1,6,11,false
510,pl_196361,playlist,wave,1,16,16,false
511,pl_196390,playlist,Peanut Butter Vibes,12,124,149,false
512,pl_196630,playlist,Rock,1,33,45,false
513,pl_196991,playlist,alternitive,36,56,85,false
514,pl_197140,playlist,Road Trip,19,62,67,false
515,pl_197287,playlist,Playlist ,1,12,13,false
516,pl_197714,playlist,Playlist,1,18,20,false
517,pl_197772,playlist,November Rain,20,74,95,false
518,pl_197803,playlist,YMCA,32,67,75,false
519,pl_197875,playlist,Christmas Worship,19,15,14,false
520,pl_198045,playlist,Salad Days,11,38,53,false
521,pl_198249,playlist,Litty,1,14,14,false
522,pl_198403,playlist,New,1,14,17,false
523,pl_198434,playlist,Old Rock,12,103,175,true
524,pl_198469,playlist,Feels,27,52,67,false
525,pl_198471,playlist,sad af,3,83,111,false
526,pl_198574,playlist,Karaoke,2,19,23,false
527,pl_198644,playlist,calming,2,43,54,false
528,pl_198717,playlist,Travel,1,13,20,false
529,pl_198999,playlist,love ,1,33,33,false
530,pl_199134,playlist,June,307,7,8,false
531,pl_199145,playlist,Drake — One Dance,38,11,14,false
532,pl_199390,playlist,prayer,1,12,14,false
533,pl_199490,playlist,sleep,1,24,27,false
534,pl_199538,playlist,Reggae,1,24,30,false
535,pl_2212,playlist,kobe,1,61,69,false
536,pl_2349,playlist,222,27,75,75,false
537,pl_2619,playlist,Island music,15,38,48,false
538,pl_2643,playlist,Throwback Hits  ,1,47,48,false
539,pl_2792,playlist,Chill out,10,103,144,false
540,pl_2828,playlist,Chill,1,62,91,false
541,pl_2938,playlist,Slow jamz,1,37,48,false
542,pl_2957,playlist,Now Playing,2699,46,47,false
543,pl_20058,playlist,sad songs,3,15,18,false
544,pl_20079,playlist,Boom,1,18,33,false
545,pl_20377,playlist,Blackbird,1,15,15,false
546,pl_20538,playlist,LIT,10,136,165,false
