id,original_id,type,name,followers,num_artists,num_albums,collaborative
40,pl_10565,playlist,👌🏼,8,78,83,false
41,pl_10593,playlist,Blessings,1,29,33,false
42,pl_10689,playlist,2014,2,118,154,false
43,pl_10693,playlist,Alt,1,19,39,false
44,pl_10805,playlist,Old,1,61,106,false
45,pl_10871,playlist,party ,1,13,16,false
46,pl_10973,playlist,dance music,1,49,59,false
47,pl_100005,playlist,Power,1,20,27,false
48,pl_100161,playlist,feeling good,1,20,23,false
49,pl_100225,playlist,chill,2,44,57,false
50,pl_100234,playlist,My Boys,1,46,79,false
51,pl_100257,playlist,Light It Up,1,34,36,false
52,pl_100281,playlist,road trips ,1,73,86,false
53,pl_100353,playlist,Jesus Jams,1,22,27,false
54,pl_100402,playlist,Calming,1,29,37,false
55,pl_100468,playlist,Lovely,1,31,34,false
56,pl_100642,playlist,Mondays,1,29,29,false
57,pl_100704,playlist,Favourite Songs,1,41,52,false
58,pl_100717,playlist,rainy day,1,5,7,false
59,pl_100775,playlist,Freestyle,1,16,16,false
60,pl_100855,playlist,90s,1,15,18,false
61,pl_100876,playlist,chill,1,14,19,false
62,pl_100883,playlist,Call Me Maybe,1,12,13,false
63,pl_101000,playlist,bands,1,66,73,false
64,pl_101309,playlist,21st party,2,52,55,false
65,pl_101324,playlist,OPM,1,17,21,false
66,pl_101326,playlist,summer 2016,1,12,19,false
67,pl_101359,playlist,moana,1,7,3,false
68,pl_101383,playlist,Here and now ,1,12,18,false
69,pl_101487,playlist,happy happy,1,53,54,false
70,pl_101502,playlist,edm,1,16,36,false
71,pl_101539,playlist,Chill Stuff,7,22,28,false
72,pl_101548,playlist,Emily's playlist,2,43,58,false
73,pl_101666,playlist,Jesus Music,1,8,24,false
74,pl_101792,playlist,Halloween party,1,67,70,false
75,pl_101872,playlist,soothing,1,16,17,false
76,pl_101877,playlist,top music.,1,84,116,false
77,pl_101892,playlist,Dubstep ,2,14,23,false
78,pl_101895,playlist,writing,2,41,74,false
79,pl_101942,playlist,snowboarding,1,46,49,false
80,pl_102066,playlist,throwbacks,1,64,88,false
81,pl_102181,playlist,Baby,4,35,40,true
82,pl_102258,playlist,mellow music,1,51,68,false
83,pl_102274,playlist,lit,2,98,155,false
84,pl_102324,playlist,BASIC,2,69,78,false
85,pl_102337,playlist,Rap,1,17,19,false
86,pl_102404,playlist,feels ,8,34,46,false
87,pl_102409,playlist,summer2016,1,55,71,false
88,pl_102433,playlist,feels,1,22,25,false
89,pl_102447,playlist,ballin,1,69,74,false
90,pl_102466,playlist,old rap,1,15,28,false
91,pl_102490,playlist,Bus,1,83,92,false
92,pl_102506,playlist,Homework playlist,1,22,32,false
93,pl_102547,playlist,Alex,1,14,14,false
94,pl_102582,playlist,Antidote,5,30,42,false
95,pl_102621,playlist,Canada,3,11,14,false
96,pl_102735,playlist,Christ,1,18,50,false
97,pl_102814,playlist,turn up,1,27,32,false
98,pl_102919,playlist,Groovy,1,32,36,false
99,pl_103029,playlist,lucy!!!!!!!!!!,2,30,40,false
100,pl_103087,playlist,tranquilo,3,127,142,false
101,pl_103092,playlist,House Party,1,65,77,false
102,pl_103131,playlist,Holidays,1,20,21,false
103,pl_103177,playlist,rachael,1,35,55,false
104,pl_103182,playlist,MELLOW,1,156,189,false
105,pl_103185,playlist,Throwback,1,12,13,false
106,pl_103242,playlist,Bones,1,36,39,false
107,pl_103336,playlist,Jammy jams,1,15,18,false
108,pl_103402,playlist,Main,1,50,55,false
109,pl_103429,playlist,#GameDay,1,38,47,false
110,pl_103658,playlist,Temporary,1,6,9,false
111,pl_103687,playlist,Coldplay,1,3,10,false
112,pl_103693,playlist,hindi,1,30,51,false
113,pl_103732,playlist,Chill,4,55,58,false
114,pl_103764,playlist,not bad,1,56,74,false
115,pl_103814,playlist,Halloween,1,79,95,true
116,pl_103887,playlist,Get Moving!!,1,67,84,false
117,pl_103892,playlist,Chill Vibes,1,9,10,false
118,pl_103907,playlist,Remix,1,11,11,false
119,pl_103918,playlist,just chillin,1,37,43,false
120,pl_103933,playlist,mix,1,77,107,false
121,pl_103940,playlist,90's Hip Hop,1,50,70,false
122,pl_103945,playlist,Workout,2,47,51,false
123,pl_103988,playlist,september ,1,35,42,false
124,pl_104052,playlist,March,2,151,165,false
125,pl_104096,playlist,list,1,57,68,false
126,pl_104161,playlist,Live,1,28,43,false
127,pl_104246,playlist,Halsey,4,20,23,false
128,pl_104459,playlist,Classic Rock,1,53,94,false
129,pl_104482,playlist,Chillllll,1,41,70,false
130,pl_104540,playlist,bop,1,14,16,false
131,pl_104543,playlist,elec,1,20,29,false
132,pl_104568,playlist,This Is Halloween,1,12,12,false
133,pl_104574,playlist,lalalalala,1,20,28,false
134,pl_104577,playlist,throwback,2,126,176,false
135,pl_104614,playlist,CHILL,1,14,18,false
136,pl_104644,playlist,happyness,1,20,20,false
137,pl_104686,playlist,A-list,2,18,18,false
138,pl_104704,playlist,Chill Out,1,47,53,false
139,pl_104790,playlist,STELLA,1,22,25,true
140,pl_104804,playlist,中文歌,2,58,97,false
141,pl_104974,playlist,Vibes,2,36,62,false
142,pl_105060,playlist,cosmos,2,21,25,false
143,pl_105105,playlist,Party Party,1,36,49,false
144,pl_105161,playlist,EXO,1,3,18,false
145,pl_105203,playlist,sorry,1,21,22,false
146,pl_105248,playlist,rap 3,1,9,9,false
147,pl_105256,playlist,spanish,2,76,123,false
148,pl_105286,playlist,PUMP UP,1,17,17,false
149,pl_105328,playlist,New 2016,1,23,24,false
150,pl_105356,playlist,Happiness,1,7,9,false
151,pl_105357,playlist,Disney,1,54,20,false
152,pl_105418,playlist,EXO,1,3,12,false
153,pl_105454,playlist,Love Songs,2,73,103,false
154,pl_105474,playlist,My Heart,1,9,9,false
155,pl_105491,playlist,Old Soul,1,152,215,false
156,pl_105513,playlist,Happiness ,1,17,12,false
157,pl_105574,playlist,Electro,1,8,18,false
158,pl_105602,playlist,Lit,3,8,10,false
159,pl_105721,playlist,Work,1,4,6,false
160,pl_105739,playlist,SUMMER17,1,59,68,false
161,pl_105827,playlist,country,1,22,29,false
162,pl_105840,playlist,Summer 2017,7,110,123,false
163,pl_105874,playlist,Mumford,1,6,18,false
164,pl_105886,playlist,Summer 2K17,2,21,19,false
165,pl_105887,playlist,awesome,1,10,10,false
166,pl_105890,playlist,Friendsgiving,1,26,38,false
167,pl_105948,playlist,uh oh,1,16,18,false
168,pl_106231,playlist,jiji,1,165,194,false
169,pl_106291,playlist,Adele – 21,1,26,37,false
170,pl_106294,playlist,Josh's Playlist,1,72,83,false
171,pl_106301,playlist,Kathy ,1,20,23,false
172,pl_106330,playlist,listen,1,17,19,false
173,pl_106363,playlist,Christmas,3,25,34,false
174,pl_106563,playlist,Christian,1,34,45,false
175,pl_106576,playlist,Indie,3,156,182,false
176,pl_106585,playlist,tbt,2,56,78,false
177,pl_106634,playlist,happier,1,13,13,false
178,pl_106717,playlist,Depressed,1,9,14,false
179,pl_106738,playlist,✨✨✨,2,7,13,false
180,pl_106756,playlist,Country Music :),2,50,81,false
181,pl_106767,playlist,Les mis,1,4,2,false
182,pl_106818,playlist,car music,1,26,31,false
183,pl_106852,playlist,Family,1,41,46,false
184,pl_106853,playlist,C o o l ,1,23,26,false
185,pl_106909,playlist,2017,1,48,50,false
186,pl_106958,playlist,College,1,35,47,false
187,pl_106968,playlist,Nostalgia,1,22,26,false
188,pl_107043,playlist,Stargazing,2,17,19,true
189,pl_107048,playlist,nostalgia,1,14,18,false
190,pl_107060,playlist,hello,1,21,26,false
191,pl_107100,playlist,NC,1,10,15,false
192,pl_107139,playlist,Christmas :),1,43,51,false
193,pl_107142,playlist,DJ,1,38,39,false
194,pl_107151,playlist,Disturbed ,2,45,62,false
195,pl_107195,playlist,summer ,1,29,34,false
196,pl_107206,playlist,Workout Music,1,27,42,false
197,pl_107215,playlist,d2,1,36,44,false
198,pl_107342,playlist,oh my,1,6,12,false
199,pl_107372,playlist,rnb,2,66,92,false
200,pl_107413,playlist,stolen,1,27,32,false
201,pl_107431,playlist,ATM,1,36,40,false
202,pl_107537,playlist,Reggaeton,2,22,26,false
203,pl_107632,playlist,POP Music,1,90,133,false
204,pl_107644,playlist,Clean,1,22,26,false
205,pl_107771,playlist,Spanish,2,59,130,false
206,pl_107821,playlist,weekend ,1,14,18,false
207,pl_107901,playlist,Empire,2,110,138,false
208,pl_107913,playlist,grant ,1,39,67,false
209,pl_108060,playlist,aaa,1,35,36,false
210,pl_108068,playlist,ween,1,3,20,false
211,pl_108091,playlist,Gym,5,73,106,false
212,pl_108106,playlist,2009,1,25,25,false
213,pl_108121,playlist,Power Workout,1,71,103,false
214,pl_108214,playlist,Jams,2,127,184,false
215,pl_108230,playlist,slaps,2,49,69,false
216,pl_108258,playlist,CAR,2,30,30,false
217,pl_108307,playlist,Christmas instrumental,1,19,25,false
218,pl_108395,playlist,Chill vibes,1,71,84,false
219,pl_108430,playlist,warm weather,1,18,19,false
220,pl_108510,playlist,chill worship,1,14,22,false
221,pl_108554,playlist,Fall 2016,1,42,44,false
222,pl_108583,playlist,car,1,25,28,false
223,pl_108691,playlist,Christmas,1,38,48,false
224,pl_108755,playlist,rainy day,1,51,66,false
225,pl_108846,playlist,Beyoncé ,1,3,12,false
226,pl_108901,playlist,Claire,1,22,23,false
227,pl_108949,playlist,anything,1,32,60,false
228,pl_108989,playlist,Disney songs,1,6,5,false
229,pl_108991,playlist,Slow,1,61,64,false
230,pl_109038,playlist,Justin ,1,58,107,false
231,pl_109098,playlist,Fire,1,85,118,false
232,pl_109166,playlist,xxx,1,25,35,false
233,pl_109210,playlist,Summer,1,66,89,false
234,pl_109361,playlist,chilllll,1,5,5,false
235,pl_109394,playlist,PREGAME,1,56,84,false
236,pl_109426,playlist,love songs,1,16,18,false
237,pl_109439,playlist,My music,1,44,55,false
238,pl_109468,playlist,NapTime,2,28,31,false
239,pl_109537,playlist,Workout,1,24,34,false
240,pl_109542,playlist,EDM,1,38,47,false
241,pl_109563,playlist,sad.,1,21,24,false
242,pl_109653,playlist,May 2015,4,10,10,false
243,pl_109782,playlist,!?!?!,1,42,45,false
244,pl_109800,playlist,Kush,1,28,32,false
245,pl_109861,playlist,warm up,5,71,78,false
246,pl_109884,playlist,wavy,1,32,33,false
247,pl_109885,playlist,Epic,1,17,21,false
248,pl_109936,playlist,Throwback Jams ,4,81,91,false
249,pl_109938,playlist,Mix,2,102,151,true
250,pl_109940,playlist,Funky,4,32,38,false
251,pl_109960,playlist,fave songs,1,31,34,false
252,pl_109964,playlist,light ,1,8,9,false
253,pl_11026,playlist,**Beast Mode**,3,86,113,false
254,pl_11083,playlist,Latin Mix,1,55,70,false
255,pl_11228,playlist,Summer vibe,2,37,42,false
256,pl_11266,playlist,Chillin',1,49,60,false
257,pl_11280,playlist,she,3,12,11,false
258,pl_11353,playlist,spanish music,2,28,41,false
259,pl_11368,playlist,country,1,26,32,false
260,pl_11390,playlist,Gone,1,5,5,false
261,pl_11406,playlist,Classical,3,15,22,false
262,pl_11457,playlist,relaxxx,4,133,188,false
263,pl_11524,playlist,POP,1,8,11,false
264,pl_11595,playlist,Never gets old,1,15,19,false
265,pl_11721,playlist,Liam,1,19,19,false
266,pl_11765,playlist,Good vibes,4,100,128,false
267,pl_11851,playlist,On My Mind,2,75,83,false
268,pl_11937,playlist,B2.,1,21,21,false
269,pl_11950,playlist,Dayum,1,10,19,false
270,pl_110152,playlist,2017,1,5,6,false
271,pl_110210,playlist,all,1,35,42,false
272,pl_110219,playlist,rap,3,16,16,false
273,pl_110303,playlist,angst,1,11,11,false
274,pl_110311,playlist,GYM,2,68,92,false
275,pl_110325,playlist,Rap,3,41,59,false
276,pl_110338,playlist,Hip-Hop/R&B,2,67,107,false
277,pl_110400,playlist,Chill,1,73,78,false
278,pl_110463,playlist,emma,1,136,141,false
279,pl_110549,playlist,Summer Country,1,39,59,false
280,pl_110575,playlist,// Neo Soul //,2,65,81,false
281,pl_110594,playlist,❤❤❤,1,8,8,false
282,pl_110663,playlist,😍😍,2,11,15,false
283,pl_110760,playlist,Hallelujah,1,25,43,false
284,pl_110768,playlist,Popular ,1,49,52,false
285,pl_110800,playlist,Cocktail Hour,1,21,22,true
286,pl_110835,playlist,Brantley Gilbert ,1,47,59,false
287,pl_110875,playlist,Homework,2,26,40,false
288,pl_110892,playlist,Music,2,20,37,false
289,pl_111063,playlist,January 2017,1,6,8,false
290,pl_111069,playlist,music,1,18,20,false
291,pl_111208,playlist,2016,1,70,88,false
292,pl_111267,playlist,Slip,1,14,14,false
293,pl_111440,playlist,good,1,13,19,false
294,pl_111457,playlist,Dance Music,1,8,16,false
295,pl_111474,playlist,GOOD COUNTRY ,2,47,79,false
296,pl_111582,playlist,Blues,1,5,7,false
297,pl_111622,playlist,party,1,64,82,false
298,pl_111667,playlist,Vibin',1,27,44,false
299,pl_111722,playlist,duets,1,9,11,false
300,pl_111743,playlist,mom,1,12,18,false
301,pl_111799,playlist,Instrumental Study,1,18,21,false
302,pl_111920,playlist,drive,2,66,73,false
303,pl_111997,playlist,UpBeat,1,15,15,false
304,pl_112078,playlist,Chill,1,27,42,false
305,pl_112093,playlist,muse,1,14,14,false
306,pl_112112,playlist,Daily Mix 2 ,1,15,15,false
307,pl_112265,playlist,Reggaeton,5,52,79,false
308,pl_112284,playlist,fire,1,35,48,false
309,pl_112349,playlist,July 2015,1,54,57,false
310,pl_112389,playlist,boxing,1,13,18,false
311,pl_112398,playlist,my jams,4,60,87,false
312,pl_112405,playlist,Sleep,1,20,20,false
313,pl_112418,playlist,80s,2,111,178,false
314,pl_112470,playlist,Jammin',4,56,114,false
315,pl_112495,playlist,Hi,2,36,48,false
316,pl_112547,playlist,party party,3,129,163,false
317,pl_112645,playlist,chilllll,1,6,8,false
318,pl_112656,playlist,workout,1,43,64,false
319,pl_112703,playlist,my jam,1,8,10,false
320,pl_112817,playlist,country tunes,1,31,50,false
321,pl_112901,playlist,Car tunes,1,81,130,false
322,pl_112977,playlist,country ,1,22,31,false
323,pl_113007,playlist,Oldies but Goodies,1,48,65,false
324,pl_113031,playlist,chill rnb,1,35,38,false
325,pl_113058,playlist,Death Grips,6,72,93,false
326,pl_113062,playlist,Choreo,1,20,20,false
327,pl_113072,playlist,Sunday Morning,1,12,19,false
328,pl_113094,playlist,Fallout 4,1,41,49,false
329,pl_113215,playlist,Movie Songs,1,21,18,false
330,pl_113224,playlist,☀️,1,22,25,false
331,pl_113233,playlist,lovely,1,14,20,false
332,pl_113367,playlist,nut,1,9,12,false
333,pl_113393,playlist,Real music,1,11,18,false
334,pl_113438,playlist,sleepy time,1,19,22,false
335,pl_113445,playlist,Billy,1,39,42,false
336,pl_113500,playlist,austin,1,22,29,false
337,pl_113538,playlist,tb,1,33,41,false
338,pl_113711,playlist,DRUMS,1,12,12,false
339,pl_113975,playlist,??,1,21,25,false
340,pl_113987,playlist,Everything,1,96,131,false
341,pl_114080,playlist,Road Trippin,1,10,10,false
342,pl_114105,playlist,November Rain,2,14,15,false
343,pl_114223,playlist,chill,14,159,173,false
344,pl_114235,playlist,Body Like A Back Road,1,7,7,false
345,pl_114397,playlist,db,1,74,92,false
346,pl_114506,playlist,classical,1,15,15,false
347,pl_114519,playlist,cool stuff,1,28,39,false
348,pl_114528,playlist,Entourage,1,183,213,false
349,pl_114632,playlist,Pop,1,33,45,false
350,pl_114702,playlist,Fire🔥,2,48,76,false
351,pl_114785,playlist,country ,1,79,144,false
352,pl_114786,playlist,decades ,1,71,75,false
353,pl_114943,playlist,sex,1,28,33,false
354,pl_114973,playlist,Random Goodness,3,86,93,false
355,pl_115011,playlist,idk,1,61,81,false
356,pl_115116,playlist,EM,1,7,20,false
357,pl_115264,playlist,Samba,1,35,39,false
358,pl_115281,playlist,Screamo.,1,21,36,false
359,pl_115506,playlist,Country ,1,12,27,false
360,pl_115524,playlist,untitled,1,25,28,false
361,pl_115527,playlist,ryan,1,42,57,false
362,pl_115535,playlist,Vampire Weekend,1,9,13,false
363,pl_115570,playlist,Hits,2,52,83,false
364,pl_115627,playlist,🤙🏼,1,44,45,false
365,pl_115629,playlist,ooouuu,1,18,24,false
366,pl_115651,playlist,billy joel,1,4,16,false
367,pl_115676,playlist,HipHop/Rap,1,80,126,false
368,pl_115719,playlist,Snowboarding,1,28,40,false
369,pl_115764,playlist,My Favorite songs,1,66,80,false
370,pl_115857,playlist,gc,5,50,61,false
371,pl_115895,playlist,Summer Jams,1,33,36,false
372,pl_115927,playlist,2017,1,40,60,false
373,pl_115943,playlist,Mornings,1,29,41,false
374,pl_115989,playlist,Country,1,26,42,false
375,pl_116005,playlist,Car,1,37,42,false
376,pl_116053,playlist,choonz,166,20,20,false
377,pl_116324,playlist,Bittersweet,1,12,12,false
378,pl_116337,playlist,M&M,1,53,58,false
379,pl_116422,playlist,sleep,1,44,60,false
380,pl_116478,playlist,Rock ,1,32,36,false
381,pl_116480,playlist,happy ,1,44,70,false
382,pl_116581,playlist,Romantica,1,13,26,false
383,pl_116669,playlist,Sad,5,17,21,false
384,pl_116700,playlist,morgan,3,16,19,false
385,pl_116705,playlist,new jams,1,43,47,false
386,pl_116742,playlist,chill,1,75,82,false
387,pl_116773,playlist,Silky,2,39,48,false
388,pl_116798,playlist,wedding ,1,54,61,false
389,pl_116875,playlist,Christmas,1,27,28,false
390,pl_116887,playlist,Run,2,15,17,false
391,pl_116896,playlist,musica romantica,1,5,10,false
392,pl_117001,playlist,you,1,13,15,false
393,pl_117026,playlist,chill,5,95,134,false
394,pl_117053,playlist,☁️☁️☁️,1,11,14,false
395,pl_117133,playlist,Bass,1,26,45,false
396,pl_117215,playlist,Rock,1,19,25,false
397,pl_117322,playlist,Ashley,1,190,203,false
398,pl_117369,playlist,Fall '16,1,64,68,false
399,pl_117393,playlist,Good vibes,1,9,24,false
400,pl_117508,playlist,grad party,1,105,139,false
401,pl_117722,playlist,throwbackssss ,2,16,29,false
402,pl_117734,playlist,cool stuff,1,29,44,false
403,pl_117741,playlist,house,1,64,76,false
404,pl_117753,playlist,Cyberpunk,1,75,92,false
405,pl_117817,playlist,Soothing,1,15,22,true
406,pl_117838,playlist,17,1,18,18,false
407,pl_117869,playlist,tranquil,1,6,6,false
408,pl_118013,playlist,Nashville,1,65,103,false
409,pl_118056,playlist,REVERIE,2,28,36,false
410,pl_118069,playlist,Retreat,1,8,10,false
411,pl_118097,playlist,Rihanna,1,10,19,false
412,pl_118143,playlist,MARATHON,1,86,103,false
413,pl_118179,playlist,fall,2,25,25,false
414,pl_118238,playlist,throwin it back ,1,16,22,false
415,pl_118243,playlist,Rock,1,32,44,false
416,pl_118301,playlist,Country,1,32,48,false
417,pl_118323,playlist,Hymns,1,49,59,false
418,pl_118390,playlist,get low,1,37,45,false
419,pl_118394,playlist,party,1,88,98,false
420,pl_118484,playlist,Duets,1,27,33,false
421,pl_118525,playlist,Hardstyle,1,24,31,false
422,pl_118532,playlist,NYC,1,25,26,false
423,pl_118536,playlist,My Music,1,101,123,false
424,pl_118613,playlist,Rap/Hip hop,1,37,66,false
425,pl_118709,playlist,Sleep 2,1,18,18,false
426,pl_118755,playlist,🎶🎵,2,45,48,false
427,pl_118827,playlist,otra,2,6,7,false
428,pl_118859,playlist,CHILDHOOD,1,48,58,false
429,pl_118876,playlist,90's Jams,1,5,6,false
430,pl_118937,playlist,pumped up,1,10,14,false
431,pl_118977,playlist,2013,1,22,23,false
432,pl_119005,playlist,Piola,1,120,150,false
433,pl_119023,playlist,up!,1,14,16,false
434,pl_119107,playlist,EDM,2,72,109,false
435,pl_119205,playlist,more,3,27,29,false
436,pl_119316,playlist,Chill,2,36,52,false
437,pl_119536,playlist,old school,1,54,71,false
438,pl_119572,playlist,real,2,90,147,false
439,pl_119637,playlist,27,1,40,50,false
440,pl_119643,playlist,Oldies,1,77,89,false
441,pl_119682,playlist,Rock,1,8,11,false
442,pl_119792,playlist,LIT,1,39,51,false
443,pl_119839,playlist,Lake ,1,39,40,false
444,pl_119853,playlist,EDEN,1,3,10,false
445,pl_12057,playlist,May,1,19,27,false
446,pl_12085,playlist,Zen,2,29,38,false
447,pl_12145,playlist,Play it forward,1,30,30,false
448,pl_12157,playlist,Disney,1,12,12,false
449,pl_12223,playlist,yoga,1,44,49,false
450,pl_12240,playlist,idk,1,16,16,false
451,pl_12264,playlist,Alternative,1,49,60,false
452,pl_12302,playlist,Classics,1,22,35,false
453,pl_12368,playlist,Ivy,1,35,46,false
454,pl_12393,playlist,jam$,1,36,57,false
455,pl_12559,playlist,pagode ,1,9,17,false
456,pl_12570,playlist,NEW york,1,95,97,false
457,pl_12813,playlist,Rockin',2,22,27,false
458,pl_12835,playlist,Shower,2,11,12,false
459,pl_12844,playlist,in my head ,1,68,74,false
460,pl_12851,playlist,Grey's Anatomy,2,15,18,false
461,pl_12906,playlist,2017,1,115,126,false
462,pl_120071,playlist,Lake,1,39,64,false
463,pl_120093,playlist,goldies,1,70,80,false
464,pl_120151,playlist,june 16,1,11,11,false
465,pl_120166,playlist,relax,1,17,17,false
466,pl_120190,playlist,Ryan,2,22,40,false
467,pl_120225,playlist,Dig It,1,52,51,false
468,pl_120382,playlist,Rap Music,2,35,40,false
469,pl_120420,playlist,Twisted,1,6,7,false
470,pl_120422,playlist,Vibes,1,41,41,false
471,pl_120599,playlist,workout,1,31,36,false
472,pl_120611,playlist,Mixx,1,30,30,false
473,pl_120755,playlist,r&b,1,30,39,false
474,pl_120854,playlist,electronic,1,53,68,false
475,pl_120894,playlist,Christmas,1,3,4,false
476,pl_120905,playlist,Sunday Candy,1,6,6,false
477,pl_120918,playlist,rap/trap,1,17,18,false
478,pl_120990,playlist,90s Dance,1,51,60,false
479,pl_121000,playlist,Country Christmas ,1,14,21,false
480,pl_121008,playlist,middle school,1,13,21,false
481,pl_121122,playlist,feel good,1,29,37,false
482,pl_121135,playlist,work out,1,29,36,false
483,pl_121146,playlist,FIFA Songs,1,7,7,false
484,pl_121225,playlist,Max's Playlist,1,25,25,false
485,pl_121240,playlist,Be Still,2,4,5,false
486,pl_121499,playlist,spanish,2,15,19,false
487,pl_121518,playlist,Work out,3,49,87,false
488,pl_121596,playlist,upbeat,1,36,48,false
489,pl_121604,playlist,🔊🔊🔊,2,61,98,false
490,pl_121691,playlist,old school rap,1,23,42,false
491,pl_121775,playlist,Mine,1,59,60,false
492,pl_121885,playlist,nerd,1,39,43,false
493,pl_121925,playlist,AIR,7,114,130,false
494,pl_121927,playlist,Party Music,1,35,37,false
495,pl_121985,playlist,Chilling,1,40,45,false
496,pl_122029,playlist,Workout,2,45,51,false
497,pl_122032,playlist,Ray,1,11,11,false
498,pl_122121,playlist,alternate,1,21,39,false
499,pl_122168,playlist,sleep,1,30,45,false
500,pl_122172,playlist,wedding!,1,17,17,false
501,pl_122223,playlist,vibes,1,14,34,false
502,pl_122233,playlist,backroads,1,65,110,false
503,pl_122254,playlist, Christmas Hits,1,43,44,false
504,pl_122329,playlist,Good,1,71,81,true
505,pl_122351,playlist,choir,1,12,14,false
506,pl_122470,playlist,Sleepy Time(: ,1,40,47,false
507,pl_122521,playlist,bootcamp,1,7,7,false
508,pl_122529,playlist,jammin,1,26,30,false
509,pl_122537,playlist,country ,3,42,87,false
510,pl_122560,playlist,March '16,2,18,21,false
511,pl_122626,playlist,classic,2,20,35,false
512,pl_122633,playlist,Friday ,1,11,12,false
513,pl_122645,playlist,elite,1,18,20,false
514,pl_122705,playlist,birthday,1,54,62,false
515,pl_122824,playlist,music,1,24,32,false
516,pl_122941,playlist,june,1,28,29,false
517,pl_122965,playlist,the ladies,1,29,46,false
518,pl_123015,playlist,Regeton,1,16,21,false
519,pl_123048,playlist,country,1,8,10,false
520,pl_123117,playlist,Old School,1,11,14,false
521,pl_123127,playlist,Air,1,66,107,false
522,pl_123142,playlist,WO,2,20,22,false
523,pl_123143,playlist,Country,1,66,95,false
524,pl_123206,playlist,chill ,1,57,72,false
525,pl_123223,playlist,🇪🇸🇪🇸🇪🇸,3,23,28,false
526,pl_123276,playlist,Songs I like,1,31,40,false
527,pl_123418,playlist,current,1,21,23,false
528,pl_123491,playlist,JESUS JAMS,1,23,30,false
529,pl_123624,playlist,Gym Rap,1,30,38,false
530,pl_123673,playlist,Vibe,1,76,103,false
531,pl_123678,playlist,Pregame ,7,31,31,false
532,pl_123679,playlist,Punk,1,5,7,false
533,pl_123783,playlist,pregame,1,84,105,false
534,pl_123941,playlist,New Country ,1,56,67,false
535,pl_124017,playlist,Good Vibes,1,61,83,false
536,pl_124049,playlist,90's,1,14,14,false
537,pl_124169,playlist,drive,1,25,35,false
538,pl_124226,playlist,ambient,5,60,83,false
539,pl_124246,playlist,play1,1,34,50,true
540,pl_124301,playlist,Female Vocals,5,50,64,false
541,pl_124329,playlist,moods,1,27,27,false
542,pl_124336,playlist,!Summer!,2,116,123,false
543,pl_124411,playlist,Halloween Party!,1,71,74,true
544,pl_124514,playlist,Synthwave,1,4,4,false
545,pl_124556,playlist,ayo ,4,55,77,false
546,pl_124576,playlist,Pump up songs,1,13,16,false
547,pl_124628,playlist,Hiphop,2,44,84,false
548,pl_124751,playlist,vibez,1,33,39,false
549,pl_124824,playlist,Ipod,1,45,74,false
550,pl_124959,playlist,Go,2,16,19,false
551,pl_124974,playlist,Mood,2,14,15,false
552,pl_125094,playlist,playlist,1,9,10,false
553,pl_125156,playlist,Musicals,1,22,15,false
554,pl_125170,playlist,Dead ,1,25,31,false
555,pl_125216,playlist,PANIC,1,3,12,false
556,pl_125271,playlist,country,1,44,80,false
557,pl_125277,playlist,1D,1,4,11,false
558,pl_125310,playlist,Chicken,4,53,85,false
559,pl_125353,playlist,feels,7,47,65,false
560,pl_125354,playlist,Summer Beats,1,28,33,false
