vertex,louvain,id,original_id,type,name,followers,num_artists,num_albums,collaborative
950,0,950,pl_143075,playlist,👌🏽,2,29,32,False
951,70,951,pl_143126,playlist,summer 2016,1,44,47,False
952,0,952,pl_143157,playlist,hh,1,59,107,True
953,0,953,pl_143290,playlist,Workout,1,27,39,False
954,4,954,pl_143293,playlist,Maroon 5,2,7,20,False
955,0,955,pl_143335,playlist,Boppin,2,26,33,False
956,2,956,pl_143382,playlist,Travel,1,7,7,False
957,0,957,pl_143486,playlist,vibes,2,15,20,False
958,0,958,pl_143578,playlist,Jamz,6,124,188,False
959,1,959,pl_143633,playlist,Shuffle,1,36,43,False
2816,2,2816,pl_223849,playlist,good stuff,3,35,35,False
2817,1,2817,pl_223850,playlist,Marcus,1,4,7,False
2818,1,2818,pl_223890,playlist,EDM,1,119,150,False
2819,147,2819,pl_223995,playlist,Background,2,18,23,False
2820,4,2820,pl_223999,playlist,TBT,4,57,61,True
2821,0,2821,pl_224057,playlist,Forever,1,32,44,False
2822,1,2822,pl_224082,playlist,2015,1,164,192,False
2823,8,2823,pl_224101,playlist,X-mas,1,25,27,False
2824,1,2824,pl_224173,playlist,chills,1,30,32,False
2825,0,2825,pl_224221,playlist,car,1,13,14,False
2826,1,2826,pl_224288,playlist,EDM,1,29,51,False
2827,0,2827,pl_224384,playlist,Childish Gambino,1,12,18,False
2828,2,2828,pl_224386,playlist,Sad times,1,18,25,False
2829,7,2829,pl_224440,playlist,Disney,2,40,26,False
2830,3,2830,pl_224454,playlist,bangers ,1,19,20,False
2831,0,2831,pl_224600,playlist,Blackbear,2,14,18,False
2432,0,2432,pl_207828,playlist,chill,1,31,37,False
2433,1,2433,pl_207886,playlist,Vibey,1,92,102,False
2434,4,2434,pl_207916,playlist,april 2017,1,72,97,False
2435,1,2435,pl_208115,playlist,run,1,9,11,False
2436,1,2436,pl_208119,playlist,Pop,1,44,59,False
2437,3,2437,pl_208227,playlist,california ,2,34,35,False
2438,0,2438,pl_208292,playlist,workout,3,68,88,False
2439,1,2439,pl_208343,playlist,Soon,4,33,34,False
2440,3,2440,pl_208346,playlist,POP,1,89,138,False
2441,0,2441,pl_208400,playlist,😍😍,1,7,8,False
2442,3,2442,pl_208517,playlist,Rock,1,53,88,False
2443,1,2443,pl_208520,playlist,New,1,20,21,False
2444,2,2444,pl_208553,playlist,Nicaragua ,1,11,11,False
2445,4,2445,pl_208596,playlist,Easy Listening,1,18,49,False
2446,3,2446,pl_208621,playlist,friends,1,13,13,False
2447,3,2447,pl_208629,playlist,softball,1,38,38,False
1696,3,1696,pl_178121,playlist,50s/60s,1,74,80,False
1697,6,1697,pl_178150,playlist,Chill Worship,1,66,83,False
1698,1,1698,pl_178341,playlist,school,2,24,28,False
1699,1,1699,pl_178374,playlist,summer 2015,2,32,34,False
1700,1,1700,pl_178406,playlist,Spring 2016,1,21,22,False
1701,0,1701,pl_178425,playlist,bangers,1,16,22,False
1702,5,1702,pl_178498,playlist,country,1,22,41,False
1703,4,1703,pl_178501,playlist,90s/Throwback,2,37,50,False
1704,0,1704,pl_178597,playlist,feels,2,26,38,False
1705,4,1705,pl_178693,playlist,tamil,1,29,40,False
1706,1,1706,pl_178720,playlist,Hits,4,77,97,False
1707,1,1707,pl_178759,playlist,Girly,5,4,6,False
1708,3,1708,pl_178771,playlist,reggae jams,2,57,101,False
1709,6,1709,pl_178776,playlist,Worship,1,18,27,False
1710,3,1710,pl_178813,playlist,Car Trip,1,54,85,False
1711,2,1711,pl_178834,playlist,Sunrise,1,49,50,False
1792,1,1792,pl_181296,playlist,Workout,1,41,51,False
1793,1,1793,pl_181318,playlist,Awesome,4,41,60,False
1794,1,1794,pl_181337,playlist,october,1,67,72,False
1795,103,1795,pl_181410,playlist,Treasure,5,12,12,False
1796,9,1796,pl_181422,playlist,Antiguas,3,20,33,False
1797,0,1797,pl_181724,playlist,seven,1,48,56,False
1798,104,1798,pl_181742,playlist,turnt,1,7,8,False
1799,2,1799,pl_181744,playlist,chill out,1,29,34,False
1800,3,1800,pl_181830,playlist,Galentine's Day,1,82,98,False
1801,4,1801,pl_182020,playlist,girl power,1,21,29,False
1802,4,1802,pl_182035,playlist,Our Playlist,2,103,125,True
1803,9,1803,pl_182190,playlist,Pop Latino,1,25,36,False
1804,5,1804,pl_182296,playlist,😍😍,2,45,65,False
1805,3,1805,pl_182298,playlist,Reggae,1,32,53,False
1806,0,1806,pl_182326,playlist,Cam,1,30,38,False
1807,4,1807,pl_182387,playlist,disney,1,6,9,False
3744,5,3744,pl_265488,playlist,anniversary party,1,117,156,False
3745,0,3745,pl_265636,playlist,fashion,1,60,100,False
3746,7,3746,pl_265652,playlist,Disney,2,31,14,True
3747,1,3747,pl_265679,playlist,New Love,1,38,43,False
3748,3,3748,pl_265751,playlist,Alternate,18,71,96,False
3749,3,3749,pl_265793,playlist,random,1,91,128,False
3750,4,3750,pl_265810,playlist,Kitty,1,69,124,False
3751,1,3751,pl_265846,playlist,Deep,1,15,16,False
3752,2,3752,pl_266037,playlist,Lately,1,20,20,False
3753,0,3753,pl_266040,playlist,road trip,3,27,33,False
3754,0,3754,pl_266044,playlist,R&B,1,22,28,False
3755,0,3755,pl_266080,playlist,birthday bash!,1,24,36,False
3756,187,3756,pl_266138,playlist,Folk you,1,35,35,False
3757,188,3757,pl_266209,playlist,Kids Worship,2,9,9,False
3758,0,3758,pl_266264,playlist,Rap,2,46,63,False
3759,0,3759,pl_266266,playlist,dylan,1,43,60,False
3760,4,3760,pl_266340,playlist,Upbeat,1,33,37,False
3761,189,3761,pl_266367,playlist,july,1,13,14,False
3762,1,3762,pl_266450,playlist,summer,1,22,23,False
3763,1,3763,pl_266572,playlist,Spring Fever,8,56,58,True
3764,5,3764,pl_266583,playlist,country vibes,1,80,125,False
3765,0,3765,pl_266638,playlist,Sunday Vibes,1,31,36,False
3766,3,3766,pl_266657,playlist,Reggae,1,46,71,False
3767,3,3767,pl_266710,playlist,Day,1,21,27,False
3768,1,3768,pl_266717,playlist,We Found Love,1,13,15,False
3769,2,3769,pl_266767,playlist,Bluegrass,2,60,61,False
3770,4,3770,pl_266906,playlist,Macklemore,1,67,85,False
3771,4,3771,pl_267082,playlist,pop,2,77,98,False
3772,6,3772,pl_267110,playlist,Spark,1,17,28,False
3773,1,3773,pl_267143,playlist,Whenever,2,37,41,False
3774,6,3774,pl_267155,playlist,Jesus,1,38,65,False
3775,1,3775,pl_267214,playlist,Sad Playlist ,1,33,36,False
656,1,656,pl_129985,playlist,Run,1,61,76,False
657,0,657,pl_13035,playlist,yeet,1,12,13,False
658,2,658,pl_13087,playlist,Morning Commute,1,62,82,False
659,3,659,pl_13138,playlist,Classics,1,15,21,False
660,0,660,pl_13207,playlist,At home,1,12,16,False
661,0,661,pl_13241,playlist,chill trap,1,43,52,False
662,9,662,pl_13253,playlist,spanish,1,13,17,False
663,1,663,pl_13395,playlist,March 2017,1,27,31,False
664,2,664,pl_13399,playlist,Boat,1,31,42,False
665,3,665,pl_13418,playlist,Master Playlist,1,45,50,False
666,1,666,pl_13466,playlist,Poolside,2,132,142,False
667,2,667,pl_13527,playlist,Sing me to sleep.,1,9,10,False
668,4,668,pl_13644,playlist,throwback,1,66,84,False
669,2,669,pl_13695,playlist,Let The Good Times Roll,1,27,38,False
670,5,670,pl_13730,playlist,country,1,93,156,False
671,3,671,pl_13739,playlist,Chill,1,29,53,False
1072,73,1072,pl_149304,playlist,September 2017,1,12,12,False
1073,6,1073,pl_149352,playlist,Worship,1,17,23,False
1074,4,1074,pl_149413,playlist,Dance Mix,2,94,106,False
1075,1,1075,pl_149415,playlist,Beach Vibes ,2,105,120,True
1076,1,1076,pl_149440,playlist,My Music,1,45,72,False
1077,5,1077,pl_149620,playlist,country,1,9,10,False
1078,3,1078,pl_149652,playlist,Classic rock,1,32,39,False
1079,5,1079,pl_149688,playlist,into the wild,1,71,80,False
1080,2,1080,pl_149700,playlist,Happy,1,21,23,False
1081,2,1081,pl_149704,playlist,Music for the Soul,1,19,28,False
1082,1,1082,pl_149710,playlist,❤️,1,9,11,False
1083,0,1083,pl_149752,playlist,Pop Music,1,21,26,False
1084,0,1084,pl_149757,playlist,litty,1,20,23,False
1085,2,1085,pl_149778,playlist,childhood,1,10,10,False
1086,0,1086,pl_149802,playlist,jams,3,99,153,False
1087,1,1087,pl_149837,playlist,Dance,1,105,182,False
368,1,368,pl_115719,playlist,Snowboarding,1,28,40,False
369,1,369,pl_115764,playlist,My Favorite songs,1,66,80,False
370,4,370,pl_115857,playlist,gc,5,50,61,False
371,1,371,pl_115895,playlist,Summer Jams,1,33,36,False
372,2,372,pl_115927,playlist,2017,1,40,60,False
373,6,373,pl_115943,playlist,Mornings,1,29,41,False
374,5,374,pl_115989,playlist,Country,1,26,42,False
375,4,375,pl_116005,playlist,Car,1,37,42,False
376,40,376,pl_116053,playlist,choonz,166,20,20,False
377,2,377,pl_116324,playlist,Bittersweet,1,12,12,False
378,2,378,pl_116337,playlist,M&M,1,53,58,False
379,2,379,pl_116422,playlist,sleep,1,44,60,False
380,3,380,pl_116478,playlist,Rock ,1,32,36,False
381,2,381,pl_116480,playlist,happy ,1,44,70,False
382,9,382,pl_116581,playlist,Romantica,1,13,26,False
383,7,383,pl_116669,playlist,Sad,5,17,21,False
272,0,272,pl_110219,playlist,rap,3,16,16,False
273,1,273,pl_110303,playlist,angst,1,11,11,False
274,4,274,pl_110311,playlist,GYM,2,68,92,False
275,0,275,pl_110325,playlist,Rap,3,41,59,False
276,0,276,pl_110338,playlist,Hip-Hop/R&B,2,67,107,False
277,1,277,pl_110400,playlist,Chill,1,73,78,False
278,2,278,pl_110463,playlist,emma,1,136,141,False
279,5,279,pl_110549,playlist,Summer Country,1,39,59,False
280,0,280,pl_110575,playlist,// Neo Soul //,2,65,81,False
281,0,281,pl_110594,playlist,❤❤❤,1,8,8,False
282,0,282,pl_110663,playlist,😍😍,2,11,15,False
283,6,283,pl_110760,playlist,Hallelujah,1,25,43,False
284,4,284,pl_110768,playlist,Popular ,1,49,52,False
285,3,285,pl_110800,playlist,Cocktail Hour,1,21,22,True
286,5,286,pl_110835,playlist,Brantley Gilbert ,1,47,59,False
287,0,287,pl_110875,playlist,Homework,2,26,40,False
1488,3,1488,pl_168961,playlist,punk rock!!,1,14,30,False
1489,0,1489,pl_168971,playlist,calming music,1,7,9,False
1490,3,1490,pl_169056,playlist,rEMIX,1,9,10,False
1491,4,1491,pl_169086,playlist,90's party,1,25,26,False
1492,5,1492,pl_169315,playlist,country ,1,11,17,False
1493,2,1493,pl_169409,playlist,Driving,1,74,101,False
1494,1,1494,pl_169458,playlist,BEST PLAYLIST EVER,1,121,158,False
1495,1,1495,pl_169463,playlist,Gym,1,25,31,False
1496,0,1496,pl_169465,playlist,mmm,2,59,79,False
1497,4,1497,pl_169501,playlist,Vegas,1,29,34,False
1498,4,1498,pl_169516,playlist,Throwbacks,1,36,40,False
1499,2,1499,pl_169628,playlist,Indie,1,37,43,False
1500,1,1500,pl_169629,playlist,Party,2,19,25,False
1501,87,1501,pl_169641,playlist,TODAY,1,11,11,False
1502,4,1502,pl_169645,playlist,Essentials,2,7,10,False
1503,4,1503,pl_169686,playlist,rUN 2016,1,128,154,False
2960,2,2960,pl_23347,playlist,summer 2016,1,19,22,False
2961,6,2961,pl_23413,playlist,Hillsong Worship,2,8,28,False
2962,1,2962,pl_23433,playlist,Electronic,1,22,35,False
2963,0,2963,pl_23566,playlist,vibin ,1,129,152,False
2964,1,2964,pl_23570,playlist,Shared,1,34,37,False
2965,3,2965,pl_23583,playlist,country,1,91,167,False
2966,4,2966,pl_23622,playlist,yo,2,88,143,False
2967,3,2967,pl_23648,playlist,Billy Joel ,3,31,53,False
2968,3,2968,pl_23668,playlist,90's,3,20,26,False
2969,0,2969,pl_23726,playlist,Turn Up,2,37,51,False
2970,1,2970,pl_23740,playlist,EDM,3,65,76,False
2971,6,2971,pl_23748,playlist,Amazing Grace,1,38,45,False
2972,3,2972,pl_23757,playlist,70's,1,55,120,False
2973,0,2973,pl_23770,playlist,basketball,1,15,24,False
2974,3,2974,pl_23802,playlist,FNAF,1,3,4,False
2975,2,2975,pl_23814,playlist,summer 2015,1,7,12,False
3728,0,3728,pl_264654,playlist,Go,1,35,65,False
3729,3,3729,pl_264660,playlist,Blues Rock,1,5,15,False
3730,3,3730,pl_264665,playlist,tripping,1,9,10,False
3731,186,3731,pl_264692,playlist,creep,1,16,21,False
3732,3,3732,pl_264731,playlist,Groovin',2,41,67,False
3733,0,3733,pl_264753,playlist,jumpman,1,37,47,False
3734,3,3734,pl_264888,playlist,rip,1,9,9,False
3735,3,3735,pl_264970,playlist,Good,1,13,19,False
3736,3,3736,pl_265006,playlist,America!,2,47,65,False
3737,7,3737,pl_265186,playlist,Disney,1,17,11,False
3738,5,3738,pl_265197,playlist,Dani,1,49,66,False
3739,4,3739,pl_265225,playlist,shower,2,55,66,False
3740,3,3740,pl_265306,playlist,vocal,1,10,19,False
3741,4,3741,pl_265320,playlist,It's Lit,1,66,98,False
3742,3,3742,pl_265413,playlist,tbt,1,18,18,False
3743,1,3743,pl_265460,playlist,Dance,1,42,59,False
384,0,384,pl_116700,playlist,morgan,3,16,19,False
385,1,385,pl_116705,playlist,new jams,1,43,47,False
386,1,386,pl_116742,playlist,chill,1,75,82,False
387,2,387,pl_116773,playlist,Silky,2,39,48,False
388,2,388,pl_116798,playlist,wedding ,1,54,61,False
389,8,389,pl_116875,playlist,Christmas,1,27,28,False
390,4,390,pl_116887,playlist,Run,2,15,17,False
391,9,391,pl_116896,playlist,musica romantica,1,5,10,False
392,1,392,pl_117001,playlist,you,1,13,15,False
393,2,393,pl_117026,playlist,chill,5,95,134,False
394,2,394,pl_117053,playlist,☁️☁️☁️,1,11,14,False
395,0,395,pl_117133,playlist,Bass,1,26,45,False
396,3,396,pl_117215,playlist,Rock,1,19,25,False
397,1,397,pl_117322,playlist,Ashley,1,190,203,False
398,0,398,pl_117369,playlist,Fall '16,1,64,68,False
399,2,399,pl_117393,playlist,Good vibes,1,9,24,False
1024,2,1024,pl_147164,playlist,Bliss,1,68,79,False
1025,3,1025,pl_147262,playlist,space jams,2,10,14,False
1026,3,1026,pl_147302,playlist,island jams,2,39,55,False
1027,3,1027,pl_147382,playlist,🌊🌊🌊,1,12,18,False
1028,2,1028,pl_147398,playlist,</3,2,64,76,False
1029,4,1029,pl_147567,playlist,Jammin',1,20,22,False
1030,1,1030,pl_147581,playlist,Dance!,2,31,38,False
1031,1,1031,pl_147615,playlist,ashley,1,19,20,False
1032,1,1032,pl_147617,playlist,Catchy songs,1,130,180,False
1033,2,1033,pl_147629,playlist,SLEEP,1,28,30,False
1034,3,1034,pl_147638,playlist,Daddy,2,16,25,False
1035,2,1035,pl_147644,playlist,Young And Beautiful,1,6,8,True
1036,0,1036,pl_147662,playlist,new,1,49,57,False
1037,0,1037,pl_147673,playlist,fall 2017,1,106,131,False
1038,1,1038,pl_147714,playlist,lets get weird,1,56,88,False
1039,7,1039,pl_147738,playlist,The Piano Guys,1,5,8,False
48,1,48,pl_100161,playlist,feeling good,1,20,23,False
49,2,49,pl_100225,playlist,chill,2,44,57,False
50,3,50,pl_100234,playlist,My Boys,1,46,79,False
51,1,51,pl_100257,playlist,Light It Up,1,34,36,False
52,5,52,pl_100281,playlist,road trips ,1,73,86,False
53,6,53,pl_100353,playlist,Jesus Jams,1,22,27,False
54,2,54,pl_100402,playlist,Calming,1,29,37,False
55,2,55,pl_100468,playlist,Lovely,1,31,34,False
56,3,56,pl_100642,playlist,Mondays,1,29,29,False
57,1,57,pl_100704,playlist,Favourite Songs,1,41,52,False
58,27,58,pl_100717,playlist,rainy day,1,5,7,False
59,3,59,pl_100775,playlist,Freestyle,1,16,16,False
60,3,60,pl_100855,playlist,90s,1,15,18,False
61,2,61,pl_100876,playlist,chill,1,14,19,False
62,4,62,pl_100883,playlist,Call Me Maybe,1,12,13,False
63,2,63,pl_101000,playlist,bands,1,66,73,False
2352,2,2352,pl_204680,playlist,For Bae,1,49,67,False
2353,1,2353,pl_204710,playlist,Drop the Bass,3,33,55,False
2354,1,2354,pl_204733,playlist,Running,1,107,125,False
2355,1,2355,pl_204844,playlist,Chill,1,32,37,False
2356,3,2356,pl_204881,playlist,Oldies,1,31,34,False
2357,1,2357,pl_204887,playlist,Workout ,1,9,10,False
2358,0,2358,pl_204959,playlist,pregame,1,33,42,False
2359,2,2359,pl_204972,playlist,Feb 2014,1,19,22,False
2360,2,2360,pl_205051,playlist,Nostalgia,1,60,83,False
2361,3,2361,pl_205073,playlist,Getting Ready :) ,1,97,114,False
2362,7,2362,pl_205074,playlist,Disney,1,19,18,True
2363,1,2363,pl_205125,playlist,fav playlist,1,31,37,False
2364,3,2364,pl_205169,playlist,Classic Chill,2,57,94,False
2365,4,2365,pl_205346,playlist,Memphis,2,20,20,False
2366,4,2366,pl_205361,playlist,THROWBACK BOPS,1,109,124,False
2367,2,2367,pl_205366,playlist,cruise,1,13,13,False
320,5,320,pl_112817,playlist,country tunes,1,31,50,False
321,4,321,pl_112901,playlist,Car tunes,1,81,130,False
322,5,322,pl_112977,playlist,country ,1,22,31,False
323,3,323,pl_113007,playlist,Oldies but Goodies,1,48,65,False
324,0,324,pl_113031,playlist,chill rnb,1,35,38,False
325,4,325,pl_113058,playlist,Death Grips,6,72,93,False
326,2,326,pl_113062,playlist,Choreo,1,20,20,False
327,2,327,pl_113072,playlist,Sunday Morning,1,12,19,False
328,3,328,pl_113094,playlist,Fallout 4,1,41,49,False
329,7,329,pl_113215,playlist,Movie Songs,1,21,18,False
330,0,330,pl_113224,playlist,☀️,1,22,25,False
331,2,331,pl_113233,playlist,lovely,1,14,20,False
332,0,332,pl_113367,playlist,nut,1,9,12,False
333,4,333,pl_113393,playlist,Real music,1,11,18,False
334,2,334,pl_113438,playlist,sleepy time,1,19,22,False
335,0,335,pl_113445,playlist,Billy,1,39,42,False
816,0,816,pl_137822,playlist,Bike Ride,1,23,25,False
817,3,817,pl_137858,playlist,My Faves,1,17,27,False
818,0,818,pl_137860,playlist,Bassline,1,6,6,False
819,3,819,pl_137892,playlist,Homework,1,26,37,False
820,3,820,pl_137941,playlist,Ol skool,2,47,58,False
821,0,821,pl_137971,playlist,vibes,1,23,30,False
822,2,822,pl_137993,playlist,study,2,90,97,False
823,7,823,pl_138008,playlist,Star Wars,1,5,7,False
824,2,824,pl_138033,playlist,enjoy!,2,76,90,False
825,2,825,pl_138109,playlist,Girls,3,13,22,False
826,4,826,pl_138235,playlist,OMFG,1,13,15,False
827,3,827,pl_138241,playlist,Shower,1,25,26,False
828,2,828,pl_138283,playlist,smooth,1,31,35,False
829,0,829,pl_138284,playlist,Rap favorites,1,50,86,False
830,1,830,pl_138316,playlist,Music,1,137,177,False
831,2,831,pl_138339,playlist,sleep 💤,3,139,177,False
6480,0,6480,pl_391896,playlist,My Jams,1,30,32,False
6481,8,6481,pl_391903,playlist,Christmas Music,1,15,23,False
6482,2,6482,pl_391992,playlist,places,1,22,27,False
6483,0,6483,pl_392053,playlist,baby blue,3,20,21,False
6484,10,6484,pl_392084,playlist,Random,1,7,8,False
6485,3,6485,pl_392087,playlist,Main music,1,45,92,False
6486,0,6486,pl_392147,playlist,The Fall,2,18,29,False
6487,5,6487,pl_392236,playlist,Best country!,1,41,78,False
6488,1,6488,pl_392304,playlist,Pop Mix,10,54,68,False
6489,2,6489,pl_392503,playlist,chill chill chill ,1,11,11,False
6490,0,6490,pl_392592,playlist,Good songs,1,37,51,False
6491,0,6491,pl_392708,playlist,rap,1,63,87,False
6492,6,6492,pl_392711,playlist,Worship,1,48,95,False
6493,2,6493,pl_392720,playlist,Nope,1,8,11,False
6494,0,6494,pl_392775,playlist,rap,3,42,51,False
6495,4,6495,pl_392806,playlist,Disney Channel,1,45,54,False
2000,0,2000,pl_190179,playlist,Spring Break,2,28,31,False
2001,8,2001,pl_190344,playlist,xmas,1,35,40,False
2002,2,2002,pl_190365,playlist,Electronic,1,28,38,False
2003,2,2003,pl_190397,playlist,FALL,1,32,36,False
2004,0,2004,pl_190430,playlist,ggggg,1,31,31,False
2005,2,2005,pl_190444,playlist,vd,1,40,48,False
2006,4,2006,pl_190463,playlist,Bruh,1,81,144,False
2007,7,2007,pl_190472,playlist,kids,1,38,50,False
2008,2,2008,pl_190564,playlist,girls weekend,1,34,34,False
2009,2,2009,pl_190664,playlist,Background Music,1,42,46,True
2010,5,2010,pl_190704,playlist,country,1,34,55,False
2011,2,2011,pl_190747,playlist,Acoustic,2,26,31,False
2012,3,2012,pl_190759,playlist,FREEDOM,2,31,31,False
2013,3,2013,pl_190827,playlist,WORKOUT JAMS,2,39,60,False
2014,4,2014,pl_190905,playlist,RIOT!!,2,37,44,False
2015,4,2015,pl_190972,playlist,Rap/Reggae,1,27,33,False
3264,6,3264,pl_242751,playlist,church,1,34,58,False
3265,4,3265,pl_242825,playlist,Gangsta,1,34,44,False
3266,1,3266,pl_242891,playlist,VEGAS,1,11,17,False
3267,2,3267,pl_242940,playlist,Tuna,1,59,73,False
3268,2,3268,pl_242947,playlist,Break up songs,1,13,13,False
3269,2,3269,pl_242952,playlist,love love love,2,84,117,False
3270,1,3270,pl_243050,playlist,Emotions ,1,33,50,False
3271,3,3271,pl_243137,playlist,1992,1,31,31,False
3272,4,3272,pl_243156,playlist,HiP-HoP,3,11,16,False
3273,4,3273,pl_243169,playlist,Bops,1,9,11,False
3274,0,3274,pl_243177,playlist,Chillin,1,38,49,False
3275,0,3275,pl_243223,playlist,LOVING,4,33,50,False
