original_id,degree,degree_centrality_nx
pl_17581,176,0.03520704140828165
pl_17695,467,0.09341868373674735
pl_170762,36,0.0072014402880576115
pl_170840,1893,0.3786757351470294
pl_170889,1379,0.27585517103420687
pl_171004,644,0.1288257651530306
pl_171626,163,0.03260652130426085
pl_171941,25,0.005001000200040008
pl_172039,59,0.011802360472094419
pl_172068,1148,0.22964592918583718
pl_172096,195,0.03900780156031206
pl_172134,940,0.1880376075215043
pl_172182,40,0.008001600320064013
pl_172393,859,0.17183436687337467
pl_172512,1962,0.39247849569913984
pl_172618,1172,0.23444688937787558
pl_172628,179,0.03580716143228646
pl_172631,481,0.09621924384876976
pl_172687,290,0.058011602320464095
pl_172855,74,0.014802960592118424
pl_173155,1075,0.21504300860172035
pl_173164,161,0.03220644128825765
pl_173444,854,0.17083416683336666
pl_173614,711,0.14222844568913784
pl_173690,946,0.1892378475695139
pl_173820,91,0.01820364072814563
pl_173832,1226,0.24524904980996198
pl_174278,773,0.15463092618523705
pl_174292,249,0.04980996199239848
pl_174358,1133,0.22664532906581317
pl_174389,694,0.13882776555311063
pl_174593,971,0.1942388477695539
pl_175226,413,0.08261652330466093
pl_175844,544,0.10882176435287058
pl_176132,570,0.11402280456091218
pl_176156,1674,0.3348669733946789
pl_176276,2249,0.4498899779955991
pl_176436,157,0.03140628125625125
pl_176573,113,0.022604520904180837
pl_176770,27,0.0054010802160432084
pl_177118,504,0.10082016403280657
pl_177145,248,0.04960992198439688
pl_177149,643,0.128625725145029
pl_177251,90,0.01800360072014403
pl_177554,1372,0.27445489097819564
pl_177587,1,0.00020004000800160032
pl_177874,1280,0.2560512102420484
pl_177927,1859,0.371874374874975
pl_178014,1851,0.3702740548109622
pl_178144,99,0.01980396079215843
pl_178210,16,0.003200640128025605
pl_178272,1,0.00020004000800160032
pl_178286,1526,0.3052610522104421
pl_178563,1828,0.3656731346269254
pl_179337,497,0.09941988397679535
pl_179504,801,0.16023204640928185
pl_179519,129,0.025805161032206442
pl_179835,801,0.16023204640928185
pl_179873,416,0.08321664332866574
pl_179944,1596,0.31926385277055414
pl_18222,1105,0.22104420884176834
pl_18659,22,0.004400880176035207
pl_18673,1008,0.20164032806561313
pl_180173,1314,0.2628525705141028
pl_180472,604,0.1208241648329666
pl_180525,1049,0.20984196839367875
pl_180606,401,0.08021604320864173
pl_180831,3,0.000600120024004801
pl_180868,819,0.16383276655331067
pl_181049,930,0.1860372074414883
pl_181083,714,0.14282856571314262
pl_181671,829,0.16583316663332667
pl_181891,111,0.022204440888177635
pl_181924,1189,0.2378475695139028
pl_182557,592,0.1184236847369474
pl_182787,946,0.1892378475695139
pl_182899,473,0.09461892378475695
pl_182916,565,0.11302260452090418
pl_183212,974,0.19483896779355872
pl_183272,328,0.0656131226245249
pl_183777,41,0.008201640328065612
pl_183946,1938,0.38767753550710143
pl_183963,987,0.1974394878975795
pl_184088,1071,0.21424284856971396
pl_184121,947,0.1894378875775155
pl_184372,244,0.04880976195239048
pl_184398,33,0.006601320264052811
pl_184596,587,0.11742348469693939
pl_184621,510,0.10202040408081617
pl_184655,691,0.13822764552910582
pl_184679,789,0.15783156631326264
pl_184945,5,0.0010002000400080016
pl_185006,2017,0.4034806961392278
pl_185105,812,0.16243248649729947
pl_185236,1161,0.23224644928985796
pl_185282,305,0.0610122024404881
pl_185322,35,0.007001400280056011
pl_185342,741,0.14822964592918583
pl_185640,123,0.02460492098419684
pl_185794,553,0.11062212442488498
pl_185841,664,0.1328265653130626
pl_185854,502,0.10042008401680336
pl_186252,1029,0.20584116823364673
pl_186281,530,0.10602120424084817
pl_186759,425,0.08501700340068014
pl_187214,50,0.010002000400080016
pl_187438,857,0.17143428685737147
pl_187481,623,0.124624924984997
pl_187827,674,0.13482696539307862
pl_188222,1033,0.20664132826565312
pl_188411,1226,0.24524904980996198
pl_188453,107,0.021404280856171236
pl_188546,548,0.10962192438487697
pl_188564,678,0.135627125425085
pl_188719,1539,0.3078615723144629
pl_189418,397,0.07941588317663532
pl_189580,55,0.011002200440088018
pl_189662,330,0.06601320264052811
pl_189743,59,0.011802360472094419
pl_19068,819,0.16383276655331067
pl_19447,144,0.028805761152230446
pl_19477,749,0.14982996599319864
pl_19479,973,0.1946389277855571
pl_19695,392,0.07841568313662732
pl_19967,4,0.0008001600320064013
pl_190038,558,0.11162232446489298
pl_190435,364,0.07281456291258252
pl_191000,380,0.07601520304060812
pl_191061,561,0.11222244448889777
pl_191133,1503,0.3006601320264053
pl_191247,9,0.0018003600720144029
pl_191319,656,0.1312262452490498
pl_191348,645,0.1290258051610322
pl_191353,30,0.006001200240048009
pl_191366,956,0.1912382476495299
pl_191477,947,0.1894378875775155
pl_192774,72,0.014402880576115223
pl_193148,154,0.03080616123224645
pl_193351,3,0.000600120024004801
pl_193811,12,0.002400480096019204
pl_193899,506,0.10122024404880976
pl_193922,55,0.011002200440088018
pl_194116,501,0.10022004400880176
pl_194160,662,0.13242648529705942
pl_194467,1210,0.2420484096819364
pl_194843,308,0.0616123224644929
pl_195054,727,0.14542908581716343
pl_195133,74,0.014802960592118424
pl_195313,817,0.16343268653730747
pl_195457,206,0.04120824164832967
pl_195664,570,0.11402280456091218
pl_195690,941,0.1882376475295059
pl_195754,0,0.0
pl_196361,162,0.032406481296259254
pl_196390,997,0.19943988797759551
pl_196630,405,0.08101620324064814
pl_196991,1525,0.3050610122024405
pl_197140,834,0.16683336667333468
pl_197287,313,0.0626125225045009
pl_197714,583,0.11662332466493298
pl_197772,575,0.11502300460092019
pl_197803,1346,0.269253850770154
pl_197875,11,0.0022004400880176033
pl_198045,640,0.1280256051210242
pl_198249,498,0.09961992398479697
pl_198403,533,0.10662132426485298
pl_198434,872,0.17443488697739548
pl_198469,788,0.15763152630526106
pl_198471,2052,0.41048209641928385
pl_198574,821,0.16423284656931386
pl_198644,470,0.09401880376075215
pl_198717,141,0.028205641128225645
pl_198999,732,0.14642928585717144
pl_199134,215,0.04300860172034407
pl_199145,638,0.127625525105021
pl_199390,32,0.00640128025605121
pl_199490,539,0.10782156431286258
pl_199538,221,0.04420884176835367
pl_2212,1747,0.34946989397879574
pl_2349,11,0.0022004400880176033
pl_2619,244,0.04880976195239048
pl_2643,779,0.15583116623324664
pl_2792,1519,0.3038607721544309
pl_2828,75,0.015003000600120024
pl_2938,28,0.005601120224044809
pl_2957,9,0.0018003600720144029
pl_20058,388,0.07761552310462093
pl_20079,398,0.07961592318463692
pl_20377,22,0.004400880176035207
pl_20538,1935,0.3870774154830966
pl_20603,14,0.0028005601120224045
pl_20760,1003,0.20064012802560513
pl_20772,722,0.14442888577715543
pl_200159,1127,0.22544508901780355
pl_200519,906,0.1812362472494499
pl_200963,74,0.014802960592118424
pl_201131,1214,0.24284856971394278
pl_201270,501,0.10022004400880176
pl_202247,1052,0.21044208841768353
pl_202267,1430,0.28605721144228846
pl_202283,740,0.14802960592118425
pl_202369,799,0.15983196639327865
pl_202377,1341,0.268253650730146
pl_202890,486,0.09721944388877776
pl_203022,698,0.13962792558511702
pl_203179,336,0.06721344268853771
pl_203241,656,0.1312262452490498
pl_203285,270,0.05401080216043209
pl_203809,240,0.048009601920384073
pl_203839,264,0.052810562112422486
pl_204123,2,0.00040008001600320064
pl_204541,1269,0.2538507701540308
pl_204769,422,0.08441688337667534
pl_204833,113,0.022604520904180837
pl_204905,1214,0.24284856971394278
pl_205068,1436,0.2872574514902981
pl_205129,671,0.1342268453690738
pl_205144,36,0.0072014402880576115
pl_205946,33,0.006601320264052811
pl_206004,1981,0.39627925585117024
pl_206290,1008,0.20164032806561313
pl_206361,209,0.04180836167233447
pl_206375,764,0.15283056611322265
pl_206499,1391,0.27825565113022604
pl_206583,366,0.07321464292858572
pl_206764,12,0.002400480096019204
pl_206771,26,0.005201040208041609
pl_207765,1819,0.36387277455491096
pl_207784,1816,0.3632726545309062
pl_208082,1312,0.2624524904980996
pl_208237,1011,0.2022404480896179
pl_208471,672,0.13442688537707542
pl_208925,814,0.16283256651330266
pl_209304,73,0.014602920584116823
pl_209598,116,0.023204640928185638
pl_209678,632,0.1264252850570114
pl_209787,992,0.1984396879375875
pl_209900,163,0.03260652130426085
pl_21167,265,0.053010602120424084
pl_21400,1071,0.21424284856971396
pl_21486,219,0.04380876175235047
pl_21539,1921,0.3842768553710742
pl_21550,7,0.0014002800560112022
pl_21761,88,0.017603520704140826
pl_21805,172,0.034406881376275254
pl_21860,717,0.14342868573714743
pl_210070,353,0.07061412282456492
pl_210615,767,0.15343068613722743
pl_210686,924,0.18483696739347868
pl_211162,892,0.1784356871374275
pl_211260,1159,0.23184636927385477
pl_211549,851,0.17023404680936188
pl_211607,760,0.15203040608121624
pl_211648,147,0.029405881176235247
pl_211774,2,0.00040008001600320064
pl_212021,78,0.015603120624124825
pl_212178,18,0.0036007201440288058
pl_212280,1280,0.2560512102420484
pl_212656,1716,0.34326865373074616
pl_212768,196,0.03920784156831366
pl_212786,318,0.0636127225445089
pl_213008,1,0.00020004000800160032
pl_213033,766,0.15323064612922585
pl_213261,1,0.00020004000800160032
pl_213689,1619,0.32386477295459093
pl_213946,1771,0.35427085417083415
pl_213958,839,0.16783356671334268
pl_214172,1514,0.3028605721144229
pl_214454,503,0.10062012402480495
pl_214656,309,0.0618123624724945
pl_214856,1,0.00020004000800160032
pl_215039,404,0.08081616323264652
pl_215165,1203,0.2406481296259252
pl_215281,256,0.05121024204840968
pl_215403,603,0.120624124824965
pl_215758,491,0.09821964392878575
pl_216229,665,0.13302660532106422
pl_216509,1402,0.28045609121824366
pl_216521,1252,0.2504500900180036
pl_216540,895,0.17903580716143228
pl_217075,1384,0.2768553710742148
pl_217602,712,0.14242848569713942
pl_217651,808,0.16163232646529305
pl_217794,137,0.027405481096219243
pl_218352,521,0.10422084416883377
pl_218354,401,0.08021604320864173
pl_218852,59,0.011802360472094419
pl_218906,622,0.1244248849769954
pl_219290,654,0.1308261652330466
pl_219492,1301,0.26025205041008204
pl_219591,1073,0.21464292858571715
pl_219999,733,0.14662932586517302
pl_22202,303,0.060612122424484896
pl_22792,943,0.18863772754550912
pl_220308,118,0.023604720944188837
pl_220679,173,0.03460692138427685
pl_221117,1142,0.22844568913782756
pl_221183,16,0.003200640128025605
pl_221245,861,0.17223444688937786
pl_221320,1099,0.21984396879375875
pl_221335,0,0.0
pl_221341,834,0.16683336667333468
pl_221505,992,0.1984396879375875
pl_221766,691,0.13822764552910582
pl_221925,648,0.12962592518503702
pl_222426,304,0.060812162432486494
pl_222451,650,0.1300260052010402
pl_222823,522,0.10442088417683537
pl_222847,1860,0.3720744148829766
pl_223130,1043,0.20864172834566913
pl_223292,1588,0.3176635327065413
pl_223386,1152,0.23044608921784357
pl_223425,717,0.14342868573714743
pl_223854,1415,0.28305661132226445
pl_224028,535,0.10702140428085617
pl_224147,339,0.0678135627125425
pl_224401,8,0.0016003200640128026
pl_224679,1374,0.27485497099419887
pl_224834,1873,0.3746749349869974
pl_225125,726,0.14522904580916182
pl_225179,1345,0.26905381076215246
pl_225342,879,0.17583516703340668
pl_225863,1630,0.32606521304260855
pl_226102,2350,0.4700940188037607
pl_226287,937,0.1874374874974995
pl_226322,697,0.1394278855771154
pl_227062,56,0.011202240448089618
pl_227419,116,0.023204640928185638
pl_227531,252,0.05041008201640328
pl_228012,5,0.0010002000400080016
pl_228728,179,0.03580716143228646
pl_228831,163,0.03260652130426085
pl_229013,777,0.15543108621724344
pl_229077,279,0.05581116223244649
pl_229153,260,0.05201040208041608
pl_229245,22,0.004400880176035207
pl_229251,866,0.17323464692938587
pl_229368,41,0.008201640328065612
pl_23238,174,0.03480696139227846
pl_23338,27,0.0054010802160432084
pl_23411,98,0.01960392078415683
pl_23670,1,0.00020004000800160032
pl_23725,164,0.03280656131226245
pl_23875,694,0.13882776555311063
pl_230340,215,0.04300860172034407
pl_230774,22,0.004400880176035207
pl_230978,388,0.07761552310462093
pl_231228,1521,0.3042608521704341
pl_231340,278,0.05561112222444489
pl_231383,727,0.14542908581716343
pl_231441,19,0.003800760152030406
pl_231652,1546,0.3092618523704741
pl_231771,846,0.16923384676935388
pl_232022,28,0.005601120224044809
pl_232125,1537,0.3074614922984597
pl_232154,462,0.09241848369673934
pl_232652,369,0.07381476295259051
pl_233181,89,0.017803560712142428
pl_233195,0,0.0
pl_233291,799,0.15983196639327865
pl_233312,793,0.15863172634526906
pl_233335,281,0.05621124224844969
pl_233677,997,0.19943988797759551
pl_234066,19,0.003800760152030406
pl_234074,423,0.08461692338467694
pl_234296,562,0.11242248449689939
pl_234638,167,0.03340668133626725
pl_234664,837,0.16743348669733946
pl_234814,26,0.005201040208041609
pl_234835,83,0.016603320664132826
pl_234843,142,0.028405681136227247
pl_234994,917,0.18343668733746749
pl_234999,1885,0.3770754150830166
pl_235030,1322,0.2644528905781156
pl_235076,585,0.1170234046809362
pl_235501,628,0.125625125025005
pl_235651,7,0.0014002800560112022
pl_236109,996,0.19923984796959393
pl_236229,173,0.03460692138427685
pl_236483,775,0.15503100620124025
pl_236512,338,0.06761352270454091
pl_236565,320,0.0640128025605121
pl_236932,366,0.07321464292858572
pl_236977,944,0.1888377675535107
pl_237496,466,0.09321864372874575
pl_237674,101,0.02020404080816163
pl_237833,61,0.01220244048809762
pl_237859,346,0.0692138427685537
pl_237923,1084,0.21684336867373474
pl_238249,963,0.1926385277055411
pl_238291,1370,0.2740548109621924
pl_238469,1111,0.22224444888977796
pl_239086,593,0.11862372474494899
pl_239135,1874,0.374874974994999
pl_239298,874,0.17483496699339868
pl_239376,527,0.10542108421684337
pl_239802,23,0.004600920184036807
pl_239824,280,0.05601120224044809
pl_24049,1415,0.28305661132226445
pl_24077,577,0.11542308461692338
pl_24386,991,0.19823964792958593
pl_24530,706,0.14122824564912984
pl_24581,31,0.00620124024804961
pl_24612,26,0.005201040208041609
pl_24635,106,0.021204240848169634
pl_24875,274,0.05481096219243849
pl_24958,7,0.0014002800560112022
pl_240044,1033,0.20664132826565312
pl_240149,503,0.10062012402480495
pl_240162,122,0.02440488097619524
pl_240466,56,0.011202240448089618
pl_240583,339,0.0678135627125425
pl_240771,743,0.14862972594518903
pl_241165,733,0.14662932586517302
pl_241210,204,0.040808161632326465
pl_241228,589,0.11782356471294259
pl_241553,770,0.15403080616123224
pl_241665,259,0.05181036207241448
pl_241948,1888,0.3776755351070214
pl_242970,479,0.09581916383276655
pl_243513,504,0.10082016403280657
pl_243626,902,0.1804360872174435
pl_243672,0,0.0
pl_244108,1109,0.22184436887377476
pl_244970,1064,0.21284256851370273
pl_244985,354,0.07081416283256652
pl_245148,1317,0.2634526905381076
pl_245300,245,0.04900980196039208
pl_245311,348,0.06961392278455691
pl_245336,178,0.035607121424284856
pl_245349,1901,0.3802760552110422
pl_245507,586,0.11722344468893779
pl_245570,347,0.06941388277655532
pl_245664,1207,0.24144828965793158
pl_245973,1749,0.34986997399479897
pl_245986,77,0.015403080616123225
pl_246129,104,0.020804160832166435
pl_246145,812,0.16243248649729947
pl_246415,128,0.02560512102420484
pl_246463,774,0.15483096619323866
pl_246491,307,0.0614122824564913
pl_246848,1650,0.3300660132026405
pl_246877,895,0.17903580716143228
pl_247095,185,0.03700740148029606
pl_247185,87,0.01740348069613923
pl_247248,739,0.14782956591318264
pl_247560,377,0.07541508301660332
pl_247726,918,0.1836367273454691
pl_247937,85,0.017003400680136026
pl_247992,1195,0.23904780956191238
pl_248041,61,0.01220244048809762
pl_248269,600,0.12002400480096019
pl_248285,1215,0.2430486097219444
pl_248554,143,0.028605721144228845
