vertex,louvain,id,original_id,type,name,followers,num_artists,num_albums,collaborative
1944,1,1944,pl_738427,playlist,Lift,1,11,16,False
1945,3,1945,pl_563982,playlist,Roadtrip,1,58,71,False
1946,3,1946,pl_535560,playlist,winter,70,43,44,False
1947,1,1947,pl_730235,playlist,FeeLin gOod,16,29,41,False
1948,1,1948,pl_331056,playlist,Beach Music!,1,21,23,False
1949,1,1949,pl_520802,playlist,At Work,1,67,85,False
1950,2,1950,pl_801141,playlist,Summer 2k15,10,84,89,False
1951,1,1951,pl_396973,playlist,feel good,11,74,89,False
1984,1,1984,pl_753734,playlist,new country,1,39,42,False
1985,3,1985,pl_799844,playlist,praise,25,106,156,False
1986,4,1986,pl_629932,playlist,Christian,1,15,56,False
1987,3,1987,pl_34922,playlist,down.,2,43,48,False
1988,2,1988,pl_551570,playlist,vamos a la playa,67,33,46,False
1989,1,1989,pl_771206,playlist,country ,1,50,69,False
1990,1,1990,pl_575691,playlist,Shady,51,14,37,True
1991,0,1991,pl_655121,playlist,Good Vibes,11,115,147,False
1992,0,1992,pl_631507,playlist,Fifty Shades Darker,1,18,4,False
1993,1,1993,pl_810151,playlist,Classics,1,30,57,False
1994,1,1994,pl_397521,playlist,Weightless,13,125,170,False
1995,1,1995,pl_957613,playlist,1973,11,6,6,False
1996,0,1996,pl_197140,playlist,Road Trip,19,62,67,False
1997,0,1997,pl_65819,playlist,24/7,20,25,32,False
1998,0,1998,pl_829527,playlist,plane,1,31,41,False
1999,2,1999,pl_440417,playlist,47,10,57,61,False
1424,3,1424,pl_854891,playlist,Goo Goo Dolls,2186,78,157,False
1425,1,1425,pl_553571,playlist,Valentines ,1,115,172,False
1426,2,1426,pl_603198,playlist,Happy Happy,1,15,16,False
1427,1,1427,pl_517290,playlist,Playlist,15,44,44,False
1428,4,1428,pl_113247,playlist,CHRISTMAS TIME!!,13,87,107,False
1429,3,1429,pl_286467,playlist,Cocktail Hour,1,18,18,False
1430,2,1430,pl_123274,playlist,spanish,12,28,60,False
1431,1,1431,pl_562619,playlist,september ,1,37,41,False
1432,3,1432,pl_339094,playlist,Collaboration,10,177,208,False
1433,1,1433,pl_818138,playlist,Hannah's Playlist,1,11,13,False
1434,0,1434,pl_333683,playlist,summer 17 ,11,28,28,False
1435,0,1435,pl_256146,playlist,💀💀💀,10,74,92,False
1436,3,1436,pl_237496,playlist,running,11,62,64,False
1437,1,1437,pl_49593,playlist,throwbacks,29,75,97,False
1438,1,1438,pl_550449,playlist,Tay Tay,1,43,56,False
1439,0,1439,pl_428946,playlist,yew,18,46,46,False
2400,2,2400,pl_783615,playlist,Wavey,19,105,122,False
2401,1,2401,pl_428208,playlist,More Than a Feeling,19,83,103,False
2402,1,2402,pl_780651,playlist,Back in my day. ,1,22,25,False
2403,0,2403,pl_742428,playlist,Instrumentals,1,15,15,False
2404,3,2404,pl_668519,playlist,sleep time ,59,37,41,False
2405,0,2405,pl_783504,playlist,too turnt,24,63,114,False
2406,0,2406,pl_892660,playlist,Wonder,6,82,96,False
2407,2,2407,pl_613807,playlist,Feel It,1,35,43,False
2408,2,2408,pl_917489,playlist,Regaeton,19,7,8,True
2409,3,2409,pl_988382,playlist,Rockish,8,93,123,False
2410,0,2410,pl_524662,playlist,hailey:),1,22,37,False
2411,0,2411,pl_564681,playlist,my songs ,1,19,21,False
2412,0,2412,pl_915613,playlist,migos,267,27,43,False
2413,1,2413,pl_73497,playlist,classics,1,7,8,False
2414,0,2414,pl_752566,playlist,I Feel It Coming,396,22,21,False
2415,3,2415,pl_652126,playlist,SP,1,35,35,False
2304,4,2304,pl_453025,playlist,Christmas,13,14,15,False
2305,3,2305,pl_554413,playlist,Feels,1,15,18,False
2306,1,2306,pl_677350,playlist,L-O-V-E,304,33,53,False
2307,1,2307,pl_66906,playlist,TABATA,12,121,161,False
2308,3,2308,pl_505101,playlist,Zzzzz,21,42,68,False
2309,1,2309,pl_707031,playlist,Max's Playlist,2,14,18,False
2310,0,2310,pl_900411,playlist,discovery,1,20,20,False
2311,2,2311,pl_993899,playlist,Drag Me Down,1,14,15,False
2312,2,2312,pl_194116,playlist,new music,15,41,47,False
2313,0,2313,pl_613438,playlist,fav songs ,1,46,60,False
2314,1,2314,pl_606720,playlist,old jams,2,78,103,False
2315,3,2315,pl_545227,playlist,Suggestions,1,65,99,False
2316,1,2316,pl_286920,playlist,Best,27,90,108,False
2317,2,2317,pl_779163,playlist,TRIP,1,18,28,False
2318,0,2318,pl_772320,playlist,TURNUP,12,112,170,False
2319,1,2319,pl_646279,playlist,All Time,23,4,7,False
1232,0,1232,pl_700412,playlist,Mood,3,65,93,False
1233,1,1233,pl_460663,playlist,Young Folks,12,10,23,False
1234,4,1234,pl_23338,playlist,Worship,2,21,35,False
1235,1,1235,pl_63685,playlist,Feel good,1,29,32,False
1236,3,1236,pl_665525,playlist,winter 16,10,107,114,False
1237,1,1237,pl_600448,playlist,TB,1,74,100,False
1238,2,1238,pl_518595,playlist,MX,1,16,16,False
1239,1,1239,pl_742670,playlist,Marion,3,42,71,False
1240,0,1240,pl_309423,playlist,GOOD RAP,13,27,33,False
1241,3,1241,pl_11859,playlist,This is it,83,66,103,False
1242,4,1242,pl_425496,playlist,Worship,15,34,52,False
1243,3,1243,pl_952002,playlist,2015 Top Tracks,2,54,74,False
1244,1,1244,pl_589641,playlist,Dad,1,45,57,False
1245,3,1245,pl_356628,playlist,MARCH,21,20,21,False
1246,3,1246,pl_447003,playlist,trippy,1,22,25,False
1247,1,1247,pl_239135,playlist,summer 2017,1,75,79,False
3680,1,3680,pl_695053,playlist,Oktoberfest,1,35,38,False
3681,0,3681,pl_595889,playlist,uhm,1,78,90,False
3682,1,3682,pl_164359,playlist,Old Country,39,46,92,False
3683,3,3683,pl_927250,playlist,crying,49,78,106,False
3684,3,3684,pl_654671,playlist,Wedding Playlist,3,27,38,False
3685,3,3685,pl_624953,playlist,best of 2012,5,51,51,False
3686,3,3686,pl_924391,playlist,LIGHTS!,1,4,22,False
3687,1,3687,pl_734875,playlist,country,1,38,102,False
3688,3,3688,pl_313005,playlist,Discovered,2,17,17,False
3689,2,3689,pl_815011,playlist,new,10,35,37,False
3690,1,3690,pl_671977,playlist,Baby Making Music,1,11,14,False
3691,1,3691,pl_601341,playlist,Ceremony,1,5,5,False
3692,1,3692,pl_509582,playlist,classics,6,75,90,False
3693,3,3693,pl_978799,playlist,yoga,77,10,20,False
3694,1,3694,pl_729242,playlist,Dank memes,10,24,43,False
3695,4,3695,pl_952999,playlist,Gold,18,46,52,False
3136,4,3136,pl_400119,playlist,Prayer,14,17,29,False
3137,0,3137,pl_418657,playlist,fsu,1,47,57,False
3138,1,3138,pl_273743,playlist,fav country,1,21,25,False
3139,3,3139,pl_113131,playlist,yikes,1,31,31,False
3140,3,3140,pl_202283,playlist,delicate,15,56,67,False
3141,1,3141,pl_741862,playlist,T-Pain,248,3,26,False
3142,4,3142,pl_615795,playlist,Camp songs,1,13,13,False
3143,1,3143,pl_646373,playlist,Cha Cha,22,74,83,False
3144,2,3144,pl_214656,playlist,workout,1,12,12,False
3145,0,3145,pl_31994,playlist,lit🔥,14,40,65,False
3146,3,3146,pl_9835,playlist,Chill,1,74,98,False
3147,3,3147,pl_659036,playlist,Alt,1,21,49,False
3148,0,3148,pl_467039,playlist,Party ,1,40,41,False
3149,3,3149,pl_699306,playlist,the jamz,4,28,37,False
3150,3,3150,pl_915563,playlist,Bomb ,2,14,16,False
3151,3,3151,pl_945904,playlist,45,2,39,56,True
3312,0,3312,pl_372701,playlist,Gas,18,29,42,False
3313,3,3313,pl_510363,playlist,Just Because,1,22,27,False
3314,1,3314,pl_743343,playlist,depression,37,41,45,False
3315,2,3315,pl_215281,playlist,Spanish,13,37,60,True
3316,0,3316,pl_523147,playlist,beach day,13,54,57,False
3317,1,3317,pl_264722,playlist,80's Playlist,1,5,5,False
3318,0,3318,pl_342995,playlist,Get Ready,1,7,9,False
3319,0,3319,pl_58500,playlist,Mine,1,15,22,False
3320,2,3320,pl_123998,playlist,Club music ,6,142,186,False
3321,1,3321,pl_937999,playlist,Cruising,13,102,125,False
3322,4,3322,pl_998393,playlist,Southern Gospel,10,40,115,False
3323,3,3323,pl_109953,playlist,Orchestral,28,64,105,False
3324,1,3324,pl_272055,playlist,Throwback,1,34,50,False
3325,2,3325,pl_888677,playlist,{GROOVY},10,125,176,False
3326,0,3326,pl_840303,playlist,rap,4,95,145,False
3327,4,3327,pl_946788,playlist,Love,1,55,78,False
2800,1,2800,pl_528000,playlist,raggae,2,11,13,False
2801,0,2801,pl_331021,playlist,blake,1,16,18,False
2802,3,2802,pl_93165,playlist,study sesh,12,77,99,False
2803,1,2803,pl_596392,playlist,Twang,1,15,26,False
2804,3,2804,pl_236483,playlist,Finals,31,25,35,False
2805,1,2805,pl_926431,playlist,vibes,7,30,65,False
2806,0,2806,pl_290850,playlist,2015 Top Tracks,1,57,56,False
2807,0,2807,pl_17411,playlist,The Playlist,14,138,183,False
2808,2,2808,pl_44072,playlist,5K,174,44,51,False
2809,1,2809,pl_323670,playlist,DANCE!,1,29,29,False
2810,2,2810,pl_487567,playlist,7 Years,4,13,14,False
2811,3,2811,pl_893015,playlist,Sufjan Stevens,74,16,24,False
2812,2,2812,pl_312747,playlist,The Party Playlist,10,49,60,False
2813,3,2813,pl_109819,playlist,sleep,11,28,39,False
2814,0,2814,pl_602964,playlist,🎅🏿,1,18,30,False
2815,0,2815,pl_285727,playlist,Weeknd,1,7,15,False
3760,3,3760,pl_663278,playlist,Alt,1,34,41,False
3761,4,3761,pl_480915,playlist,Best Christmas!,104,39,67,False
3762,0,3762,pl_743702,playlist,mowing,1,7,10,False
3763,2,3763,pl_819952,playlist,Fall 2013,1,16,16,False
3764,1,3764,pl_144361,playlist,Escape The Fate,52,103,162,False
3765,1,3765,pl_126738,playlist,Let The Good Times Roll,120,19,20,False
3766,1,3766,pl_510673,playlist,throwback,10,17,17,False
3767,0,3767,pl_639603,playlist,july 2016,1,17,21,False
3768,0,3768,pl_906268,playlist,SUMMER 2017 !!!! ,1,27,30,False
3769,3,3769,pl_457234,playlist,Classical,1,20,31,False
3770,2,3770,pl_330151,playlist,Chillout ,16,99,121,False
3771,3,3771,pl_860624,playlist,Just Chillin',19,68,109,False
3772,0,3772,pl_624504,playlist,waves,430,68,90,False
3773,3,3773,pl_142826,playlist,peaches ,2,17,19,False
3774,2,3774,pl_986426,playlist,Lucid,24,109,134,False
3775,3,3775,pl_36257,playlist,Good Vibes,10,43,49,False
1952,3,1952,pl_74449,playlist,bruno mars,2,117,133,False
1953,1,1953,pl_100286,playlist,Slow Jamz,1,71,102,False
1954,3,1954,pl_905234,playlist,Spanish,1,33,49,False
1955,4,1955,pl_574191,playlist,Christian,10,14,37,False
1956,1,1956,pl_775154,playlist,My Music,3,34,35,False
1957,3,1957,pl_835357,playlist,good things,1,7,11,False
1958,3,1958,pl_234994,playlist,ella,12,24,33,False
1959,0,1959,pl_978188,playlist,what?,2,109,185,False
1960,1,1960,pl_172628,playlist,drive,1,10,22,False
1961,2,1961,pl_773026,playlist,Dance,1,28,44,False
1962,1,1962,pl_936197,playlist,❤️❤️,1,21,23,False
1963,3,1963,pl_485967,playlist,Lets get it on,18,26,55,False
1964,2,1964,pl_229153,playlist,Spanish,1,23,32,False
1965,2,1965,pl_705202,playlist,pump up,3,74,85,False
1966,1,1966,pl_720049,playlist,Sunday funday ,1,31,40,False
1967,2,1967,pl_490449,playlist,Party Mix,21,39,49,False
4288,1,4288,pl_317726,playlist,Hanging out,23,125,172,False
4289,0,4289,pl_564649,playlist,🤤🤤,13,132,156,False
4290,4,4290,pl_288582,playlist,GOOD FRIDAY,134,7,9,False
4291,5,4291,pl_177587,playlist,Kawaii ,27,65,97,False
4292,3,4292,pl_527803,playlist,roadtrip,1,44,74,False
4293,1,4293,pl_956633,playlist,Good Vibes,18,19,65,False
4294,2,4294,pl_604745,playlist,Work out playlist,1640,128,176,False
4295,1,4295,pl_546733,playlist,jeff,1,100,142,False
4296,3,4296,pl_943477,playlist,Confused,16,56,67,False
4297,2,4297,pl_529306,playlist,Confidence,154,54,63,False
4298,3,4298,pl_499679,playlist,cancer,1,16,17,False
4299,0,4299,pl_66372,playlist,Pregame,1,96,113,False
4300,0,4300,pl_504819,playlist,negros,1,87,115,False
4301,2,4301,pl_646453,playlist,olivia,4,58,58,False
4302,0,4302,pl_955349,playlist,Beast,3,7,12,False
4303,0,4303,pl_562527,playlist,yo,5,35,44,False
3696,0,3696,pl_156067,playlist,chill,10,105,160,False
3697,3,3697,pl_954049,playlist,4u,105,6,6,False
3698,2,3698,pl_706332,playlist,XX,70,25,27,False
3699,4,3699,pl_833328,playlist,Gospel,17,21,30,True
3700,2,3700,pl_191247,playlist,Regulo Caro ,15,7,12,False
3701,2,3701,pl_158188,playlist,reu,10,21,31,False
3702,2,3702,pl_858488,playlist,Lituation,17,101,126,False
3703,0,3703,pl_144778,playlist,hype,1,55,76,False
3704,3,3704,pl_302340,playlist,camp,20,29,33,True
3705,0,3705,pl_446555,playlist,Dance PoP,1,13,15,False
3706,3,3706,pl_705442,playlist,ben,2,23,24,False
3707,2,3707,pl_987349,playlist,magic.,16,69,99,True
3708,0,3708,pl_223130,playlist,ps,12,51,119,False
3709,2,3709,pl_158633,playlist,BOLLYWOOD,2,28,27,False
3710,0,3710,pl_411086,playlist,Merry Litmas,12,48,85,False
3711,3,3711,pl_975866,playlist,Rumba,7,64,78,False
3376,4,3376,pl_199390,playlist,prayer,1,12,14,False
3377,2,3377,pl_185854,playlist,Best of 2016!,20,167,186,False
3378,3,3378,pl_461212,playlist,Park,1,120,156,False
3379,3,3379,pl_364065,playlist,GK,10,101,128,False
3380,2,3380,pl_440729,playlist,Vegas Baby!,2,63,102,False
3381,1,3381,pl_823304,playlist,Old Timers,1,8,35,False
3382,1,3382,pl_597525,playlist,90's,1,15,19,False
3383,1,3383,pl_25796,playlist,Paramore – Paramore,273,25,50,False
3384,1,3384,pl_986580,playlist,USHER,13,5,13,False
3385,3,3385,pl_895569,playlist,tranquil,1,49,67,False
3386,1,3386,pl_70916,playlist,Sing-along,11,84,90,False
3387,1,3387,pl_866107,playlist,American Pie,19,32,44,False
3388,4,3388,pl_21761,playlist,Christmas,29,68,94,False
3389,1,3389,pl_558358,playlist,Funny,1,3,8,False
3390,3,3390,pl_680978,playlist,love songs,1,49,69,False
3391,4,3391,pl_417272,playlist,worship,13,23,42,False
2128,2,2128,pl_323318,playlist,Drawing,174,36,43,False
2129,4,2129,pl_770164,playlist,WORSHIP MUSIC,57,32,67,False
2130,4,2130,pl_12338,playlist,Advent,8,13,13,False
2131,0,2131,pl_445831,playlist,partyyy,16,105,143,False
2132,2,2132,pl_127539,playlist,dance dance dance ,2,37,44,False
2133,1,2133,pl_975981,playlist,happy songs,27,107,113,False
2134,1,2134,pl_406224,playlist,OR,1,45,49,False
2135,0,2135,pl_155332,playlist,zen,10,129,155,False
2136,3,2136,pl_114345,playlist,Rock,1,40,61,False
2137,0,2137,pl_110293,playlist,Bass boosted,11,50,62,False
2138,1,2138,pl_134813,playlist,"rock , metal",10,16,33,True
2139,3,2139,pl_49913,playlist,ye,1,24,24,False
2140,3,2140,pl_554315,playlist,Reading playlist,10,19,22,False
2141,2,2141,pl_332786,playlist,Deadmau5,9887,26,51,False
2142,1,2142,pl_389408,playlist,throwbacks,15,33,45,False
2143,1,2143,pl_578274,playlist,JAMZZZ,31,69,114,False
816,0,816,pl_247248,playlist,eh,4,52,63,False
817,3,817,pl_338025,playlist,Jam,1,26,28,False
818,2,818,pl_100013,playlist,becky g,10,4,10,False
819,0,819,pl_748701,playlist,Rap,1,51,72,False
820,1,820,pl_422757,playlist,Fall Out Boy! ,2088,25,38,False
821,1,821,pl_442661,playlist,Summer,28,97,98,True
822,0,822,pl_756570,playlist,Chill,16,24,32,False
823,1,823,pl_916830,playlist,Toxic,1,10,25,False
824,3,824,pl_201131,playlist,Simp ,15,52,74,False
825,2,825,pl_771255,playlist,reggaeton,2,21,33,False
826,1,826,pl_553019,playlist,Classics,11,57,83,False
827,0,827,pl_668517,playlist,bANGERz,14,30,53,False
828,1,828,pl_127339,playlist,SUMMERTIME,13,99,144,False
829,1,829,pl_756722,playlist,Green day,15,52,82,False
830,1,830,pl_813327,playlist,beach bum,10,83,84,False
831,0,831,pl_168281,playlist,Party Playlist,12,63,75,False
2320,4,2320,pl_272297,playlist,car,1,9,14,False
2321,1,2321,pl_191000,playlist,Country,1,80,112,False
2322,2,2322,pl_984495,playlist,deep house,11,120,171,False
2323,1,2323,pl_8911,playlist,fun songs,1,59,77,False
2324,0,2324,pl_30968,playlist,STRIP,10,42,53,False
2325,2,2325,pl_103468,playlist,First Playlist,1,7,9,False
2326,0,2326,pl_946050,playlist,road trip,4,27,32,False
2327,2,2327,pl_774447,playlist,BAILONGO,2,27,31,False
2328,2,2328,pl_100115,playlist,Get Lucky,1,132,144,False
2329,4,2329,pl_286940,playlist,Camp 2016,25,14,14,False
2330,0,2330,pl_45856,playlist,#JAMMIN,2,44,64,False
2331,4,2331,pl_389916,playlist,Worship,1,20,28,False
2332,2,2332,pl_335923,playlist,ma jams,1,170,191,False
2333,3,2333,pl_906388,playlist,xx,2,17,18,False
2334,1,2334,pl_522424,playlist,hawaiian,1,36,71,False
2335,3,2335,pl_765205,playlist,nut,1,82,107,False
2336,3,2336,pl_476710,playlist,Siesta,10,69,94,False
2337,3,2337,pl_298963,playlist,DEEP,244,18,21,False
2338,2,2338,pl_534693,playlist,The Good Stuff,11,51,55,False
2339,1,2339,pl_981573,playlist,my songs,1,105,128,False
2340,3,2340,pl_521119,playlist,Sexy,1,24,31,False
2341,1,2341,pl_860794,playlist,ultimate throwback,12,125,187,False
2342,1,2342,pl_555595,playlist,La Vie En Rose,108,25,44,False
2343,0,2343,pl_358180,playlist,bumpin,1,61,93,False
2344,1,2344,pl_301417,playlist,Cocktail Hour,1,34,38,False
2345,3,2345,pl_319328,playlist,Instrumental,1,6,9,False
2346,2,2346,pl_33349,playlist,Smooth Sailing,1,12,13,False
2347,2,2347,pl_350276,playlist,My songs,10,46,59,False
2348,0,2348,pl_38112,playlist,Hip Hop,10,81,138,False
2349,1,2349,pl_214856,playlist,Jethro tull,12,3,14,False
2350,0,2350,pl_308088,playlist,Bank Account ,112,51,71,False
2351,1,2351,pl_751218,playlist,The One,1,40,71,False
3504,2,3504,pl_813587,playlist,JAMS,1,29,32,False
3505,3,3505,pl_725837,playlist,Kids,1,7,9,False
3506,0,3506,pl_910575,playlist,Ca$$,1,15,23,False
3507,2,3507,pl_734962,playlist,Gaming music,34,92,126,False
3508,1,3508,pl_498637,playlist,jazz,1,27,33,False
3509,2,3509,pl_968651,playlist,warming up,15,87,102,False
3510,0,3510,pl_434463,playlist,Chill Mode,1,85,92,False
3511,3,3511,pl_875598,playlist,fall,1,9,10,False
3512,2,3512,pl_361358,playlist,// SPRING 2015 // ,12,26,30,False
3513,3,3513,pl_594513,playlist,2017 Summer,23,71,71,False
3514,2,3514,pl_367528,playlist,edm,10,70,84,False
3515,3,3515,pl_177554,playlist,sleepy songs,13,118,155,False
3516,0,3516,pl_676367,playlist,goods,1,34,43,False
3517,3,3517,pl_803786,playlist,Story of My Life,10,47,60,False
3518,1,3518,pl_347693,playlist,August,1,47,55,False
3519,3,3519,pl_17312,playlist,❤️❤️,1,19,19,False
592,2,592,pl_103204,playlist,Guaco,24,19,33,False
593,3,593,pl_567275,playlist,acoustic,1,82,93,False
594,1,594,pl_347924,playlist,Camp,20,37,41,False
595,0,595,pl_562645,playlist,🔥🔥🔥🔥🔥,14,38,59,False
596,1,596,pl_261519,playlist,old country,741,23,44,False
597,0,597,pl_406460,playlist,🌹🌹🌹,1,52,59,False
598,14,598,pl_464229,playlist,MARIACHI,1,5,12,False
599,3,599,pl_221320,playlist,Senior year,1,52,59,False
600,3,600,pl_761650,playlist,feb 17,38,23,28,False
601,1,601,pl_735372,playlist,golden era,13,37,87,False
602,0,602,pl_162015,playlist,LIT,1,68,92,False
603,3,603,pl_860231,playlist,Brunch,2,79,85,False
604,3,604,pl_712884,playlist,Music ,1,6,9,False
605,3,605,pl_326922,playlist,miss you,765,116,147,False
606,2,606,pl_106284,playlist,regeton,1,13,15,False
607,3,607,pl_641780,playlist,13,35,64,70,False
832,4,832,pl_452597,playlist,CHRISTMAS,1,112,118,False
833,1,833,pl_144684,playlist,Selection,1,129,151,False
834,3,834,pl_955882,playlist,Autumn,22,130,174,False
835,2,835,pl_445213,playlist,Brain Food,16,30,31,False
836,2,836,pl_590605,playlist,cardio,2,112,137,False
837,2,837,pl_389789,playlist,Spanish,1,8,12,False
838,0,838,pl_315581,playlist,Back to School,119,16,16,False
839,3,839,pl_563853,playlist,og,2,63,93,False
840,1,840,pl_919666,playlist,billy,1,12,21,False
841,1,841,pl_359274,playlist,Replay,10,22,37,False
842,3,842,pl_215403,playlist,Pensive,13,122,147,False
843,1,843,pl_673736,playlist,Guilty Pleasures,3,34,42,False
844,2,844,pl_764667,playlist,House,10,178,211,False
845,2,845,pl_254113,playlist,corridos,1,13,15,False
846,3,846,pl_637242,playlist,JO,2,13,14,False
847,1,847,pl_206583,playlist,Rock,1,29,65,False
528,1,528,pl_414181,playlist,nostalgia,31,19,21,False
529,2,529,pl_949300,playlist,Russia,2,52,61,False
