id,original_id,type,name,followers,num_artists,num_albums,collaborative,degree_x,degree_centrality_nx,degree_y,pagerank,betweenness_centrality,eigenvector_centrality,katz_centrality,closeness_igraph,eigenvector_igraph,clustering_igraph
20,pl_101516,playlist,get swole,1,32,41,False,525,0.1050210042008401,1050,0.00015591027,2.0175673853373155e-05,0.009803154,0.0137300985,0.509478672985782,0.2452941456426423,0.642435478007997
21,pl_103010,playlist,70s ROCK,39,23,25,False,360,0.0720144028805761,720,0.00012628413,9.688020327303091e-06,0.0049791415,0.013210957,0.501877600730742,0.1245656331683809,0.676168368926029
22,pl_103204,playlist,Guaco,24,19,33,False,28,0.0056011202240448,56,4.2527234e-05,2.525717377466208e-07,0.00016986132,0.012266688,0.4154065860215054,0.0042500532543419,0.8148148148148148
23,pl_103299,playlist,Christmas 2017,13,6,6,False,3,0.0006001200240048,6,3.303157e-05,0.0,2.4149952e-06,0.012203528,0.3303493887367225,6.041408324793438e-05,1.0
24,pl_103468,playlist,First Playlist,1,7,9,False,458,0.0916183236647329,916,0.00014091833,1.158329177997075e-05,0.009335524,0.013572033,0.5102672582808792,0.2335750792088221,0.6620641548737256
25,pl_103675,playlist,chill,1439,4,6,False,99,0.0198039607921584,198,5.5279248e-05,1.7208213876074296e-06,0.0015972744,0.012477848,0.4740222392638036,0.039966567303607,0.6643990929705216
26,pl_104076,playlist,Always Good,28,34,50,False,371,0.0742148429685937,742,0.00014293945,0.0001119394655688,0.0044098995,0.013212697,0.5058306055646481,0.1103267114037688,0.3917243388941502
27,pl_104481,playlist,Chill 2.0,2,69,94,False,1334,0.2668533706741348,2668,0.0003611197,0.0003973237471655,0.02350174,0.01606146,0.5687176538240368,0.5880428597432837,0.4460961567228388
28,pl_104593,playlist,beach ,1,93,115,False,2017,0.4034806961392278,4034,0.0005365093,0.0008980968268588,0.033455133,0.017963873,0.6202960361264426,0.837065391762401,0.3790312108978445
29,pl_104722,playlist,Summer 2017,28,70,75,False,324,0.0648129625925185,648,0.00012379931,8.970058843260631e-05,0.005583781,0.0131300185,0.4952428642964446,0.139720198678862,0.5878530749531781
30,pl_104892,playlist,2014,10,61,72,False,1119,0.2238447689537907,2238,0.0003225882,0.0003216391487512,0.018705836,0.015418089,0.5554307536785353,0.4680106963904707,0.4462727870047528
31,pl_104970,playlist, Doctor Who ,20,5,7,False,0,0.0,0,3.0251995e-05,0.0,6.7632736e-33,0.012196506,,0.0,0.0
32,pl_105485,playlist,REGUE,2,8,12,False,72,0.0144028805761152,144,5.3973905e-05,4.26004902465138e-07,0.0007078135,0.012385915,0.4502002913328478,0.017710472717849,0.8438967136150234
33,pl_105714,playlist,17,1,6,6,False,205,0.041008201640328,410,7.868198e-05,1.0510783567951876e-06,0.004107235,0.012807529,0.4848989998038831,0.1027711225560771,0.7856049736967957
34,pl_105828,playlist,Stay Strong,11,63,76,False,1646,0.3292658531706341,3292,0.00044394287,0.0005518532707355,0.027760299,0.016930524,0.5916487197894233,0.6945697786625423,0.3996003944350678
35,pl_105881,playlist,Folk You,36,53,66,False,474,0.0948189637927585,948,0.00016232106,6.320471584331244e-05,0.0067636035,0.013533055,0.5113753877973113,0.1692118379860357,0.5383359648888056
36,pl_105987,playlist,The Secret Life Of Walter Mitty,1,9,8,False,82,0.0164032806561312,164,5.2727977e-05,8.635900030640187e-07,0.0011429157,0.012427255,0.4721214435745656,0.0285929940913746,0.730201746461909
37,pl_106160,playlist,Get hyped,1,119,170,False,1355,0.2710542108421684,2710,0.00035905905,0.0002243579219793,0.023735115,0.016100228,0.5685868690352995,0.5939013428195642,0.4905023791744564
38,pl_106256,playlist,lit ,3,29,34,False,461,0.0922184436887377,922,0.00013940557,8.617340427008457e-06,0.008317468,0.013531017,0.498638701220127,0.2081308419206535,0.7646515137225313
39,pl_106284,playlist,regeton,1,13,15,False,153,0.0306061212242448,306,8.4779516e-05,1.0060909517051186e-05,0.0018149494,0.01261007,0.4783323660282453,0.0454121466276164,0.5954592363261094
40,pl_106715,playlist,jamz,11,59,63,False,1750,0.3500700140028006,3500,0.00046121774,0.0005612962413579,0.02949604,0.01722046,0.5988857938718662,0.7380207601040191,0.404865474148493
41,pl_107106,playlist,Breeze,2,35,35,False,35,0.007001400280056,70,4.083432e-05,4.4229014406482747e-07,0.00036015423,0.012289691,0.450733752620545,0.0090111004123333,0.4403361344537815
42,pl_107244,playlist,August,12,25,29,False,67,0.0134026805361072,134,5.16676e-05,3.974168521381216e-06,0.0008535486,0.01237966,0.4583796811271783,0.0213564245371814,0.5988240615106286
43,pl_107374,playlist,Heal,12,18,18,False,275,0.05501100220044,550,9.955035e-05,4.4932885430171154e-06,0.004802542,0.012998115,0.4969349814089036,0.1201569883026954,0.6160318513603185
44,pl_107482,playlist,christmas & chill,2,5,12,False,97,0.0194038807761552,194,9.659672e-05,1.4340277630253697e-05,0.0008696757,0.012450681,0.4702805515929624,0.0217588519548147,0.5706615120274914
45,pl_107488,playlist,Indie jams,15,43,43,False,384,0.0768153630726145,768,0.0001274096,3.4336335374973714e-05,0.007402371,0.0133283455,0.5017248376623377,0.1852222883358251,0.6322209530026109
46,pl_107603,playlist,March 2016,37,11,11,False,6,0.0012002400480096,12,3.223991e-05,0.0,7.491258e-05,0.012212865,0.3995636716224952,0.0018743303111409,0.5333333333333333
47,pl_107755,playlist,The Game,1,13,16,False,403,0.0806161232246449,806,0.00012416238,2.994538363054744e-06,0.008144853,0.013394149,0.4987392839132627,0.2038078121156055,0.825204004789946
48,pl_107851,playlist,fall.,10,30,30,False,81,0.0162032406481296,162,6.8680136e-05,3.247532367822714e-05,0.001141099,0.012423458,0.4731604631135776,0.028550064364204,0.5947530864197531
49,pl_108499,playlist,PARTAY,1,7,8,False,212,0.0424084816963392,424,8.2014376e-05,3.859904609271325e-06,0.004059337,0.012822949,0.4874322326269098,0.1015649939491331,0.6331932397388894
50,pl_108693,playlist,Rap,11,55,122,False,1815,0.3630726145229045,3630,0.00047252126,0.000369166053133,0.030984867,0.017405352,0.6021675596687774,0.775289205246704,0.4225142069183364
51,pl_109819,playlist,sleep,11,28,39,False,672,0.1344268853770754,1344,0.00020360612,5.683964627678506e-05,0.010891429,0.014127954,0.5255047821466525,0.2724887579402759,0.559262117663757
52,pl_109920,playlist,December,1,20,20,False,310,0.0620124024804961,620,0.00010707134,1.920158865686972e-05,0.005600866,0.013098917,0.4976851851851852,0.140141708805952,0.5517694957720013
53,pl_109953,playlist,Orchestral,28,64,105,False,34,0.0068013602720544,68,6.8740665e-05,4.156900558882626e-06,0.00017357306,0.012280928,0.4362593736215262,0.0043423145773893,0.2566844919786096
54,pl_11001,playlist,Crowd Pleasers,1,38,52,False,960,0.1920384076815363,1920,0.0002646589,9.342312114313243e-05,0.017564315,0.01499721,0.5425123422929238,0.4394792366908199,0.5285953249913103
55,pl_11468,playlist,hype,21,34,49,False,874,0.1748349669933986,1748,0.00023670222,4.26793449150864e-05,0.016105667,0.014737912,0.5314347125201505,0.4030074527361749,0.6405173249873527
56,pl_11486,playlist,Jill Scott,11,4,9,False,13,0.0026005201040208,26,3.474069e-05,7.008495828131346e-08,0.00015938787,0.012231751,0.4232645724557048,0.0039881233368863,0.5897435897435898
57,pl_11676,playlist,chill,10,50,85,False,882,0.1764352870574115,1764,0.00024982195,0.00014579683193,0.015004962,0.014726746,0.5351152472676117,0.3754573136340992,0.5158588596240615
58,pl_11743,playlist,waves,1,6,8,False,435,0.0870174034806961,870,0.00013637694,2.4126764401444237e-05,0.008152747,0.013472352,0.5071794871794871,0.2039994625593307,0.6486890195455268
59,pl_11859,playlist,This is it,83,66,103,False,1090,0.2180436087217443,2180,0.0003198892,0.0002440247335471,0.017335406,0.015309628,0.5518973214285714,0.4337238161218715,0.4057505833986234
60,pl_11973,playlist,Life is Beautiful,14,28,29,False,701,0.1402280456091218,1402,0.00021595544,0.0001049690617946,0.011884405,0.014227838,0.5279735212470639,0.2973400363146509,0.4516282861218667
61,pl_110293,playlist,Bass boosted,11,50,62,False,1440,0.2880576115223044,2880,0.000387067,0.0005279419128783,0.025658233,0.01636175,0.5745991168951894,0.6420147736319864,0.4846749285769438
62,pl_110986,playlist,2017,81,34,37,False,331,0.0662132426485297,662,0.00011504012,2.959240555355791e-05,0.005774894,0.013154075,0.5002023062917257,0.1444987186642733,0.5910281058317313
63,pl_111001,playlist,ZZ Top,1,7,27,False,60,0.012002400480096,120,4.7594363e-05,1.0400010097555425e-07,0.00060648075,0.012357822,0.4428622604334587,0.0151719201430166,0.8819209039548023
64,pl_111341,playlist,Meditate,1,6,10,False,14,0.0028005601120224,28,3.5981677e-05,4.0260925260326985e-08,0.00014597367,0.012233714,0.4161407052091223,0.0036524473921151,0.7912087912087913
65,pl_111437,playlist,Classical,1,13,16,False,36,0.0072014402880576,72,9.00367e-05,0.0002061328559648,0.0001490934,0.0122847855,0.4229025912939365,0.0037298399958522,0.4841269841269841
66,pl_111572,playlist,cools,11,101,149,False,1828,0.3656731346269254,3656,0.00047405483,0.0004286754119675,0.031322256,0.017445877,0.6033430941922889,0.7837311512222569,0.4234842305845097
67,pl_112095,playlist,Matt's Playlist,1,35,49,False,1508,0.3016603320664133,3016,0.00040058466,0.0003285909770056,0.026463266,0.016568093,0.5812859997648995,0.6621249551839277,0.4280140951422099
68,pl_112163,playlist,VDAY,3,53,75,False,38,0.0076015203040608,76,8.145724e-05,0.0021427425090223,0.00026182647,0.012293365,0.4471066907775768,0.0065505837914264,0.2261735419630156
69,pl_112615,playlist,Victor,1,61,67,False,466,0.0932186437287457,932,0.0001595169,0.000136754635605,0.0068264133,0.01350669,0.5103199174406605,0.1707950467203862,0.4483086436845263
70,pl_113082,playlist,Coffee,11,57,73,False,942,0.1884376875375075,1884,0.0002747359,0.0001544230035506,0.015474636,0.014898053,0.5417397020157756,0.3871764709079666,0.4415323626895541
71,pl_113131,playlist,yikes,1,31,31,False,530,0.1060212042408481,1060,0.00016008863,2.307731847395189e-05,0.009620527,0.013746458,0.5145146186661117,0.2407124119379434,0.5870171559011307
72,pl_113247,playlist,CHRISTMAS TIME!!,13,87,107,False,118,0.0236047209441888,236,0.00012208914,6.379716796800494e-05,0.00085886125,0.012498851,0.4747959673547767,0.0214880084710948,0.478922207735767
73,pl_113585,playlist,For You,13,69,75,False,258,0.0516103220644128,516,0.00012586931,0.0001603092678124,0.002722436,0.012888794,0.499848377640756,0.0681117600621198,0.2915573251289476
74,pl_113618,playlist,Coming down,14,26,44,False,937,0.1874374874974995,1874,0.00028180127,0.0004361515748314,0.015565205,0.014883904,0.5406735184780231,0.3894591700670976,0.4259844566674876
75,pl_113805,playlist,90s,15,75,91,False,957,0.1914382876575315,1914,0.00027743707,0.0002384905674261,0.015064491,0.014930337,0.5432275074151378,0.3768976804399598,0.4524446601347481
76,pl_114180,playlist,party songs ,2,47,55,False,693,0.138627725545109,1386,0.00021003111,0.000162313284818,0.012313121,0.01420528,0.5240012715905479,0.3080923044110808,0.5259698554496243
77,pl_114223,playlist,chill,14,159,173,False,1112,0.2224444888977795,2224,0.00034213424,0.0010061544599011,0.0176361,0.015368985,0.5563055461806727,0.4412529422766674,0.4003733107123662
78,pl_114345,playlist,Rock,1,40,61,False,857,0.1714342868573714,1714,0.00025365085,0.0001962623355211,0.0135412235,0.014651856,0.5383777898747959,0.3387800722307197,0.470504040393025
79,pl_114648,playlist,EDM,2,54,92,False,595,0.1190238047609521,1190,0.00018978724,0.0001238767436007,0.010262737,0.013918903,0.5203072390572391,0.2567717502118264,0.5172962114138585
80,pl_114767,playlist,CHICANO RAP,15,31,44,False,69,0.0138027605521104,138,4.802475e-05,2.715242146678065e-07,0.0011492688,0.012394447,0.4657624564377884,0.0287546933790524,0.6231884057971014
81,pl_115818,playlist,Car ride,1,21,24,False,537,0.1074214842968593,1074,0.0001582363,2.9044364055152982e-05,0.010913234,0.013798407,0.514033264033264,0.2730678249645522,0.6763598210066983
82,pl_116376,playlist,trill,12,77,120,False,1313,0.2626525305061012,2626,0.000352128,0.0002826759009622,0.023152025,0.015983135,0.5643044619422573,0.5793133700006845,0.5059535972358962
83,pl_116710,playlist,Alternative,1,18,32,False,569,0.1138227645529105,1138,0.0001756372,3.088252560701221e-05,0.009454727,0.013842016,0.5174759313520302,0.2365422157874965,0.5777246961558454
84,pl_116823,playlist,Chill Summer,1,29,37,False,745,0.1490298059611922,1490,0.00021976943,7.424724753946066e-05,0.012538973,0.014355409,0.5306932818201331,0.3137084338597383,0.5556325322941474
85,pl_117513,playlist,Jan,13,138,151,False,765,0.1530306061212242,1530,0.00024321818,0.0002556622494012,0.011443695,0.014360235,0.5301243567753001,0.2863172676867327,0.3714642576053109
86,pl_117703,playlist,getting ready ,86,60,113,False,491,0.0982196439287857,982,0.00016323282,4.282145164324902e-05,0.007397483,0.013588395,0.5105306628123064,0.1850800546343193,0.5065297809551519
87,pl_117710,playlist,The Mix,38,28,32,False,114,0.0228045609121824,228,6.2293206e-05,5.058407623437233e-06,0.0015629928,0.012515298,0.4807505347073692,0.0391041572086314,0.4772550846141903
88,pl_118032,playlist,Jesus Music,11,27,49,False,132,0.0264052810562112,264,0.00012514096,4.044875458930619e-05,0.0006220577,0.012523875,0.4670822707093605,0.0155627490130553,0.5913717325931066
89,pl_118220,playlist,5FDP,36,6,28,False,215,0.043008601720344,430,8.959499e-05,4.953169082000386e-06,0.0028351042,0.012793535,0.4881058138387129,0.0709294500104128,0.6270376005216257
90,pl_118504,playlist,ROLLING,858,61,65,False,550,0.1100220044008801,1100,0.00017473295,0.0001498541678301,0.009592351,0.013787805,0.5161795407098121,0.2400127752628413,0.4870938897168406
91,pl_118510,playlist,good vibes,3,102,133,False,1422,0.2844568913782757,2844,0.00040870937,0.0006186290993355,0.023023313,0.016267791,0.5755353817504656,0.5760266127722313,0.4137218396743245
92,pl_118714,playlist,Jay,1,134,156,False,2132,0.4264852970594119,4264,0.0005847238,0.0036609931848943,0.033652395,0.018239807,0.6300165626194419,0.8420143151593958,0.3438585941647598
93,pl_119136,playlist,Trap,10,78,109,False,1459,0.2918583716743348,2918,0.0003840017,0.0002706351806409,0.025616683,0.016399482,0.575,0.6409839122197222,0.4914390693590044
94,pl_119462,playlist,Hyped,1,41,56,False,664,0.1328265653130626,1328,0.00018901637,5.376143963076174e-05,0.012173137,0.014126498,0.5182351708237267,0.3045996365027614,0.6237438441549001
95,pl_12020,playlist,👌🏻,4,67,99,False,1313,0.2626525305061012,2626,0.0003653435,0.0004234083462506,0.021797815,0.015956625,0.5683908045977012,0.5454012946376838,0.4212088774543496
96,pl_12120,playlist,AAA,1,25,30,False,973,0.1946389277855571,1946,0.0002715971,0.0001445615780539,0.017178053,0.015028957,0.5437053326003298,0.429801016356306,0.4524443936913961
97,pl_12338,playlist,Advent,8,13,13,False,5,0.001000200040008,10,3.859768e-05,2.3436548417521408e-06,2.271969e-05,0.012208834,0.3693882124449092,0.0005684334561992,0.4
98,pl_12367,playlist,alt,1,82,98,False,1708,0.3416683336667333,3416,0.00047396537,0.0006933907861821,0.026185093,0.017039567,0.5970780004829751,0.6551272157581742,0.3762802017865546
99,pl_120092,playlist,Half Marathon!!,13,61,73,False,1522,0.3044608921784357,3044,0.00041646248,0.000578430481255,0.02572032,0.016572187,0.5834808259587021,0.6435419782656331,0.4044109579336507
100,pl_120374,playlist,me gusta,1,65,87,False,1565,0.3130626125225045,3130,0.00041245506,0.0003538949822541,0.02758475,0.01671711,0.5843772157882298,0.6902177346505869,0.4632849333649281
101,pl_120952,playlist,Summer Jams,1,20,22,False,669,0.1338267653530706,1338,0.00019234058,2.6918205549009144e-05,0.012905092,0.014176661,0.5233358027304477,0.3228955951627862,0.5947208721570312
102,pl_121616,playlist,Espanol,20,75,115,False,346,0.0692138427685537,692,0.00014049686,8.929862815421075e-05,0.0053849984,0.013176038,0.5011147142278071,0.1347401343820164,0.5485800452374968
103,pl_121902,playlist,( ͡° ͜ʖ ͡°),1,18,27,False,237,0.0474094818963792,474,0.0001011897,5.860292731085792e-05,0.0035385303,0.012864868,0.4903321764997521,0.088535471408581,0.5345419437888865
104,pl_122478,playlist,Tobuscus,22,5,13,False,5,0.001000200040008,10,3.820098e-05,4.589132629462256e-07,3.3809665e-05,0.012209094,0.3755601124022176,0.0008458796557015,0.4
105,pl_122641,playlist,Orchestral,1,7,13,False,1,0.0002000400080016,2,3.2377884e-05,0.0,1.3492537e-07,0.012198802,0.2972290677405782,3.374780154911439e-06,0.0
106,pl_123020,playlist,girl power,1,34,48,False,833,0.166633326665333,1666,0.0002391656,0.0001314432010985,0.01410578,0.014596181,0.5352890235981814,0.3529276775774406,0.4537007110536522
107,pl_123274,playlist,spanish,12,28,60,False,380,0.0760152030406081,760,0.00013981947,6.773183849873021e-05,0.006295767,0.013284509,0.5028984033357063,0.1575290896759937,0.5626857380919317
108,pl_123373,playlist,Drunk,1,13,13,False,302,0.0604120824164833,604,0.00011430246,3.112163904006593e-05,0.0049995338,0.013067374,0.4958387646645944,0.125083171284231,0.6149919693736111
109,pl_123998,playlist,Club music ,6,142,186,False,793,0.158631726345269,1586,0.0002285053,9.252508607460186e-05,0.014749988,0.014521115,0.5309782025126167,0.3690537695936777,0.5452698485485371
110,pl_124145,playlist,basketball,3,37,49,False,782,0.1564312862572514,1564,0.00021338165,2.230218342447188e-05,0.01497206,0.014489171,0.5263437998935604,0.3746404837146219,0.6858149595082703
111,pl_124186,playlist,JULY 2015,12,25,25,False,48,0.0096019203840768,96,4.3522763e-05,5.653853918374807e-07,0.0006941413,0.012330628,0.4608574091332712,0.0173681510000528,0.549645390070922
112,pl_124191,playlist,chill ,2,28,40,False,629,0.1258251650330066,1258,0.00020537508,9.761339606484398e-05,0.008683248,0.013961967,0.5216795020571791,0.2172379012011698,0.5290168399947344
113,pl_124210,playlist,equilibrium,10,54,66,False,849,0.1698339667933586,1698,0.00026342642,0.0002475138171575,0.012954352,0.014605659,0.5370330147697654,0.3241103688273985,0.4226476209525079
114,pl_124220,playlist,Various Artists – Fifty Shades Of Grey (Original Motion Picture Soundtrack),16,60,74,False,1308,0.2616523304660932,2616,0.00036074186,0.0003325593133922,0.022086676,0.015967293,0.5690448791714614,0.5526076431561373,0.4188526143630275
115,pl_124414,playlist,tap,21,38,43,False,698,0.139627925585117,1396,0.00020650828,0.0001670228812145,0.0123541895,0.014229396,0.5260638297872341,0.3091023703951893,0.4688081955823772
116,pl_124550,playlist,oscar,1,28,33,False,948,0.1896379275855171,1896,0.00025839405,8.201198215829208e-05,0.017880797,0.014975186,0.5410876463508042,0.4474107134332655,0.5608606347381694
117,pl_124759,playlist,Old School Dance,1,41,59,False,171,0.0342068413682736,342,8.569292e-05,4.927546251565218e-05,0.0019317772,0.01265954,0.48352400508458,0.0483301520840548,0.4769177846577228
118,pl_124987,playlist,vibes,19,120,135,False,1693,0.3386677335467093,3386,0.00047059447,0.0010140859521925,0.026050635,0.01698446,0.5962141306968893,0.651799079677558,0.3560468009702027
119,pl_125209,playlist,Ballads,11,64,73,True,922,0.1844368873774755,1844,0.00026904885,0.0001202369239763,0.014225101,0.014826081,0.5419772029811486,0.3558877912496937,0.473111137804094
120,pl_125224,playlist,soccer,1,16,18,False,601,0.1202240448089617,1202,0.0001702376,1.3324209248821717e-05,0.012218114,0.013983634,0.5139798357759069,0.3057286453138758,0.7533555185801443
121,pl_125360,playlist,Dance Mix,3,45,50,False,1209,0.2418483696739347,2418,0.000326811,0.0002016441867453,0.022060713,0.015725994,0.5601495242410512,0.5519791127779154,0.4791396206158009
122,pl_125543,playlist,Old School Reggaeton,20,21,27,False,15,0.003000600120024,30,3.672865e-05,2.3641317792311156e-09,8.626716e-05,0.012233974,0.3934595798854233,0.0021585259302659,0.9809523809523808
123,pl_126024,playlist,Spanish Trap,11,38,66,False,43,0.0086017203440688,86,4.501178e-05,5.87059254542055e-08,0.00041754948,0.012309416,0.430824185398153,0.0104481143991584,0.9269102990033224
124,pl_126283,playlist,Indie/Alt,7,61,81,False,1507,0.3014602920584117,3014,0.0004283727,0.0006063493201509,0.022779487,0.016463146,0.5819016239115086,0.5699194708978783,0.3856698840559021
125,pl_126738,playlist,Let The Good Times Roll,120,19,20,False,565,0.1130226045209041,1130,0.00016926281,3.559542165021412e-05,0.0103733195,0.013855335,0.5167189132706375,0.2595367679077226,0.5490805246971694
126,pl_126769,playlist,BYE,1916,52,60,False,562,0.1124224844968993,1124,0.00017665164,0.0001309644430875,0.009361788,0.013807872,0.5160718012940931,0.2342454355319972,0.481010650782474
127,pl_126855,playlist,chillout,1,12,12,False,10,0.002000400080016,20,3.3194156e-05,6.337766755848406e-09,0.00010013437,0.012223023,0.412771285475793,0.002505435481961,0.6888888888888889
128,pl_127307,playlist,everything,12,76,101,False,1792,0.3584716943388678,3584,0.00048531077,0.0006893298123031,0.029673722,0.017336044,0.6023142509135201,0.7424395442327493,0.3852322126505543
129,pl_127339,playlist,SUMMERTIME,13,99,144,False,710,0.1420284056811362,1420,0.0002248033,0.0001502594532212,0.010397243,0.014203085,0.5257841573631047,0.2601267807242665,0.4348000556228769
130,pl_127368,playlist,Workout,1,51,76,False,364,0.0728145629125825,728,0.00013740247,8.455082570435479e-05,0.0052239182,0.013216145,0.5019285424279334,0.1306992886605341,0.4687585142130597
131,pl_127539,playlist,dance dance dance ,2,37,44,False,1113,0.2226445289057811,2226,0.00030668787,0.0002026314177783,0.02014894,0.015443624,0.5535654315459532,0.5041330251072852,0.4827706567899319
132,pl_127681,playlist,MARCH 17,236,34,35,False,442,0.0884176835367073,884,0.00014883521,0.0001645451411604,0.008113413,0.013491337,0.50712747410522,0.2030091596767352,0.5407085911287592
133,pl_127959,playlist,Old Rock,12,34,63,False,420,0.0840168033606721,840,0.00014791214,3.432382800383493e-05,0.0055780113,0.013369566,0.5062967134227501,0.1395486794618655,0.6002045687009888
134,pl_128452,playlist,country,3,34,54,False,408,0.0816163232646529,816,0.00014047866,2.7074851459474303e-05,0.0061643333,0.013353921,0.5050556633643142,0.1542284041824678,0.5452136628607217
135,pl_128635,playlist,best of 2016,1,31,31,False,78,0.0156031206241248,156,6.054905e-05,3.194875534973107e-05,0.0009980382,0.012411429,0.4709972378321745,0.0249703572516478,0.4701964701964702
136,pl_128852,playlist,sad,638,58,99,False,922,0.1844368873774755,1844,0.0002723802,0.0002001345565076,0.0145397205,0.014826035,0.5430485394245552,0.3637706362476816,0.4634969534670652
137,pl_129476,playlist,summer ,1,30,39,False,1261,0.252250450090018,2522,0.00033898748,0.0001592450571479,0.022727175,0.015866816,0.5625711035267349,0.568651576142152,0.4802688720214493
138,pl_129780,playlist,Driving,1,60,66,False,781,0.1562312462492498,1562,0.00023817745,0.0001571211760165,0.012558195,0.014436918,0.533211127884408,0.314195611526526,0.4740208148658852
139,pl_129844,playlist,Sad,1,6,6,False,65,0.013002600520104,130,4.7152003e-05,4.518680611909076e-07,0.0010839682,0.012384474,0.4664654277898311,0.0271191116109608,0.7331730769230769
140,pl_13197,playlist,liz ,2,45,48,False,553,0.1106221244248849,1106,0.00017112927,4.002818604931235e-05,0.009533576,0.013798337,0.5169890224777836,0.2385297973265183,0.5101226511518201
141,pl_13312,playlist,vibin',11,29,38,False,98,0.0196039207841568,196,5.630795e-05,1.9472554413368925e-06,0.0015959705,0.012475374,0.4691205767953704,0.0399355519113724,0.6372817168104356
142,pl_13410,playlist,Angsty,11,77,119,False,1029,0.2058411682336467,2058,0.00029702726,0.0001597467489773,0.016195783,0.015138738,0.5477403633141338,0.4051944125098742,0.4681777102169384
143,pl_13421,playlist,Freestyle,1,17,20,False,5,0.001000200040008,10,3.4989225e-05,3.731218214397813e-07,3.5409896e-05,0.012209199,0.3800630235954192,0.0008859471232578,0.5
