,nodes,buckets
179,pl_768167,0
180,pl_170089,0
181,pl_434095,0
182,pl_154241,0
183,pl_733200,0
184,pl_481800,0
185,pl_463629,0
186,pl_574750,0
187,pl_810401,0
188,pl_740536,0
189,pl_314068,0
190,pl_547733,0
191,pl_370218,0
192,pl_973023,0
193,pl_46126,0
194,pl_595613,0
195,pl_759417,0
196,pl_48956,0
197,pl_310290,0
198,pl_415944,0
199,pl_748024,0
200,pl_619443,0
201,pl_918385,0
202,pl_94631,0
203,pl_542446,0
204,pl_798513,0
205,pl_675967,0
206,pl_487589,0
207,pl_992227,0
208,pl_117753,0
209,pl_41305,0
210,pl_172804,0
211,pl_838414,0
212,pl_687064,0
213,pl_900737,0
214,pl_683468,0
215,pl_667728,0
216,pl_882720,0
217,pl_498588,0
218,pl_562060,0
219,pl_175965,0
220,pl_599736,0
221,pl_564904,0
222,pl_752490,0
223,pl_620828,0
224,pl_587717,0
225,pl_596530,0
226,pl_476904,0
227,pl_890060,0
228,pl_398043,0
229,pl_532087,0
230,pl_548948,0
231,pl_236557,0
232,pl_371387,0
233,pl_678378,0
234,pl_604275,0
235,pl_773747,0
236,pl_621868,0
237,pl_966066,0
238,pl_199341,0
239,pl_479842,0
240,pl_577756,0
241,pl_337618,0
242,pl_667661,0
243,pl_486728,0
244,pl_771332,0
245,pl_884176,0
246,pl_62902,0
247,pl_777905,0
248,pl_497374,0
249,pl_535556,0
250,pl_800841,0
251,pl_777240,0
252,pl_538899,0
253,pl_725503,0
254,pl_739444,0
255,pl_648754,0
256,pl_775742,0
257,pl_451483,0
258,pl_356193,0
259,pl_590417,0
260,pl_414577,0
261,pl_777252,0
262,pl_119682,0
263,pl_922408,0
264,pl_841622,0
265,pl_2235,0
266,pl_135832,0
267,pl_777258,0
268,pl_247409,0
269,pl_529975,0
270,pl_511457,0
271,pl_327235,0
272,pl_880286,0
273,pl_876539,0
274,pl_217915,0
275,pl_185955,0
276,pl_362916,0
277,pl_911582,0
278,pl_773421,0
279,pl_499154,0
280,pl_894794,0
281,pl_683887,0
282,pl_30381,0
283,pl_493997,0
284,pl_504860,0
285,pl_463785,0
286,pl_766666,0
287,pl_529634,0
288,pl_859565,0
289,pl_153324,0
290,pl_673448,0
291,pl_651867,0
292,pl_484090,0
293,pl_474584,0
294,pl_137195,0
295,pl_51058,0
296,pl_50980,0
297,pl_980269,0
298,pl_535494,0
299,pl_805339,0
300,pl_228789,0
301,pl_223613,0
302,pl_593857,0
303,pl_828891,0
304,pl_319884,0
305,pl_642788,0
306,pl_475084,0
307,pl_332096,0
308,pl_547807,0
309,pl_230720,0
310,pl_491774,0
311,pl_499730,1
312,pl_357782,0
313,pl_233551,0
314,pl_174349,0
315,pl_321455,0
316,pl_422455,0
317,pl_356741,0
318,pl_139471,0
319,pl_644574,0
320,pl_85904,0
321,pl_5798,0
322,pl_621478,0
323,pl_698822,0
324,pl_708513,1
325,pl_305283,0
326,pl_56311,0
327,pl_207263,0
328,pl_610408,0
329,pl_307120,0
330,pl_172760,0
331,pl_981165,0
332,pl_490037,0
333,pl_691765,0
334,pl_521735,0
335,pl_385594,0
336,pl_242448,0
337,pl_931199,0
338,pl_444123,0
339,pl_85541,0
340,pl_51239,0
341,pl_593697,0
342,pl_557597,0
343,pl_386149,0
344,pl_205629,0
345,pl_511469,0
346,pl_427746,0
347,pl_102447,0
348,pl_870730,0
349,pl_432371,0
350,pl_772022,0
351,pl_823819,0
352,pl_628933,0
353,pl_972535,1
354,pl_761038,0
355,pl_448539,0
356,pl_705225,0
357,pl_345680,0
358,pl_209481,0
359,pl_638929,0
360,pl_791440,0
361,pl_64987,0
362,pl_577958,0
363,pl_493184,0
364,pl_809743,0
365,pl_585970,0
366,pl_489649,0
367,pl_607497,0
368,pl_925398,0
369,pl_314820,0
370,pl_858700,0
371,pl_356604,0
372,pl_138109,0
373,pl_376528,0
374,pl_131642,0
375,pl_89157,0
376,pl_602069,0
377,pl_906004,0
378,pl_951703,0
379,pl_780505,0
380,pl_349258,0
381,pl_711403,0
382,pl_331961,0
383,pl_355320,0
384,pl_558310,0
385,pl_577981,0
386,pl_716406,0
387,pl_584995,0
388,pl_732066,0
389,pl_703642,0
390,pl_888325,0
391,pl_367151,0
392,pl_395861,0
393,pl_504365,0
394,pl_419385,0
395,pl_582333,0
396,pl_458152,0
397,pl_737570,0
398,pl_135337,0
399,pl_91393,0
400,pl_860305,0
401,pl_689087,0
402,pl_538640,0
403,pl_360369,0
404,pl_74526,0
405,pl_472973,0
406,pl_258820,0
407,pl_707149,0
408,pl_845130,0
409,pl_98593,0
410,pl_223449,0
411,pl_659651,0
412,pl_45963,0
413,pl_64949,0
414,pl_711571,0
415,pl_697926,0
416,pl_442584,0
417,pl_226071,0
418,pl_642596,0
419,pl_65451,0
420,pl_74413,0
421,pl_299423,0
422,pl_895642,0
423,pl_314174,0
424,pl_449906,0
425,pl_687534,0
426,pl_632419,0
427,pl_381313,0
428,pl_32205,0
429,pl_193389,0
430,pl_303486,0
431,pl_692580,0
432,pl_614896,0
433,pl_332221,0
434,pl_685517,0
435,pl_39993,0
436,pl_76549,0
437,pl_336659,0
438,pl_938456,0
439,pl_643050,0
440,pl_96431,0
441,pl_316675,0
442,pl_339931,0
443,pl_175461,0
444,pl_362243,0
445,pl_17046,0
446,pl_183423,0
447,pl_993137,0
448,pl_506633,0
449,pl_310650,0
450,pl_992948,0
451,pl_219001,0
452,pl_275494,0
453,pl_458534,0
454,pl_626072,0
455,pl_195786,0
456,pl_604986,0
457,pl_57557,0
458,pl_570369,0
459,pl_163965,0
460,pl_725405,0
461,pl_65982,0
462,pl_395761,0
463,pl_490098,0
464,pl_618390,0
465,pl_233219,0
466,pl_286727,0
467,pl_968264,0
468,pl_758168,0
469,pl_334778,0
470,pl_85816,0
471,pl_296036,0
472,pl_312968,0
473,pl_474368,0
474,pl_924722,0
475,pl_257827,0
476,pl_921462,0
477,pl_588878,0
478,pl_199579,0
479,pl_614095,0
480,pl_772831,0
481,pl_725101,0
482,pl_753157,0
483,pl_58277,0
484,pl_817867,0
485,pl_545564,0
486,pl_906734,0
487,pl_360668,0
488,pl_738687,0
489,pl_786214,0
490,pl_700737,0
491,pl_465746,0
492,pl_659565,0
493,pl_23570,0
494,pl_887373,0
495,pl_220074,0
496,pl_989984,0
497,pl_170913,0
498,pl_117869,0
499,pl_289976,0
500,pl_751309,0
501,pl_109038,0
502,pl_194851,0
503,pl_209172,0
504,pl_996188,0
505,pl_976008,0
506,pl_796483,0
507,pl_314044,0
508,pl_168060,0
509,pl_993065,0
510,pl_987609,0
511,pl_806931,0
512,pl_561435,0
513,pl_708737,0
514,pl_162269,0
515,pl_339095,0
516,pl_559233,0
517,pl_56438,0
518,pl_623761,0
519,pl_659518,0
520,pl_567306,0
521,pl_206116,0
522,pl_58473,0
523,pl_262927,0
524,pl_835011,0
525,pl_883776,0
526,pl_239294,0
527,pl_75975,0
528,pl_830934,0
529,pl_811280,0
530,pl_256377,0
531,pl_113031,0
532,pl_354303,0
533,pl_830308,0
534,pl_979957,0
535,pl_418007,0
536,pl_1206,0
537,pl_516656,0
538,pl_44580,0
539,pl_46451,0
540,pl_308507,0
541,pl_103693,0
542,pl_153733,0
543,pl_636766,0
544,pl_665577,0
545,pl_864083,0
546,pl_601543,0
547,pl_270132,0
548,pl_371507,0
549,pl_361227,0
550,pl_725353,0
551,pl_87113,0
552,pl_661380,0
553,pl_327533,0
554,pl_681847,0
555,pl_178834,0
556,pl_996413,0
557,pl_728233,0
558,pl_620358,0
559,pl_47042,0
560,pl_977904,0
561,pl_407254,0
562,pl_545520,0
563,pl_306768,0
564,pl_914036,0
565,pl_688813,0
566,pl_85908,0
567,pl_493620,0
568,pl_670656,0
569,pl_315296,0
570,pl_242422,0
571,pl_856814,0
572,pl_750156,0
573,pl_461159,0
574,pl_388080,0
575,pl_179110,0
576,pl_840040,0
577,pl_276636,0
578,pl_421743,0
579,pl_136210,0
580,pl_278028,0
581,pl_755417,0
582,pl_751916,0
583,pl_154823,0
584,pl_338817,0
585,pl_109426,0
586,pl_405716,0
587,pl_953860,0
588,pl_737217,0
589,pl_988335,0
590,pl_280177,0
591,pl_902744,0
592,pl_519122,0
593,pl_21582,0
594,pl_167365,0
595,pl_720798,0
596,pl_723299,0
597,pl_864916,1
598,pl_317118,0
599,pl_98033,0
600,pl_25099,0
601,pl_49037,0
602,pl_196699,0
603,pl_522578,0
604,pl_808870,0
605,pl_698905,0
606,pl_212253,0
607,pl_350901,0
608,pl_566373,0
609,pl_555753,0
610,pl_395164,0
611,pl_640980,0
612,pl_408061,0
613,pl_325572,0
614,pl_132479,0
615,pl_290446,0
616,pl_618599,0
617,pl_526679,0
618,pl_181410,0
619,pl_970114,0
620,pl_911682,0
621,pl_387214,0
622,pl_450172,0
623,pl_526682,0
624,pl_965526,0
625,pl_419699,0
626,pl_741919,0
627,pl_331535,0
628,pl_127146,0
629,pl_215394,0
630,pl_891660,0
631,pl_756609,0
632,pl_887522,0
633,pl_781243,0
634,pl_908398,0
635,pl_30993,0
636,pl_795443,0
637,pl_301895,0
638,pl_530101,0
639,pl_274892,0
640,pl_842097,0
641,pl_68414,0
642,pl_886244,0
643,pl_595231,0
644,pl_75846,0
645,pl_723395,0
646,pl_967306,0
647,pl_605483,0
648,pl_841618,0
649,pl_443545,0
650,pl_186758,0
651,pl_865755,0
652,pl_288743,0
653,pl_649474,0
654,pl_232811,0
655,pl_715436,0
656,pl_517230,0
657,pl_222579,0
658,pl_746916,0
659,pl_171247,0
660,pl_329702,0
661,pl_816441,0
662,pl_195473,0
663,pl_91259,0
664,pl_268073,0
665,pl_544002,0
666,pl_802033,0
667,pl_354913,0
668,pl_334147,0
669,pl_835665,0
670,pl_104161,0
671,pl_833118,0
672,pl_575903,0
673,pl_331295,0
674,pl_3404,0
675,pl_111474,0
676,pl_999744,0
677,pl_178868,0
678,pl_466930,0
679,pl_381012,0
680,pl_44742,0
681,pl_489321,0
682,pl_742894,0
683,pl_186992,0
684,pl_321235,0
685,pl_97946,0
686,pl_418395,0
687,pl_997502,0
688,pl_212767,0
689,pl_383282,0
690,pl_254580,0
691,pl_576108,0
692,pl_897438,0
693,pl_483865,0
694,pl_61532,0
695,pl_457290,0
696,pl_569987,0
697,pl_738032,0
698,pl_481187,0
699,pl_19514,0
700,pl_905840,0
701,pl_271811,0
702,pl_702237,0
703,pl_597306,0
704,pl_289383,0
705,pl_971395,0
706,pl_423899,0
707,pl_484361,0
708,pl_418505,0
709,pl_454490,0
710,pl_229622,0
711,pl_569584,0
712,pl_404140,0
713,pl_515513,0
714,pl_381569,0
715,pl_108060,0
716,pl_885349,0
717,pl_155491,0
718,pl_118056,0
719,pl_570783,0
720,pl_899432,0
721,pl_794840,0
722,pl_956134,0
723,pl_661850,0
724,pl_819190,0
725,pl_358086,0
726,pl_411048,0
727,pl_262256,0
728,pl_686483,0
729,pl_913997,0
730,pl_818787,0
731,pl_566696,0
732,pl_484231,0
733,pl_762733,0
734,pl_171896,0
735,pl_845538,0
736,pl_968664,0
737,pl_355765,0
738,pl_507582,0
739,pl_860335,0
740,pl_629318,0
741,pl_421536,0
742,pl_548292,0
743,pl_281547,0
744,pl_502433,0
745,pl_563554,0
746,pl_711113,0
747,pl_757380,0
748,pl_149837,0
749,pl_861903,0
750,pl_898204,0
751,pl_946423,0
752,pl_983153,0
753,pl_534172,0
754,pl_503664,0
755,pl_236011,0
756,pl_120611,0
757,pl_923655,0
758,pl_464235,0
759,pl_149802,0
760,pl_548968,0
761,pl_215734,0
762,pl_232145,0
763,pl_99441,0
764,pl_694338,0
765,pl_477304,0
766,pl_537623,0
767,pl_543379,0
768,pl_607158,0
769,pl_56340,0
770,pl_70676,0
771,pl_53123,0
772,pl_959858,0
773,pl_37603,0
774,pl_84856,0
775,pl_696508,0
776,pl_605723,0
777,pl_30345,0
778,pl_377478,0
779,pl_654024,0
780,pl_132551,0
781,pl_820674,0
782,pl_980109,0
783,pl_320582,0
784,pl_313220,0
785,pl_191396,0
786,pl_400814,0
787,pl_677439,0
788,pl_676599,0
789,pl_756429,0
790,pl_149215,0
791,pl_115927,0
792,pl_755308,0
793,pl_389451,0
794,pl_583009,0
795,pl_980677,0
796,pl_913674,0
797,pl_30082,0
798,pl_360773,0
799,pl_10805,0
800,pl_195402,0
801,pl_119839,0
802,pl_228283,0
803,pl_205420,0
804,pl_599134,0
805,pl_55968,0
806,pl_14542,0
807,pl_618596,0
808,pl_855064,0
809,pl_944001,0
810,pl_249475,0
811,pl_154036,0
812,pl_827489,0
813,pl_503797,0
814,pl_381546,0
815,pl_707234,0
816,pl_556913,0
817,pl_33420,0
818,pl_430954,0
819,pl_587895,0
820,pl_755988,0
821,pl_396926,0
822,pl_957890,0
823,pl_646519,0
824,pl_395780,0
825,pl_200576,0
826,pl_761986,0
827,pl_770746,0
828,pl_920239,0
829,pl_180161,0
830,pl_845179,0
831,pl_961745,0
832,pl_356706,0
833,pl_252720,0
834,pl_424659,0
835,pl_985152,0
836,pl_433060,0
837,pl_473176,0
838,pl_938694,0
839,pl_661084,0
840,pl_185781,0
841,pl_550514,0
842,pl_595499,0
843,pl_700975,0
844,pl_445709,0
845,pl_571119,0
846,pl_216414,0
847,pl_278869,0
848,pl_677412,0
849,pl_521392,0
850,pl_950503,0
851,pl_662822,0
852,pl_179814,0
853,pl_897365,0
854,pl_864360,0
855,pl_947553,0
856,pl_72993,0
857,pl_480707,0
858,pl_574373,0
859,pl_647805,0
860,pl_5790,0
861,pl_288922,0
862,pl_489911,0
863,pl_720998,0
864,pl_385897,0
865,pl_733448,0
866,pl_580638,0
867,pl_330175,0
868,pl_914231,0
869,pl_44052,0
870,pl_915565,0
871,pl_851020,0
872,pl_802354,0
873,pl_620099,0
874,pl_9587,0
875,pl_949909,0
876,pl_557253,0
877,pl_20206,0
878,pl_170674,0
879,pl_643397,0
880,pl_335926,0
881,pl_783242,0
882,pl_220435,0
883,pl_690937,0
884,pl_474479,0
885,pl_62364,0
886,pl_867047,0
887,pl_540798,0
888,pl_67836,0
889,pl_207761,0
890,pl_519574,0
891,pl_12813,0
892,pl_652870,0
893,pl_825189,0
894,pl_329150,0
895,pl_83270,0
896,pl_777448,0
897,pl_871179,0
898,pl_499151,0
899,pl_105574,0
900,pl_263700,0
901,pl_163306,0
902,pl_740928,1
903,pl_157290,0
904,pl_133581,0
905,pl_222943,0
906,pl_213594,0
907,pl_279386,0
908,pl_490810,0
909,pl_680447,0
910,pl_530547,0
911,pl_37338,0
912,pl_28629,0
913,pl_835164,0
914,pl_736011,0
915,pl_257405,0
916,pl_54094,0
917,pl_36421,0
918,pl_867085,0
919,pl_181337,0
920,pl_283721,0
921,pl_550248,0
922,pl_457138,0
923,pl_236023,0
924,pl_168941,0
925,pl_195175,1
926,pl_531906,0
927,pl_661113,0
928,pl_53187,0
929,pl_491181,0
930,pl_435440,0
931,pl_198665,0
932,pl_944394,0
933,pl_933767,0
934,pl_285428,0
935,pl_155156,0
936,pl_400653,0
937,pl_921336,0
938,pl_81170,0
939,pl_301040,0
940,pl_957207,0
941,pl_628215,0
942,pl_253088,0
943,pl_351770,0
944,pl_816305,0
945,pl_862343,0
946,pl_708273,0
947,pl_654457,0
948,pl_940518,0
949,pl_298941,0
950,pl_476093,0
951,pl_884335,0
952,pl_241814,0
953,pl_384212,0
954,pl_32174,0
955,pl_93082,0
956,pl_22461,0
957,pl_129500,1
958,pl_850012,0
959,pl_381455,0
960,pl_339729,0
961,pl_255389,0
962,pl_494898,0
963,pl_351502,0
964,pl_4827,0
965,pl_410704,0
966,pl_708406,0
967,pl_465723,0
968,pl_165637,0
969,pl_990088,0
970,pl_798039,0
971,pl_929040,0
972,pl_242626,0
973,pl_87572,0
974,pl_345896,0
975,pl_805408,0
976,pl_928406,0
977,pl_292425,0
978,pl_456887,0
979,pl_742054,0
980,pl_596108,0
981,pl_542355,0
982,pl_410235,0
983,pl_424831,0
984,pl_471463,0
985,pl_57285,0
986,pl_251341,0
987,pl_927782,0
988,pl_146849,0
989,pl_353201,0
990,pl_20668,0
991,pl_375696,0
992,pl_661185,0
993,pl_762715,0
994,pl_541841,0
995,pl_661550,0
996,pl_725212,0
997,pl_738219,0
998,pl_898025,0
999,pl_630119,0
1000,pl_753659,0
1001,pl_570563,0
1002,pl_59617,0
1003,pl_179511,0
1004,pl_545249,0
1005,pl_814702,0
1006,pl_893277,0
1007,pl_384543,0
1008,pl_638743,0
1009,pl_759723,0
1010,pl_926933,0
1011,pl_409658,0
1012,pl_195570,0
1013,pl_56036,0
1014,pl_802169,0
1015,pl_8086,0
1016,pl_963997,0
1017,pl_640727,0
1018,pl_379893,0
1019,pl_307311,0
1020,pl_74131,0
1021,pl_310574,0
1022,pl_207886,0
1023,pl_978041,0
1024,pl_470037,0
1025,pl_232792,0
1026,pl_235640,0
1027,pl_566389,0
1028,pl_845924,0
1029,pl_779731,0
1030,pl_696928,0
1031,pl_83085,0
1032,pl_158857,0
1033,pl_682052,0
1034,pl_736699,0
1035,pl_606739,0
1036,pl_18872,0
1037,pl_910590,0
1038,pl_401978,0
1039,pl_216250,0
1040,pl_560234,0
1041,pl_244656,0
1042,pl_526458,0
1043,pl_928981,0
1044,pl_298686,0
1045,pl_146872,0
1046,pl_785712,0
1047,pl_956273,0
1048,pl_184674,0
1049,pl_838968,0
1050,pl_843564,0
1051,pl_953401,0
1052,pl_982819,0
1053,pl_640826,1
1054,pl_819177,0
1055,pl_683342,0
1056,pl_826577,0
1057,pl_421731,0
1058,pl_956040,0
1059,pl_249082,0
1060,pl_116480,0
1061,pl_960136,0
1062,pl_577221,0
1063,pl_374024,0
1064,pl_734309,0
1065,pl_578351,0
1066,pl_717351,0
1067,pl_133286,0
1068,pl_484129,0
1069,pl_441913,0
1070,pl_370630,0
1071,pl_293656,0
1072,pl_587491,0
1073,pl_394930,0
1074,pl_247080,0
1075,pl_684318,0
1076,pl_366005,0
1077,pl_753369,0
1078,pl_299955,0
1079,pl_799991,0
1080,pl_272757,0
1081,pl_103182,0
1082,pl_445415,0
1083,pl_659937,0
1084,pl_789634,0
1085,pl_333303,0
1086,pl_876874,0
1087,pl_588269,0
1088,pl_765734,0
1089,pl_818929,0
1090,pl_18951,0
1091,pl_557232,0
1092,pl_695055,0
1093,pl_696646,0
1094,pl_75270,0
1095,pl_869662,0
1096,pl_766521,0
1097,pl_729674,0
1098,pl_80414,0
1099,pl_217361,0
1100,pl_331579,0
1101,pl_6926,0
1102,pl_289883,0
1103,pl_368279,0
1104,pl_793476,0
1105,pl_985861,0
1106,pl_461380,0
1107,pl_34690,0
1108,pl_165878,1
1109,pl_521405,0
1110,pl_121240,0
1111,pl_319722,0
1112,pl_621242,0
1113,pl_803826,0
1114,pl_158407,0
1115,pl_528110,0
1116,pl_215889,0
1117,pl_718637,0
1118,pl_397495,0
1119,pl_424974,0
1120,pl_333736,0
1121,pl_624384,0
1122,pl_411588,0
1123,pl_734073,0
1124,pl_780273,0
1125,pl_914339,0
1126,pl_769007,0
1127,pl_360865,0
1128,pl_751686,0
1129,pl_544948,0
1130,pl_515246,0
1131,pl_821373,0
1132,pl_908312,0
1133,pl_899217,0
1134,pl_382098,0
1135,pl_583289,0
1136,pl_371445,0
1137,pl_851433,0
1138,pl_602324,0
1139,pl_80238,0
1140,pl_291353,0
1141,pl_6639,0
1142,pl_284854,0
1143,pl_100642,0
1144,pl_674427,0
1145,pl_629704,0
1146,pl_156879,0
1147,pl_781705,0
1148,pl_186736,0
1149,pl_590428,0
1150,pl_601951,0
1151,pl_977670,0
1152,pl_828074,0
1153,pl_921663,0
1154,pl_31445,0
1155,pl_953314,0
1156,pl_537282,0
1157,pl_857690,0
1158,pl_497828,0
1159,pl_344441,0
1160,pl_741281,0
1161,pl_565392,0
1162,pl_304642,0
1163,pl_985539,0
1164,pl_830217,0
1165,pl_460810,0
1166,pl_134115,0
1167,pl_202276,0
1168,pl_600582,0
1169,pl_606058,0
1170,pl_936358,0
1171,pl_62549,0
1172,pl_670863,0
1173,pl_189992,0
1174,pl_899662,0
1175,pl_817975,0
1176,pl_102814,0
1177,pl_418784,0
1178,pl_729499,0
1179,pl_573290,0
1180,pl_2214,0
1181,pl_788618,0
1182,pl_901512,0
1183,pl_2168,0
1184,pl_667894,0
1185,pl_133019,0
1186,pl_739256,0
1187,pl_826977,0
1188,pl_836182,0
1189,pl_406589,1
1190,pl_374849,0
1191,pl_507987,1
1192,pl_370096,0
1193,pl_682133,0
1194,pl_584403,0
1195,pl_721764,0
1196,pl_24131,0
1197,pl_6837,0
1198,pl_45748,0
1199,pl_298275,0
1200,pl_824325,0
1201,pl_815290,0
1202,pl_325422,1
1203,pl_409705,0
1204,pl_827676,0
1205,pl_969232,0
1206,pl_501580,0
1207,pl_532446,0
1208,pl_764945,0
1209,pl_565934,0
1210,pl_163933,0
1211,pl_632343,0
1212,pl_489020,0
1213,pl_199764,0
1214,pl_381353,0
1215,pl_382779,0
1216,pl_236143,0
1217,pl_135468,0
1218,pl_915534,0
1219,pl_364442,0
1220,pl_896506,0
1221,pl_293995,0
1222,pl_596029,0
1223,pl_54110,0
1224,pl_46574,0
1225,pl_211935,0
1226,pl_911189,0
1227,pl_125610,0
1228,pl_980981,0
1229,pl_276303,0
1230,pl_735166,0
1231,pl_358375,0
1232,pl_437479,0
1233,pl_310633,0
1234,pl_553254,0
1235,pl_352870,0
1236,pl_569707,0
1237,pl_700989,0
1238,pl_632830,0
1239,pl_222890,0
1240,pl_887679,0
1241,pl_474821,0
1242,pl_550184,0
1243,pl_27672,0
1244,pl_714793,0
1245,pl_578323,0
1246,pl_317420,0
1247,pl_186793,0
1248,pl_287144,0
1249,pl_113445,0
1250,pl_451127,0
1251,pl_832809,0
1252,pl_426301,0
1253,pl_518339,0
1254,pl_340761,0
1255,pl_229939,0
1256,pl_71514,0
1257,pl_57555,0
1258,pl_552740,0
1259,pl_165268,0
1260,pl_93634,0
1261,pl_512485,0
1262,pl_305080,0
1263,pl_619440,0
1264,pl_644403,0
1265,pl_611511,0
1266,pl_743751,0
1267,pl_147118,0
1268,pl_474500,0
1269,pl_774981,0
1270,pl_673457,0
1271,pl_619897,0
1272,pl_113233,0
1273,pl_386457,0
1274,pl_139767,0
1275,pl_808387,0
1276,pl_221118,0
1277,pl_606365,0
1278,pl_460630,0
1279,pl_322565,0
1280,pl_595640,0
1281,pl_926035,0
1282,pl_537575,0
1283,pl_370020,0
1284,pl_153483,0
1285,pl_228144,0
1286,pl_168449,0
1287,pl_705079,0
1288,pl_816143,0
1289,pl_248457,0
1290,pl_249457,0
1291,pl_510320,0
1292,pl_782359,0
1293,pl_262973,0
1294,pl_776204,0
1295,pl_669052,0
1296,pl_923976,0
1297,pl_8967,0
1298,pl_199726,0
1299,pl_327655,0
1300,pl_411354,0
1301,pl_740145,0
1302,pl_317500,0
1303,pl_146266,0
1304,pl_130489,0
1305,pl_608456,0
1306,pl_31137,0
1307,pl_655849,0
1308,pl_865201,0
1309,pl_371578,0
1310,pl_735115,0
1311,pl_815788,0
1312,pl_709998,0
1313,pl_253529,0
1314,pl_359039,0
1315,pl_61950,0
1316,pl_326777,0
1317,pl_206764,1
1318,pl_437710,0
1319,pl_958951,0
1320,pl_999716,0
1321,pl_519576,1
1322,pl_722024,0
1323,pl_427219,0
1324,pl_807625,0
1325,pl_208343,0
1326,pl_871136,0
1327,pl_593395,0
1328,pl_717436,0
1329,pl_504533,0
1330,pl_503137,0
1331,pl_602086,0
1332,pl_240727,0
1333,pl_762952,0
1334,pl_987370,0
1335,pl_556149,0
1336,pl_209967,0
1337,pl_7542,0
1338,pl_966398,0
1339,pl_631683,0
1340,pl_398711,0
1341,pl_904916,0
1342,pl_258487,0
1343,pl_394914,0
1344,pl_749794,0
1345,pl_883699,0
1346,pl_494486,0
1347,pl_759247,0
1348,pl_29146,0
1349,pl_674979,0
1350,pl_63653,0
1351,pl_780065,0
1352,pl_576458,0
1353,pl_471991,0
1354,pl_515711,0
1355,pl_990957,0
1356,pl_639521,0
1357,pl_233210,0
1358,pl_253537,0
1359,pl_942656,0
1360,pl_623783,0
1361,pl_102433,0
